sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	C1d	C1bl	C42.2	C21	C1	C3	71003_C	C3cg	C1b	C1k	C3at	C1bi	114_C	C3db	C3b	C3av	C115k	110_C	C21af	C3dp	37676_C	21208_C	C3eg	C21e	41218_C	41217_C	C3ab	38920_C	24569_C	322_C	41216_C	41215_C	41226_C	71030_C	118_C	C1au	41221_C	C45c	71028_C	71029_C	43252_C	12_C	C1c	436490_C	23413_C	21709_C	54162_C	8129_C	41224_C	123_C	893_C	18746_C	41228_C	43224_C	307_C	C72k	102264_C	43240_C	70995_C	70996_C	15680_C	70997_C	115_C	71031_C	436491_C	14603_C	834_C	21931_C	C50f	C1al	C1w	849_C	C1j	C3u	42940_C
77232	PlatyD_T2	29608	22972	630	22972	630	0	0	0	0	22065	24	0	0	2369	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	17.04.2017	3-5m	0	0	0	8679	0	6882	0	0	0	0	1007	0	0	738	545	497	0	0	413	355	332	181	198	167	246	201	215	202	238	0	143	162	197	0	0	0	151	0	0	0	0	0	0	0	120	0	0	0	97	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77235	PlatyE_T2	40660	31441	818	31441	818	0	0	0	0	30357	23	0	0	3284	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	17.04.2017	3-5m	0	0	0	11590	0	9713	0	0	0	0	1280	0	0	930	744	732	0	0	597	520	469	402	280	342	282	285	345	316	285	0	258	225	304	0	0	0	172	0	0	0	0	0	0	0	149	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77226	PlatyB_T2	53611	41612	910	41612	910	0	0	0	0	40167	23	0	0	4370	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	17.04.2017	3-5m	0	0	0	15409	0	12354	0	0	0	0	1939	0	0	1353	1013	1045	0	0	864	712	639	495	337	330	424	394	441	434	404	0	279	297	333	0	0	0	209	0	0	0	0	0	0	0	243	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77224	PlatyA_T3	34896	26153	764	26153	764	0	0	0	0	24999	24	0	0	2783	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	08.05.2017	3-5m	0	0	0	9869	0	7634	0	0	0	0	1070	0	0	844	611	582	0	0	477	374	375	352	236	277	243	283	242	259	238	0	148	173	163	0	0	0	164	0	0	0	0	0	0	0	130	0	0	0	141	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77230	PlatyC_T3	49526	37964	1036	37964	1036	0	0	0	0	36726	23	0	0	3882	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	08.05.2017	3-5m	0	0	0	14062	0	11384	0	0	0	0	1567	0	0	1553	987	872	0	0	687	647	531	499	304	433	351	354	348	369	347	0	297	253	307	0	0	0	219	0	0	0	0	0	0	0	180	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77229	PlatyC_T2	58222	45198	1098	45198	1098	0	0	0	0	43366	24	0	0	4862	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	17.04.2017	3-5m	0	0	0	16963	0	13237	0	0	0	0	1897	0	0	1492	1084	977	0	0	870	675	680	567	352	531	407	376	426	458	448	0	305	340	323	0	0	0	335	0	0	0	0	0	0	0	213	0	0	0	203	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77227	PlatyB_T3	52790	41389	975	41389	975	0	0	0	0	40414	23	0	0	4393	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	08.05.2017	3-5m	0	0	0	15500	0	12603	0	0	0	0	1652	0	0	1738	1050	889	0	0	836	684	584	548	348	392	391	418	329	390	422	0	312	278	361	0	0	0	280	0	0	0	0	0	0	0	219	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77236	PlatyE_T3	33381	24345	806	24345	806	0	0	0	0	23543	23	0	0	2852	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	08.05.2017	3-5m	0	0	0	9711	0	5846	0	0	0	0	1205	0	0	1041	421	673	0	0	635	317	484	312	289	285	176	271	151	350	180	0	0	211	290	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	117	0
77237	PlatyE_T4	31846	20737	721	20737	721	0	0	0	0	19343	28	0	0	3009	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	06.06.2017	3-5m	0	0	0	6983	0	5729	0	0	0	0	612	0	0	827	557	423	0	0	367	318	247	136	153	215	165	143	150	156	144	0	167	132	178	210	0	0	170	0	236	317	0	0	0	227	0	0	167	0	0	0	0	105	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77231	PlatyC_T4	24376	16248	539	16248	539	0	0	0	0	15353	30	0	0	2610	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	06.06.2017	3-5m	0	0	0	5556	0	4206	0	0	0	0	576	0	0	631	455	389	0	0	297	255	203	127	122	134	126	114	122	126	124	0	158	127	102	259	0	0	91	0	190	208	0	0	0	180	0	0	127	0	0	0	69	117	77	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77228	PlatyB_T4	18430	11761	468	11761	468	0	0	0	0	11127	29	0	0	1906	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	06.06.2017	3-5m	0	0	0	4001	0	3158	0	0	0	0	371	0	0	389	308	256	0	0	248	181	157	127	103	122	118	111	84	92	106	0	103	66	95	204	0	0	62	0	121	127	0	0	0	176	52	0	70	0	0	0	0	65	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77225	PlatyA_T4	13252	8176	318	8176	318	0	0	0	0	7690	32	0	0	1362	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	06.06.2017	3-5m	0	0	0	2827	0	2086	0	0	0	0	287	0	0	252	215	151	0	0	142	143	114	48	71	81	76	44	73	86	59	0	54	43	61	122	0	0	48	0	106	94	0	0	0	94	0	0	64	0	41	0	43	51	41	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
77234	PlatyD_T4	26851	14967	830	14967	830	0	0	0	0	13497	21	0	0	580	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	06.06.2017	3-5m	3963	1726	950	2396	817	1513	148	170	0	165	386	74	0	247	94	201	0	0	148	67	83	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	99	0	0	0	0	0	0	0	0	0	0
77223	PlatyA_T2	43735	33179	1006	33176	1005	0	0	3	1	31522	20	0	0	1624	0	0	0	0	0	0	coral - aquarium	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Platygyra	daedalea	-19.12994800	146.84138200	17.04.2017	3-5m	0	0	297	3899	15940	5016	0	0	591	0	390	0	0	300	303	281	0	0	177	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	993	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	228	226	0	217	212	183	177	0	0	0
seq_accession																																	106	43221	1	41	2	32	71003	108	4	109	20824	113	114	2410	80	9767	5	110	37242	2416	37676	21208	6049	37075	41218	41217	2424	38920	24569	322	41216	41215	41226	71030	118	20	41221	117	71028	71029	43252	12	308	436490	23413	21709	54162	8129	41224	123	893	18746	41228	43224	307	835	102264	43240	70995	70996	15680	70997	115	71031	436491	14603	834	21931	35	828	833	849	15	1330	42940
