sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4at	C1	C1b	C39	C1w	C41	C3	C45d	C21ak	C39w	C83a	C1dq	123894_C	C3hr	C41j	C1af	C39u	C1du	C1a	C41l	257441_C	C1dr	C41o	C1dt	C1ae	C42.2	1501726_C	68638_C	1106_C	C4a	3636_C	C1ai	C1dl	4145_C	90804_C	C3hs	C1n	2660_C	96590_C	2833_C	1501809_C	C3ew	1182508_C	2685_C	2666_C	97645_C	C116	2664_C	406542_C	251581_C	2668_C	15428_C	C3i	3575_C	17565_C	1501700_C	2050_C	13932_C	2089_C	68637_C	C1v	C1ds	1501740_C	C41e	307_C	C41f	881_C	C39q	251820_C	C41b	870109_C	1501704_C	873773_C	C1c	C39j	C3ak	49384_C	17182_C	1501741_C	250245_C	15583_C	C39a	90828_C	2663_C	940170_C	1450569_C	6394_C	1501739_C	C93b	14775_C	1501701_C	1501727_C	C116l	1501699_C	1501736_C	C41a	7273_C	279062_C	C15h	C3dw	2839_C	5353_C	66475_C	71029_C	96796_C	1501722_C	8440_C	C1ap	1501702_C	650_C	C1f	1501703_C	C3cx	125744_C	72356_C	51198_C	17102_C	27517_C	11401_C	69058_C	18588_C	C15i	1501711_C	C1j	572751_C	1408_C	18283_C	1379665_C	150297_C	21938_C	C1au	13086_C	1126_C	2669_C	116412_C	1501830_C	2156_C	1501735_C	1501887_C	1167041_C	15472_C	96992_C	196860_C	16498_C	1501890_C	1501914_C	70133_C	28874_C	138295_C	10326_C	1501805_C	7528_C	62259_C	C115d	3629_C	7821_C	16815_C	25715_C	2092_C	403821_C	C3eq	C39s	1501902_C	192333_C	874270_C	10574_C	1501730_C	196458_C	1501715_C	174057_C	1501906_C	17505_C	C1cu	1501889_C	12786_C	69324_C	1501908_C	196_C	68666_C	3635_C	14429_C	26883_C	C3az	19017_C	1501742_C	185553_C	48318_C	48311_C	C3co	1501806_C	12213_C	1501743_C	1501737_C	1501744_C	196579_C	96833_C	72886_C	1501917_C	9770_C	1501907_C	C116f	1501915_C	138330_C	8441_C	4132_C	2727_C	154997_C	91106_C	1501903_C	C15k	1501904_C	8538_C	47195_C	1501731_C	878021_C	20928_C	18590_C	1501745_C	5078_C	2193_C	219115_C	9922_C	1501746_C	93976_C	1501747_C	12578_C	1501909_C	28056_C	2672_C	13271_C	96908_C	C41g	8635_C	12005_C	983504_C	196669_C	351_C	1501897_C	D1	D4	D4c	12086_D	D17d	D4f	D1h	D17c	1274672_D	D1r	D17e	D17j	2598_D	D5m	D17k	132119_D	D2	104655_D	D1as	14041_D	14522_D	473490_D	19491_D	19422_D	17968_D	11467_D	18844_D	D17q	10626_D	10201_D
132571	SA4641	SA4641_SA4641_N712-N511_L001_R1_001.fastq.gz	3ba854f7f048931a631a33dfa2f6b72a4a2c40c6f0db36d6bc1c47b8ffcfb2c0	SA4641_SA4641_N712-N511_L001_R2_001.fastq.gz	a5d3406daa5a0fa19c5e17dcfd67695a1a1fbec94b63cccf0a85f7680f9803a5	54751	36010	1155	36010	1155	0	0	0	0	33670	28	0	0	3533	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.82455000	34.83190000	2020-10-19	19.3	6	14107	6197	4360	0	1238	0	0	0	0	456	236	0	0	1332	624	254	0	254	0	791	0	0	0	380	0	0	0	443	215	0	257	0	411	0	0	0	0	0	0	0	0	0	249	0	0	0	196	0	0	173	0	0	0	0	0	150	0	174	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	221	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132809	NTN0046_11B	NTN0046-11B_NTN0046-11B_N705-N506_L001_R1_001.fastq.gz	a6ada27ab4eb9af4bb570fabaaa0ee8d0049455747f9a860b5be922f3592d0e6	NTN0046-11B_NTN0046-11B_N705-N506_L001_R2_001.fastq.gz	d36617f9dcc3717abbffa58c95d7cabbc23fb0d6bb161a030edd018fe6e519aa	78775	61157	1994	61157	1994	0	0	0	0	59296	11	0	0	7090	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeidae	Crateterastrea	levis	27.73000000	35.24593333	2020-10-30	70.6	0	16797	0	0	5378	0	6756	4855	7500	7134	0	0	1927	3786	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132735	SA4822	SA4822_SA4822_N710-N503_L001_R1_001.fastq.gz	eea3173add2ba4aa83af3c89e546cec3d36fd818ce9c418b7b5ac95b59d7c88d	SA4822_SA4822_N710-N503_L001_R2_001.fastq.gz	16a46896d70a41e9d05dab467f11f3b7ba5a6a54ee3218208a6a7130acc67307	118288	56649	2342	56407	2313	230	27	12	2	51608	17	0	0	6828	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.05283333	34.70433333	2020-11-02	20.3	0	16017	0	0	9138	0	5402	3346	5342	3737	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	575	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	275	0	0	2302	0	0	0	1076	0	0	0	0	808	0	0	0	0	0	422	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132812	NTN0043_20	NTN0043-20_NTN0043-20_N711-N508_L001_R1_001.fastq.gz	68d81e4e061726cb9572d9745d3b252494f15e2edb368c3c08b5023a250ba818	NTN0043-20_NTN0043-20_N711-N508_L001_R2_001.fastq.gz	bb3308acc3fca7ac98bdd1d963f10bc81a125baa7a68b4577759d970db6f01cb	68432	50264	1690	50264	1690	0	0	0	0	47938	15	0	0	6208	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeidae	Crateterastrea	levis	27.70740000	35.16896667	2020-10-28	89.3	0	11874	0	0	5278	0	2609	5232	8478	4625	0	0	1880	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132785	SA4813	SA4813_SA4813_N702-N507_L001_R1_001.fastq.gz	c1e952db3d3a979dbc2f680622e9c206df091b69d37d49a9a3c54cb8d76c131b	SA4813_SA4813_N702-N507_L001_R2_001.fastq.gz	53a33e4c7112470ad047280eefd1bd0c7f6e23237e6cd3f696377ecb71dfcb7b	118276	96131	2655	96073	2644	58	11	0	0	87159	22	0	0	12248	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.05283333	34.70433333	2020-11-02	21.5	0	27131	0	0	4644	0	10127	7300	12037	7586	0	0	1219	4115	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	681	576	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	590	0	0	1053	0	0	0	0	0	0	0	1583	953	1006	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132811	NTN0034_18	NTN0034-18_NTN0034-18_N705-N502_L001_R1_001.fastq.gz	f3d6f3ce0d21b95e7b9b2a099aa4c31dd5e9c53562e58951ec3c3d49bea6af75	NTN0034-18_NTN0034-18_N705-N502_L001_R2_001.fastq.gz	175b1aac6f9262a6ba5dea43897f95be547247c9224f26eaf97b635ee9c3e3b8	38408	12809	538	12809	538	0	0	0	0	12314	23	0	0	1690	9	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeidae	Crateterastrea	levis	29.14488333	34.86893333	2020-10-17	97.1	0	3044	0	0	675	385	1634	903	1878	1385	0	0	262	565	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	197	89	0	0	134	0	0	0	141	0	0	62	0	238	0	0	0	0	0	110	64	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
132810	NTN0050_14	NTN0050-14_NTN0050-14_N715-N511_L001_R1_001.fastq.gz	5044b481c1e4566eefa4c2a4c68638a558a6416bf010327d071817f7bb3bf0f7	NTN0050-14_NTN0050-14_N715-N511_L001_R2_001.fastq.gz	b164b142ed4f1e66ad64bd46eb1aa059f0b902a3ea5ac7c477dac7a38b19629d	68447	50892	1756	50887	1755	0	0	5	1	45549	25	0	0	7713	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeidae	Crateterastrea	levis	27.94463333	34.49916667	2020-11-02	91.6	0	17192	770	0	3348	0	3852	3490	3852	2248	1024	0	1472	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	526	0	313	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	920	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	300	322	0	0	0	976	0	0	0	340	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132782	SA4739	SA4739_SA4739_N704-N506_L001_R1_001.fastq.gz	c976c4c49dd1591541003a9e1011d505e2e62e18be34c32c880941437699d824	SA4739_SA4739_N704-N506_L001_R2_001.fastq.gz	bd2d78ad8a2910bc54f9927b5ad5cf9be16c349907d345bc816927c5d7f47c82	125310	71901	2597	71886	2595	0	0	15	2	67040	19	0	0	12828	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	27.77338333	35.14681667	2020-10-28	12.9	0	11945	0	0	13263	0	7149	8143	2536	3737	0	0	0	1107	0	0	0	0	0	6332	0	0	0	0	0	0	0	360	0	0	634	0	0	0	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3031	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	944	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132807	CHR0049_6	CHR0049-6_CHR0049-6_N705-N505_L001_R1_001.fastq.gz	295cbbd03314d7b4616a10d4b0f197257857a2e586ebe2b789e4f9b0563eb086	CHR0049-6_CHR0049-6_N705-N505_L001_R2_001.fastq.gz	a7a9e0b4c2f541b239beabc5fef801c03dc85b89754f29ed3c9c4af2e1e50f66	115653	73794	3099	73774	3094	0	0	20	5	67817	35	0	0	8787	910	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	27.58344000	35.34760000	2020-11-15	95.3	0	13871	0	11276	3478	0	3112	3339	3539	1796	0	0	2854	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	1280	0	0	0	692	0	0	1237	0	434	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	8129	3114	1809	446	300	318	291	261	280	215	176	127	114	94	96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132673	SA4752	SA4752_SA4752_N712-N510_L001_R1_001.fastq.gz	21655700d5f30e33f5f5a631c91621639a0374f6d1b833e900becea5e6397b7b	SA4752_SA4752_N712-N510_L001_R2_001.fastq.gz	8f8a166d94f2fddd5e96bc17914e195e9bc5e47021719b97fe9087aa3ff01818	65978	51664	1300	51664	1300	0	0	0	0	48251	18	0	0	1400	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.78711667	35.12673333	2020-10-28	10.6	0	20693	6520	4922	661	9789	570	0	0	0	0	0	0	0	0	554	750	0	235	0	0	0	1009	0	333	0	0	0	420	0	0	230	0	0	0	0	585	0	0	240	0	0	0	0	229	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132708	SA4881	SA4881_SA4881_N705-N507_L001_R1_001.fastq.gz	beea41022b2b325510deec365f7d4d305ca7b1ac2c99a9d5a6a38dda158d647a	SA4881_SA4881_N705-N507_L001_R2_001.fastq.gz	e0f9aeb1870449d162908e18446cad12c9b09c1e5080bcf33164ec06ada3958c	28566	21302	759	21302	759	0	0	0	0	20100	22	0	0	935	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.05973333	34.72133333	2020-11-03	18.1	0	9876	3510	1398	524	2171	175	0	0	0	0	0	0	0	0	299	209	0	102	0	0	0	353	0	167	0	0	0	96	98	0	99	0	0	0	0	184	160	0	126	0	0	0	106	0	0	0	101	0	0	116	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132532	SA4547	SA4547_SA4547_N701-N507_L001_R1_001.fastq.gz	8ce7206777111aed61218d4a80492b3ba572ad9084391cefa8d6e1ac9c3af030	SA4547_SA4547_N701-N507_L001_R2_001.fastq.gz	9f9507bc1aee71466ab1caf8c727e2984fb253d4357802355ca2149d9ea0e62a	123941	99927	2303	99911	2301	0	0	16	2	93220	22	0	0	3877	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.64351667	35.30561667	2020-10-15	6.7	0	41582	16132	5861	656	16371	863	0	0	0	0	0	0	0	0	657	823	0	670	0	0	0	1963	0	822	699	0	0	0	0	0	918	0	0	0	0	824	584	0	484	0	0	0	0	588	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	502	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132512	SA4495	SA4495_SA4495_N701-N505_L001_R1_001.fastq.gz	dc41ad034f743b0bd311e0d0d7da8e1522c275286a73bacb55b224c795ac8391	SA4495_SA4495_N701-N505_L001_R2_001.fastq.gz	165369983a4c7e99c2dd43f6a61530d05bc728569a9915ca9fb8cddc87b06c63	130287	105588	2438	105588	2438	0	0	0	0	98903	22	0	0	7120	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeideae	Coscinaraea	monile	27.64351667	35.30561667	2020-10-14	9.7	0	54336	16639	5273	1669	4394	1096	0	0	0	0	0	0	0	0	1421	1199	0	1287	0	0	0	716	0	1392	0	0	0	0	737	0	0	0	0	0	0	1145	1022	0	623	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	468	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	1678	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132700	SA4840	SA4840_SA4840_N702-N506_L001_R1_001.fastq.gz	8e2e5fd522497854fad8e3286b766ecb42a94b19f99dd4ee515179465bab94ea	SA4840_SA4840_N702-N506_L001_R2_001.fastq.gz	66ed05e5606ac44f352bc7da2d625ce4f93fb09d78a830667e0432cc07fd06be	42871	32634	908	32634	908	0	0	0	0	31067	27	0	0	2227	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.05626667	34.71630000	2020-11-02	13.7	0	14537	5293	2034	592	3409	260	0	0	0	0	0	0	0	0	449	412	0	240	0	0	0	404	0	347	0	0	0	162	154	0	162	0	0	0	0	340	248	0	233	0	0	0	193	155	0	0	195	0	0	170	0	0	0	0	0	188	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
