sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	8366_A	A1z	A1dk	3964_A	C15	C1	C1d	C3	C42.2	C1b	C50c	C1c	C50a	C3b	C15by	C1br	C3cg	C3.10	C1bh	C15bn	832_C	C15ai	1857_C	1194_C	3568_C	C15bp	C21	835_C	735_C	C18a	141_C	C15l	834_C	C15bb	20900_C	C1k	C3cc	147_C	40909_C	146_C	10957_C	37336_C	183_C	31597_C	C1w	C1bi	21203_C	65_C	C15n	40961_C	181_C	76_C	5_C	59_C	46_C	63351_C	C21ab	160_C	C1al	117_C	C3cp	C15.8	20890_C	2628_C	849_C	23638_C	830_C	C50f	769_C	9950_C	70769_C	41886_C	24441_C	4073_C	114_C	C15cq	4134_C	21038_C	C1au	110_C	322_C	526_C	70785_C	C1j	1829_C	775_C	70770_C	563_C	8222_C	15814_C	15105_C	4710_C	C15bo	70761_C	54733_C	C15h	70760_C	118_C	561_C	307_C	20308_C	70771_C	4687_C	10701_C	130_C	21709_C	70788_C	21374_C	14272_C	111_C	560_C	70786_C	528_C	123_C	21931_C	196_C	5403_C	521_C	40890_C	C1t	126_C	5747_C	70772_C	70787_C	43222_C	317_C	C15ac	70762_C	268411_C	70768_C	37039_C	4104_C	C93a	20867_C	D1	D2	D6	11469_D	D1ak	D4	D2.2	70773_D	70782_D	D1h	70774_D	70775_D	32448_D	70776_D	70777_D	70778_D	10646_D	10556_D	D6b	70779_D	70758_D	70757_D	14506_D	70764_D	70780_D	32578_D	D4i	70781_D	15825_D	11250_D	70763_D	70766_D	70759_D	70783_D	23241_D	45776_D	2615_D	70784_D	19491_D	D4p	70765_D	27516_D	70767_D	D2c	10157_D	22785_D	D4c	2103_D	2595_D	21896_D	70755_D	29200_D	10757_D	10527_D	70756_D	D1m	19422_D
74227	E76	149882	114310	1496	114288	1495	22	1	0	0	111352	9	0	0	8942	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	95067	0	0	0	0	0	0	0	0	0	3527	0	0	0	0	2451	0	1365	0	2378	0	0	0	0	2726	0	0	0	0	0	0	0	0	0	0	0	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74229	E78	154360	118061	1400	118061	1400	0	0	0	0	115286	13	0	0	8066	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	94550	0	0	0	0	0	0	0	0	0	4061	0	0	0	0	3577	0	3083	0	2341	0	0	0	0	1805	0	0	0	0	0	0	0	0	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	742	0	0	0	676	646	650	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74228	E77	76952	58835	883	58835	883	0	0	0	0	57714	13	0	0	4045	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	47301	0	0	0	0	0	0	0	0	0	1945	0	0	0	0	1826	0	1566	0	1194	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	348	332	309	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74238	E95	143444	96006	2657	72492	1994	23509	662	5	1	68898	40	21	0	17714	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	millipora	-16.38800000	145.56600000	01.05.18	1-2m	147	17	7	4	4	0	1115	0	19303	0	0	11566	0	7610	4606	0	0	0	2092	0	0	0	0	1218	0	818	0	1318	0	0	720	1429	0	0	0	661	0	785	559	697	1377	0	1017	917	0	0	0	750	577	0	804	745	567	0	581	918	508	405	602	0	0	835	0	813	524	0	0	0	650	0	0	0	487	599	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74235	E92	180200	120096	3274	90345	2524	29644	745	107	5	86316	37	0	0	25593	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	millipora	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	565	1217	0	26005	0	0	6555	0	8067	7553	0	0	0	3395	0	0	0	0	1848	0	1982	0	2086	0	0	1183	2105	0	0	0	1067	0	1114	1087	960	624	0	1026	497	0	0	0	1240	1324	0	639	939	1210	0	1093	820	1004	1295	799	0	0	859	0	989	1001	0	1176	0	829	0	0	0	995	763	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74236	E93	141549	95249	2658	66705	1952	28528	705	16	1	63683	37	0	0	20506	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	millipora	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	788	0	18529	0	0	6402	0	6827	4241	0	0	0	2628	0	0	0	0	1945	0	1883	0	1087	0	0	850	1118	0	0	0	803	0	646	1359	1155	878	0	756	675	0	0	0	598	812	0	906	945	623	0	852	562	618	420	566	0	0	314	0	312	694	0	792	0	445	0	0	0	387	632	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74220	E16	167393	122665	2352	122665	2352	0	0	0	0	116107	20	0	0	0	48053	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	8	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18761	0	25092	28401	0	20602	1857	3373	0	1722	3064	3063	0	2090	2040	1837	0	0	0	1312	0	0	0	0	726	772	0	610	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74219	E15	145698	106058	2011	106058	2011	0	0	0	0	100201	19	0	0	0	42015	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16877	0	21026	24254	0	17164	1573	3298	0	1528	2332	2144	0	1932	1872	1601	0	0	0	1086	0	0	0	0	976	927	0	637	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74221	E17	305548	224981	3787	224981	3787	0	0	0	0	210910	18	0	0	4	89819	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	32610	0	44465	52295	0	37200	3619	6827	0	3177	5671	5821	0	4668	4398	3823	0	0	0	2598	0	0	0	0	1362	1261	0	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74216	E7	187230	145254	1844	145251	1843	3	1	0	0	139032	11	0	0	6232	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	9720	98897	0	18785	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	1185	0	0	2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74217	E8	315255	237690	3468	237677	3467	13	1	0	0	224950	15	0	0	10807	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	21664	126708	1137	42892	4778	0	0	0	0	0	0	4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8071	0	0	0	0	0	0	0	0	0	4477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1448	0	0	0	0	2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	0	0	0	0	1529	0	0	0	1316	0	0	0	0	0	0	1172	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74215	E6	201609	154523	2365	154523	2365	0	0	0	0	147786	17	0	0	10438	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	15784	93695	1406	14188	3214	0	0	0	0	0	0	5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	2120	0	0	0	0	0	0	1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643	0	0	0	1334	0	974	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74218	E9	207174	158038	2821	158038	2821	0	0	0	0	150527	17	0	0	14917	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillipora	damicornis	-16.38800000	145.56600000	01.05.18	1-2m	0	0	0	0	0	0	33231	53575	2266	21372	10569	0	0	0	0	0	0	9931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	0	0	3558	0	0	0	0	0	0	2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1840	0	0	0	1934	0	1828	0	0	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	0	1330	0	0	0	0	0	1058	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
