sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1v	8049_A	8366_A	21439_A	21440_A	63379_B	63380_B	21689_B	C15	C1	C3bo	C3k	C1c	C50b	C1b	C3	C3bp	C15cc	C15ce	C42.2	C1al	C50f	C15l	C50a	C1bh	C3dq	C3z	C72k	21166_C	C1br	C3a	21038_C	C15n	C3bm	C1cb	714_C	C15cf	C3ba	C50q	C29	21167_C	21039_C	C3b	C15m	63354_C	21555_C	21554_C	C15ai	21169_C	C15az	C1w	C15eh	526_C	834_C	21170_C	849_C	C50p	C15.8	430_C	C15bb	528_C	C15gb	C3.10	C15cq	21171_C	21172_C	21173_C	830_C	C15dt	10568_C	11963_C	21175_C	21174_C	21367_C	22210_C	C21	21176_C	20924_C	4134_C	21368_C	4687_C	8371_C	21178_C	21557_C	21230_C	710_C	21372_C	21374_C	21560_C	20923_C	C15cn	21366_C	21559_C	21463_C	C1ag	20927_C	18032_C	C3bq	58_C	20890_C	719_C	21959_C	C3cz	21449_C	C1bc	C15dr	20929_C	21040_C	21450_C	21561_C	C3an	22211_C	21562_C	21182_C	21181_C	C3bd	21183_C	21558_C	C15bd	21369_C	1871_C	21371_C	C15ga	2090_C	298_C	20926_C	22214_C	21588_C	C93a	C42a	C115	21179_C	20925_C	C15bn	C15w	22082_C	22212_C	C21ab	63347_C	20864_C	63365_C	21564_C	21177_C	141_C	2091_C	20948_C	21566_C	21507_C	63356_C	21644_C	21370_C	183_C	10479_C	21451_C	20867_C	C50v	21638_C	20875_C	21639_C	21141_C	20998_C	21641_C	21035_C	C1ci	742_C	21647_C	21645_C	C3cp	21642_C	20949_C	21643_C	5436_C	21043_C	C1x	C1bz	21052_C	21646_C	870_C	21772_C	20899_C	866_C	21051_C	864_C	21047_C	21034_C	21503_C	871_C	21504_C	20865_C	21773_C	21036_C	879_C	21506_C	20928_C	C18a	20944_C	21056_C	21037_C	5429_C	21778_C	20942_C	21781_C	20934_C	20935_C	20941_C	21502_C	20872_C	20900_C	21505_C	C15eo	D1	D2.2	D1c	D4	21098_D	D1m	21099_D	21691_D	21100_D	6835_D	21692_D	21694_D	1692_D	21693_D	D2c	2103_D	D17c	D1r	21695_D	20861_D	D17d	D17e	D17k	D17j	21124_D	22310_D	20623_D	21696_D	D9	22311_D	D6	21095_D	D4j	21096_D	1733_D	263995_D	63373_H
74201	04-NCITS2	92569	50132	995	50132	995	0	0	0	0	48980	35	2524	0	559	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.94927800	165.99093100	10.02.16	1-3	34506	8372	1318	658	548	0	0	0	0	60	0	0	0	0	1217	0	441	0	0	0	0	0	39	0	0	0	0	748	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	34	0	31	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	50	0	52	27	44	54	38	45	0	21	0	37	0	28	0	19	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74200	03-NCITS2	86836	19295	774	19295	774	0	0	0	0	17993	64	455	100	1362	333	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.94927800	165.99093100	10.02.16	1-3	5750	1325	307	93	55	0	56	26	18	1209	132	73	0	0	2236	58	1341	0	0	0	0	0	0	0	0	0	0	1905	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	100	0	69	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	178	0	94	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	93	0	0	0	91	0	86	0	0	0	87	0	0	0	0	64	69	68	67	66	65	63	60	0	59	52	49	48	47	46	46	45	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	41	34	51	71	38	43	50	36	28	27	21	19	18	0	0	0	0	12	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0
74206	19-NCITS2	90892	49331	1468	49325	1466	6	2	0	0	44953	24	0	0	6332	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	0	0	0	9736	19252	0	0	0	910	2190	0	0	0	0	468	0	1145	0	1127	0	0	722	0	585	0	0	0	0	0	0	1509	872	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	750	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	371	359	0	0	0	0	0	0	0	0	0	0	300	0	0	0	271	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74205	18-NCITS2	113884	40684	1318	40680	1317	4	1	0	0	35733	27	0	0	5287	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	0	0	0	13922	4428	0	0	0	1786	4239	0	0	0	0	363	0	951	0	1216	0	0	1253	0	1134	0	0	0	0	0	0	515	455	1412	529	0	0	0	0	0	0	0	391	0	0	0	0	0	443	0	0	0	207	0	0	0	0	0	328	327	232	0	0	0	0	288	203	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	311	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74204	17-NCITS2	95411	38717	1408	38712	1407	5	1	0	0	35059	30	0	0	4957	4	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.98563900	165.88030200	10.02.16	1-3	7	4	0	0	0	0	0	0	0	0	0	11028	5743	0	0	0	2572	3397	0	0	0	0	563	0	1423	0	1128	0	0	1216	0	1141	0	0	0	0	0	0	971	655	635	885	0	627	0	0	0	0	0	449	0	0	0	0	0	445	0	0	0	312	0	0	0	185	0	326	353	243	0	0	0	0	225	266	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74203	16-NCITS2	97213	39530	1592	39521	1591	9	1	0	0	34131	39	0	0	5763	83	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora 	pulchra	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	0	363	0	9421	3974	0	0	0	2457	3150	0	0	0	0	589	0	1423	0	1339	0	0	1329	0	1315	0	0	0	0	0	0	628	823	498	947	0	699	0	0	0	0	0	423	0	0	0	0	0	647	0	0	0	350	0	0	0	178	0	434	386	0	0	0	0	0	355	359	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	73	0	0	0	0	0	0	0	0	0	0	0	0	30	9	12	0	17	0	0	0	0	8	8	0	0	0	7	0	5	0	4	4	0	0
74196	26-NCITS2	93807	39309	800	39309	800	0	0	0	0	38101	21	0	0	3558	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	0	21068	0	0	0	0	0	0	0	0	3694	3641	0	0	0	1769	0	0	0	0	0	0	0	0	0	1340	0	0	0	1457	0	0	0	0	0	0	372	761	0	0	0	0	0	0	0	628	0	0	0	0	399	0	361	513	0	0	437	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	268	0	0	0	0	0	0	199	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74195	25-NCITS2	88866	44553	1123	44549	1122	0	0	4	1	42166	32	0	4	4115	8	0	0	0	6	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	4	22810	0	0	0	0	0	0	0	0	6288	2529	0	0	0	1919	0	0	0	0	0	0	0	0	0	1500	0	0	0	1102	0	0	0	0	0	0	205	852	0	0	0	0	0	0	0	747	0	0	0	0	633	0	629	293	0	0	309	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	230	0	0	0	0	0	0	188	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	22	0	11	0	10	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	4	6
74197	27-NCITS2	93231	36281	853	36281	853	0	0	0	0	34678	26	0	0	3341	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.98563900	165.88030200	10.02.16	1-3	0	0	0	0	0	0	0	0	0	19040	0	0	0	0	0	0	0	0	3491	2935	0	0	0	1613	0	0	0	0	0	0	0	0	0	1298	0	0	0	1387	0	0	0	0	0	0	358	807	0	0	0	0	0	0	0	457	0	0	0	0	358	0	346	477	0	0	478	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	257	0	0	0	0	0	0	178	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	4	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74213	45-NCITS2	78183	38337	1227	38337	1227	0	0	0	0	34190	21	0	0	2796	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-21.96745300	165.97179300	10.02.16	1-3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	17175	0	5353	0	0	0	0	0	3099	0	0	0	0	0	0	0	0	0	0	0	3197	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	522	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	389	0	0	359	179	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	187	0	0	0	0	191	0	0	0	0	0	0	166	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74193	14-NCITS2	84649	35641	668	35628	667	13	1	0	0	34945	25	0	0	5500	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.94927800	165.99093100	10.02.16	1-3	5	0	0	0	0	0	0	0	0	26157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	1075	749	843	0	899	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	315	354	0	320	0	234	0	0	250	0	0	0	181	0	0	0	235	0	0	0	277	0	0	0	0	0	0	0	0	153	0	0	147	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	182	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74191	11-NCITS2	72116	31570	621	31570	621	0	0	0	0	30205	23	0	0	4893	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.94927800	165.99093100	10.02.16	1-3	9	0	0	0	0	0	0	0	0	22079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	933	1088	859	0	837	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	328	267	0	235	0	264	0	0	220	0	0	0	219	0	0	0	139	0	0	0	318	0	0	0	0	0	0	0	0	149	0	0	140	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74192	13-NCITS2	70539	41174	626	36321	552	4846	73	7	1	34788	9	0	0	361	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.94927800	165.99093100	10.02.16	1-3	19	8	0	0	0	0	0	0	0	31947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	1153	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74194	15-NCITS2	103344	43512	722	43512	722	0	0	0	0	42118	12	0	0	6233	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-21.94927800	165.99093100	10.02.16	1-3	0	0	0	0	0	0	0	0	0	34044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	381	0	0	0	0	0	0	310	0	0	0	301	0	0	0	285	0	0	0	0	0	0	0	244	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																	883	1057	8049	8366	21439	21440	63379	63380	21689	517	2	21164	37	308	20905	4	32	21165	6417	21364	1	828	35	518	20940	831	796	20862	835	21166	848	161	21038	519	20922	832	714	21365	72	21168	858	21167	21039	80	583	63354	21555	21554	523	21169	5080	833	21556	526	834	21170	849	20930	534	430	522	528	637	71	13078	21171	21172	21173	830	769	10568	11963	21175	21174	21367	22210	41	21176	20924	4134	21368	4687	8371	21178	21557	21230	710	21372	21374	21560	20923	596	21366	21559	21463	301	20927	18032	20863	58	20890	719	21959	21587	21449	6839	15285	20929	21040	21450	21561	1354	22211	21562	21182	21181	21180	21183	21558	10185	21369	1871	21371	22213	2090	298	20926	22214	21588	869	82	20866	21179	20925	611	1585	22082	22212	20932	63347	20864	63365	21564	21177	141	2091	20948	21566	21507	63356	21644	21370	183	10479	21451	20867	21640	21638	20875	21639	21141	20998	21641	21035	95	742	21647	21645	148	21642	20949	21643	5436	21043	862	863	21052	21646	870	21772	20899	866	21051	864	21047	21034	21503	871	21504	20865	21773	21036	879	21506	20928	20886	20944	21056	21037	5429	21778	20942	21781	20934	20935	20941	21502	20872	20900	21505	859	853	10403	2308	854	21098	20860	21099	21691	21100	6835	21692	21694	1692	21693	14165	2103	1759	944	21695	20861	2582	2587	2594	1768	21124	22310	20623	21696	8007	22311	933	21095	1736	21096	1733	263995	63373
