sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A3	A1gf	760006_A	A1ee	3804_A	70045_A	3283_A	A1gc	3528_A	A1du	A1g	364485_A	922_A	1767146_A	72388_A	969_A	1438_A	73416_A	7561_A	33881_A	A3w	76466_A	363131_A	3177_A	6772_A	9434_A	2058_A	B1	C3ae	C3f	C3bj	C3	C3p	C3g	C3k	55_C	C3ch	C21	152_C	C3gj	C3in	C21.12	38_C	48_C	C3io	53_C	236_C	44_C	925363_C	62_C	C3il	C3im	C3.10	C3gl	47_C	C3hv	181_C	397_C	C3fj	54_C	240_C	C3.11	33161_C	33162_C	169_C	56_C	66_C	140_C	69_C	63351_C	76_C	C3b	C3cp	C3.9	65_C	884538_C	33164_C	70_C	891932_C	237_C	39_C	1778091_C	33171_C	C116	33163_C	C3h	418_C	46445_C	42_C	33180_C	1778086_C	756765_C	C3fv	241_C	51_C	288_C	243_C	34_C	46449_C	32995_C	1500390_C	920736_C	64_C	75_C	744202_C	144_C	67_C	238_C	61_C	1778090_C	931204_C	68_C	915532_C	1004567_C	45_C	174_C	1778087_C	178_C	C116i	1778089_C	399_C	401_C	1778085_C	744126_C	1778093_C	1778095_C	915536_C	1778082_C	49_C	1778094_C	1778083_C	918332_C	924760_C	915370_C	33097_C	1778088_C	290_C	1500999_C	1778097_C	50_C	921509_C	928011_C	917448_C	1778096_C	1501479_C	293_C	1778084_C	33179_C	917792_C	32946_C	921522_C	1778092_C	917067_C	1768442_C	747180_C	471_C
134731	618	618_R1.fastq.gz	3df581cac7843f90aacaa071a1cf41fcf2a6f2863394e75dad5fcda921d597df	618_R2.fastq.gz	abacf065efb6b9cbf2b72db0eec74c1bda8a8c039e77292ba61a2bd14d21d91f	8482	5269	194	5269	194	0	0	0	0	4916	31	0	0	1498	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.59296100	-149.79215000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	780	181	314	0	204	36	40	0	94	0	49	0	36	33	33	924	0	691	62	0	0	0	0	29	22	30	0	36	0	26	0	0	0	0	0	0	0	31	33	0	0	22	0	22	0	0	23	0	0	0	162	64	0	0	0	0	0	0	0	0	0	116	0	0	62	0	0	0	22	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134690	380	380_R1.fastq.gz	b9fe49c007dca6ba9edb304d01e42dc88b89ee35de1d80a58cce99f9c34b9468	380_R2.fastq.gz	4559083e17a57e93b17d8b8b3960b0d596325093cf241030d0c929e0e88aaa84	5921	3920	161	3920	161	0	0	0	0	3798	13	240	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.54577800	-149.62127000	Jul-Aug 2013	 3-10	3204	0	176	0	86	56	0	51	28	58	37	27	0	18	18	0	22	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134716	527	527_R1.fastq.gz	eb74051c1acd692531d62561fd3ad0f7e1f95a77aea95e43657946d9f15ed175	527_R2.fastq.gz	ee629d87ed591fe174570ec7a56708d7ba07a309e61563869103e87af5212b27	5674	3761	160	3761	160	0	0	0	0	3653	40	153	0	93	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.54577800	-149.62127000	Jul-Aug 2013	 3-10	2451	0	156	0	53	42	0	28	22	19	39	16	0	15	12	0	0	12	0	0	0	0	11	0	14	0	0	0	0	213	123	66	63	44	0	11	14	0	19	10	9	57	0	0	0	0	0	0	0	20	0	24	22	5	0	0	0	5	0	4	0	0	5	0	0	0	0	6	0	0	4	0	0	5	0	9	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
134719	539	539_R1.fastq.gz	494c2f98167fbf4782c233557d83d91b49ad87ce48694864cb741c21e8e2f176	539_R2.fastq.gz	f01e229e8c926e57a10a80ee5eabcaba45b0c0554eb558a5d7ce64d0fc6715e6	4925	3109	151	3109	151	0	0	0	0	3061	45	104	0	155	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.54577800	-149.62127000	Jul-Aug 2013	 3-10	1530	0	105	0	58	32	0	10	30	16	17	20	0	0	0	0	0	11	21	0	0	0	0	0	0	7	7	0	0	511	89	65	59	54	0	15	19	0	15	15	7	92	16	0	9	0	13	0	7	36	4	44	54	4	0	5	4	0	0	4	0	5	9	0	0	0	13	0	0	4	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
134671	178	178_R1.fastq.gz	febb4284166a9e6e66c09c54ad343306ece3a37b41dbf3067822013d7d704151	178_R2.fastq.gz	77441be0db480d1d50119989269ca3a7a74bf8943e847a22ef3d606f4a357c63	5417	3552	162	3552	162	0	0	0	0	3443	19	203	0	9	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.48210300	-149.88333000	Jul-Aug 2013	 3-10	2834	0	147	0	76	46	0	40	41	27	28	0	0	27	13	0	24	13	13	0	0	0	0	0	0	0	0	0	0	39	18	0	6	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
134715	526	526_R1.fastq.gz	dd1fe2ff2893179996557c4459a28f866ed09e172dd6474e2dbcbdb8d83d03e4	526_R2.fastq.gz	1b2a1cd5687ea6fbdbae91e301dbfe394ab9eafff2395cbc2818c08e12f39126	8452	5918	242	5918	242	0	0	0	0	5669	28	0	0	744	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.54577800	-149.62127000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	2200	350	377	0	0	28	64	0	85	0	44	0	0	95	0	0	0	0	80	0	0	0	0	0	0	0	30	36	0	0	53	0	33	0	0	39	0	23	117	0	32	0	27	38	33	0	33	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	26	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134729	616	616_R1.fastq.gz	672a06512cc197d662ae7e858d4caa27b63f0347209fd2f3b4091b157382cecb	616_R2.fastq.gz	0d0b6dfc5e81d6578e9ee4fb671eaf508ad838281da43a039acae452ce2a7832	10018	6546	252	6546	252	0	0	0	0	6337	38	0	0	1265	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.59296100	-149.79215000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012	997	818	478	0	0	228	117	0	84	34	75	0	92	169	123	0	93	0	0	0	71	0	0	41	80	33	42	30	0	28	26	0	35	0	0	38	45	32	0	36	43	37	31	0	31	38	29	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	57	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134644	58	58_R1.fastq.gz	4672e32c47551ec93415cffb46ff85ebcbf0ad04b87f2e9bef1f29afd7e16056	58_R2.fastq.gz	6f021dea4022b891c108c1a187f03e20100244a2491fb9251db0f4e2c360c34f	3293	1969	80	1969	80	0	0	0	0	1937	14	407	0	9	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.48500600	-149.88333000	Jul-Aug 2013	 3-10	0	1406	0	212	0	0	105	0	0	0	0	0	40	0	0	29	0	0	0	0	13	11	0	8	0	0	0	0	0	75	11	7	11	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134711	513	513_R1.fastq.gz	e6b06c706f715818b59e7c45241aa7968aeaea7bbafd3271eed5f6ed153700a6	513_R2.fastq.gz	3714e0698e4e0962715fa8e9495580ee5f5cb8581781e1257bd2c81641d6e291	293	152	19	152	19	0	0	0	0	143	12	0	0	16	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.54577800	-149.62127000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	15	12	16	4	0	6	0	0	7	0	5	6	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134652	87	87_R1.fastq.gz	9f599f690f1d1e90f7daadbd0f9ae609db7b24657d81a4990cae7ee9dbd8fe8b	87_R2.fastq.gz	f98a14b2e49ae2b022e5f2e034fe59562fda7870d3057d73fd9303b06ba3df47	23	17	3	17	3	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.48500600	-149.88333000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134651	76	76_R1.fastq.gz	590e3a05205a5926d35ad04bcc617374b322f4c0ad52440a193c5d46e5d57bdd	76_R2.fastq.gz	ced325ccd69cc79c47f16d0ad843dd1e6b3821b1f61e39a37308b0c9d3cbba28	301	137	9	137	9	0	0	0	0	137	5	0	0	4	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	hyacinthus	-17.48500600	-149.88333000	Jul-Aug 2013	 3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	5	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																					883	22385	1752220	760006	1847	3804	70045	3283	73415	3528	2069	965	364485	922	1767146	72388	969	1438	73416	7561	33881	363664	76466	363131	3177	6772	9434	2058	4946	26	28	30	32	167	27	37	55	168	41	152	141	33559	62821	38	48	33	53	236	44	925363	62	1778080	1778081	71	59	47	146	181	397	147	54	240	62796	33161	33162	169	56	66	140	69	63351	76	80	148	62795	65	884538	33164	70	891932	237	39	1778091	33171	632	33163	29	418	46445	42	33180	1778086	756765	265	241	51	288	243	34	46449	32995	1500390	920736	64	75	744202	144	67	238	61	1778090	931204	68	915532	1004567	45	174	1778087	178	634	1778089	399	401	1778085	744126	1778093	1778095	915536	1778082	49	1778094	1778083	918332	924760	915370	33097	1778088	290	1500999	1778097	50	921509	928011	917448	1778096	1501479	293	1778084	33179	917792	32946	921522	1778092	917067	1768442	747180	471
