sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	B1	C31	C17d	C21	C21ac	C31a	C17e	C31.9	C31.1	C31j	C17f	70830_C	70831_C	C31f	C3	42607_C	70840_C	70847_C	C31.10	C21aj	C31k	C21k	70828_C	70821_C	70844_C	C17g	C31i	C31b	70829_C	70921_C	C31h	C31g	C3.14	456029_C	C31.5	42603_C	70932_C	70928_C	C21ap	70826_C	C21.16	42605_C	70841_C	70992_C	71013_C	71566_C	70823_C	70954_C	70827_C	C21ad	C15	70923_C	67859_C	70922_C	456414_C	70848_C	70933_C	1180443_C	51911_C	70875_C	70825_C	68728_C	70925_C	67855_C	480004_C	71170_C	456159_C	456053_C	67869_C	C17	456376_C	71232_C	70930_C	C1	70949_C	70929_C	457831_C	456449_C	1250588_C	1253818_C	1251387_C	70994_C	1180360_C	1336429_C	456034_C	459079_C	1336428_C	464979_C	67866_C	459074_C	1253898_C	456014_C	70906_C	455677_C	456452_C	70956_C	70843_C	468204_C	459329_C	456144_C	1180597_C	1269519_C	460879_C	1336438_C	1253353_C	462842_C	1336423_C	456077_C	1246504_C	1336446_C	1249361_C	1336433_C	70908_C	456082_C	1336441_C	1249659_C	1336470_C	1270149_C	1336457_C	1336432_C	1336430_C	1336451_C	1336439_C	71233_C	456017_C	456039_C	478978_C	456072_C	456435_C	1249589_C	1249193_C	571138_C	70850_C	1336461_C	1250108_C	1336456_C	1252703_C	71028_C	455305_C	1336435_C	1246501_C	1250905_C	455151_C	71011_C	1336464_C	456948_C	1336424_C	456952_C	459315_C	1336467_C	456372_C	456169_C	1336474_C	1336458_C	471793_C	1336442_C	1249203_C	459063_C	C1au	108242_C	1250449_C	1336445_C	1336434_C	70851_C	1246505_C	1180596_C	1336473_C	456817_C	1253305_C	456073_C	C15ce	1336444_C	1336450_C	1336477_C	1336449_C	126441_C	1250884_C	49085_C	460791_C	1259251_C	477965_C	1180414_C	456332_C	1336426_C	1336462_C	48981_C	456365_C	457972_C	469033_C	456147_C	456466_C	1147977_C	1336437_C	70913_C	67874_C	458697_C	1336425_C	456380_C	1336468_C	469958_C	1262015_C	456920_C	1250679_C	1336431_C	71143_C	747364_C	1269207_C	1336454_C	1246503_C	1180404_C	1260686_C	1336480_C	1336469_C	1336443_C	1336460_C	1336459_C	456347_C	1249915_C	459330_C	1263441_C	1336478_C	1336448_C	1336453_C	1336466_C	1336479_C	1251129_C	1250524_C	1336463_C	1336476_C	473565_C	1249332_C	466215_C	1336472_C	1336471_C	70907_C	1249453_C	1249277_C	70912_C	1336475_C	1336436_C	1246526_C	C15eo	D1	D4	D6	D1ab	D3h	70903_D	38566_D	70916_D	70955_D	D4d	5587_D	D17j	D17d	45918_D	1336427_D	70934_D	1336447_D	1336455_D	11467_D	15655_D	10614_D	1336452_D	D1r	1336440_D	53306_D	D1ay	D2.2	11250_D	D17l	D17e	D5m	946_D	D17c	455369_D	1336465_D	D17k	10612_D	26782_D	470665_D	455581_D	F3.1
124514	Clo2019_ID486	Clo2019_ID486_R1.fastq.gz	17a50d16272c7e0fe0a5acbfb5832330b3d3cbfa93c85937c26f8f880022a0fb	Clo2019_ID486_R2.fastq.gz	a1ed7a5f49d436e2a24c87013d0b7a8913070fbe692f7219521114480c375c3d	3408	2417	35	2417	35	0	0	0	0	2392	11	0	0	0	68	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	885	380	104	62	21	27	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124211	Clo2019_ID155	Clo2019_ID155_R1.fastq.gz	fb2a8147d351842b61b0bd2e139560fc7ede9fd1e708f5427ff620c1b13f29f5	Clo2019_ID155_R2.fastq.gz	8dac532f258969de0d6fa10242be8bbecc2903ce470ce3dc475832627e163285	343	243	10	243	10	0	0	0	0	243	7	0	0	0	9	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	88	34	10	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124027	Clo2017_ID51	Clo2017_ID51_R1.fastq.gz	12d7987a16b35f1da506ccd91c62d295fa1211e62cb70dddd179bbae2206a183	Clo2017_ID51_R2.fastq.gz	b02b9f04e8dcb835c23adc4313994eddfb44c58606acb9f311d70976d4ade26e	932	538	12	538	12	0	0	0	0	535	7	0	0	0	20	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	220	85	29	9	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124253	Clo2019_ID201	Clo2019_ID201_R1.fastq.gz	ff894e6f76f1728a57d8318a95f26faf5b6443849a18cffdf0d229cd95bde68d	Clo2019_ID201_R2.fastq.gz	b0ee0a9578a839b3171ac136a4a1d53584a62bc3bb23d98cf2f648d0f08b6b7e	36312	27045	318	27045	318	0	0	0	0	26694	20	0	0	25	559	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	230	87	39	21	19	0	11	0	0	0	0	4	0	0	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9343	10678	3924	1238	510	345	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124530	Clo2019_ID500	Clo2019_ID500_R1.fastq.gz	1bcb08bb40f6aa90aff5d3de8bd636fc195b6b4e0558ce41fc6ea1a9a6bca11f	Clo2019_ID500_R2.fastq.gz	a8c6c321ae0b28fca270a4d6f785342bfeb3d56016590c58a4eb7b8fbcc4098c	1400	1012	19	1012	19	0	0	0	0	1009	11	0	0	0	18	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	7	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	469	143	37	22	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123925	Clo2017_ID423	Clo2017_ID423_R1.fastq.gz	405712ea5169589129af4ffa4106752610d69c507fd38f8964ba5348e1cbd993	Clo2017_ID423_R2.fastq.gz	73578ef765dc7f50af67c3da8ba09d7c82782bdc81088c12cfc81d9349d6e618	665	459	14	459	14	0	0	0	0	450	7	0	0	0	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	188	61	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124501	Clo2019_ID473	Clo2019_ID473_R1.fastq.gz	e56b174cbda26c00cf2a58419b70de558ed851615b1471c59bbac6e86f6e0624	Clo2019_ID473_R2.fastq.gz	5251e69df35fb219a54a02dc669d6999c6489c93eda227b9a2605c42f67ba366	1434	976	26	976	26	0	0	0	0	973	10	0	0	0	21	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	328	159	51	25	6	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123818	Clo2017_ID326	Clo2017_ID326_R1.fastq.gz	42dc4c9920827c15c469f2cc362abaae310c3165f4068fb3bf39e8e1da0091b9	Clo2017_ID326_R2.fastq.gz	21e0ccf67855d0c34e3a05d8d9fc512f400f991bd0665d34348e514f9d575501	2104	1412	24	1412	24	0	0	0	0	1408	10	0	0	0	43	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	488	204	63	34	16	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123770	Clo2017_ID273	Clo2017_ID273_R1.fastq.gz	d34f62180d9721cbd3f2b4fdda2905dcfbb8e279df926f771a27cc33bc15bb73	Clo2017_ID273_R2.fastq.gz	17b18173e508c44d1259675499947acdafbc3b7f499699eca778f2df038d9fef	4196	2566	33	2566	33	0	0	0	0	2544	11	0	0	0	77	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	9	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	926	391	125	52	41	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124377	Clo2019_ID347	Clo2019_ID347_R1.fastq.gz	89b520b61c7a6924abc95efa076b7b6f1b3496b01f2268fc4514753dfde513f3	Clo2019_ID347_R2.fastq.gz	6ff3bf80512c59f157caafafcb28f6ebbe20e3be7652e9c7279a37e3b051b680	1961	1132	20	1132	20	0	0	0	0	1129	10	0	0	0	36	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	393	200	52	27	15	13	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123917	Clo2017_ID416	Clo2017_ID416_R1.fastq.gz	63e529b036872328a764e8108413f55acf1e783c77669e7f143820ccf5a4d7c4	Clo2017_ID416_R2.fastq.gz	6d93d87043c748af3207553dab6ed89fbe4fa848d0baa6240a77867377580944	1042	723	17	723	17	0	0	0	0	717	10	0	0	0	17	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	264	140	26	18	6	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124387	Clo2019_ID359	Clo2019_ID359_R1.fastq.gz	5edc825e893aa9e748acad05a58e21bd5cf1fd1d1a51f3fd2c152fe1fc8b62b1	Clo2019_ID359_R2.fastq.gz	5186650347399b6ee8b7ac4d883e6d038084a28353e24d8a85e196fa587ef894	1435	843	16	843	16	0	0	0	0	843	9	0	0	0	22	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	294	156	35	18	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123879	Clo2017_ID381	Clo2017_ID381_R1.fastq.gz	958b6d5b775c7bb5e5cec313282cd6b11055f8955a0016cad374cd4875362cc2	Clo2017_ID381_R2.fastq.gz	15d8374555ea3bcfe079bf11fb264738c75aa2494db1b093ad8d6c21b40dd92a	4019	2725	44	2725	44	0	0	0	0	2707	11	0	0	0	64	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	34	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	968	449	145	55	30	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124000	Clo2017_ID496	Clo2017_ID496_R1.fastq.gz	22586d53c40b13e1ee3b5b41df60f0e7a41a6f92d8b336cdbbcf927fe4fd9a98	Clo2017_ID496_R2.fastq.gz	790336088b357eae1cfb9f1ba800539a89edd0d328d614acd4fa7061e63c0782	6932	4903	52	4903	52	0	0	0	0	4862	11	0	0	0	163	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844	1739	738	244	103	69	51	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124002	Clo2017_ID498	Clo2017_ID498_R1.fastq.gz	3f19456c3b5db9f7aea1981cb2790e04364d9e1e6c08acfd6f5eb57751a562ca	Clo2017_ID498_R2.fastq.gz	6a8f029aecae506aecfc1a73b29881f67be521bcd945a5019ae278cb693defbe	4540	3283	32	3283	32	0	0	0	0	3258	12	0	0	0	69	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	Montipora	Capitata	999	999	NoData	NoData	0	35	9	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	1204	564	160	78	34	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
