sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1ee	5125_A	A1bn	A1ac	74349_A	5263_A	A1ad	A1bw	A1cl	A1bf	29547_A	A1bx	302744_A	284948_A	88024_A	1892_A	288205_A	914813_A	73488_A	A1cj	A4	B1	B1g	B1a	70646_B	B1b	B1s	B1aa	368363_B	439641_B	914836_B	29681_B	914790_B	53344_B	B5	B1j	29479_B	70177_B	C3f	C1	C3	C3fl	C50a	C3ae	C15	C42.2	C42a	C3fm	C1b	C3h	C1c	C3bj	C50q	C3b	C42aq	C3j	C42g	C3p	152_C	C1u	C21	78_C	141_C	143_C	C1y	140_C	240_C	21187_C	744259_C	12748_C	C50f	C72k	C21ab	C1bh	C3av	C1j	32944_C	C1al	C15gy	C15ek	C42b	738954_C	834_C	34_C	C3.8	C1br	67_C	C42ar	41216_C	C1w	C42as	C42aa	744205_C	37348_C	12392_C	C1cb	C1au	C3fo	756747_C	914788_C	756754_C	756742_C	21810_C	C1bo	914804_C	C3k	3638_C	C3fn	243_C	69993_C	481941_C	849_C	40787_C	C3cv	37287_C	C3ew	C3a	77708_C	91349_C	128193_C	C3ba	44_C	C21.12	C115k	21038_C	C15gk	4134_C	52421_C	C7	C91	47664_C	C15el	C15aw	334_C	C115l	914784_C	C3ad	52424_C	C1ci	38_C	914777_C	236319_C	98_C	C42h	63_C	C1cu	87_C	756746_C	C41p	914775_C	43269_C	C42i	C42l	C3.10	C45c	22201_C	C15bo	10449_C	C3cg	C3eq	88_C	32957_C	3240_C	22051_C	52426_C	96019_C	914776_C	90_C	5367_C	16357_C	C42ao	265_C	52423_C	C1bc	93_C	125690_C	69242_C	C1az	914786_C	C3db	52429_C	5429_C	18159_C	21507_C	346_C	21508_C	C3.7	265336_C	37381_C	62_C	C3.2	2953_C	213_C	914789_C	33336_C	86_C	70528_C	262221_C	C15by	914814_C	C93a	43271_C	33777_C	914805_C	7153_C	381_C	C42ah	70133_C	53_C	914831_C	914797_C	52477_C	8372_C	169_C	C1t	462826_C	1830_C	66664_C	914822_C	C3cy	914821_C	702239_C	7_C	509_C	C115d	C45.3	223_C	C15gr	22180_C	55_C	33521_C	17032_C	22193_C	738950_C	91253_C	102_C	336_C	52484_C	37700_C	21059_C	66890_C	89_C	52436_C	105586_C	914794_C	21767_C	C3fj	144_C	21062_C	914785_C	914778_C	21063_C	21208_C	52332_C	914802_C	21069_C	79_C	C42am	C1at	914795_C	341_C	19_C	262225_C	914809_C	33492_C	43207_C	91333_C	10283_C	91970_C	914803_C	52532_C	22886_C	914828_C	267256_C	748436_C	C21ag	10133_C	58229_C	384143_C	52434_C	914796_C	21077_C	34808_C	386_C	203_C	31248_C	914832_C	C3cl	914817_C	914783_C	14803_C	5323_C	52472_C	7154_C	914806_C	914837_C	650_C	914810_C	54_C	93837_C	93154_C	914798_C	914829_C	744262_C	63351_C	69205_C	914815_C	914818_C	914811_C	78572_C	104_C	109818_C	42423_C	744108_C	22167_C	914808_C	914816_C	C3ey	21064_C	C1l	267400_C	914830_C	37127_C	72839_C	20890_C	110255_C	281_C	43238_C	538812_C	C3ea	32906_C	187_C	21513_C	68668_C	196_C	115315_C	377_C	914792_C	914823_C	C3cp	744289_C	91083_C	2555_C	914793_C	61852_C	35946_C	22722_C	337_C	33612_C	914781_C	36754_C	61853_C	2553_C	770499_C	1714_C	54851_C	914782_C	62087_C	914780_C	914833_C	C3de	756776_C	914779_C	860656_C	C3an	34813_C	183733_C	62086_C	473868_C	460855_C	54854_C	1968_C	76_C	181_C	914835_C	914834_C	142_C	914838_C	46465_C	58005_C	175_C	C3.11	33098_C	66_C	65_C	66636_C	52_C	46470_C	914824_C	D1	D4	D6	D1d	D1b	D6c	D4c	46468_D	D1ab	4930_D	D2	D2.2	32604_D	D10	D4d	19279_D	46467_D	1776_D	15498_D	D1c	101372_D	10157_D	914787_D	D1bm	174744_D	914800_D	29092_D	21127_D	6883_D	16338_D	914801_D	914807_D	D1h	D5	41573_D	15804_D	1738_D	914825_D	1754_D	1742_D	1668_D	440956_D	1661_D	1662_D	2615_D	761938_D	10078_D	12918_D	761931_D	D17j	D17d	D4i	22831_D	D4j	692512_D	914819_D	914812_D	6898_D	D2a	914820_D	D17e	D1r	104772_D	26126_D	173501_D	914791_D	914826_D	21095_D	10614_D	33576_D	132852_D	914827_D	53106_D
107423	E118	7673	5436	143	5436	143	0	0	0	0	5334	20	0	0	0	418	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2377	1293	587	124	121	108	0	96	125	91	36	80	32	34	31	46	36	30	0	0	0	0	0	0	0	0	0	45	0	21	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107306	C124	44054	33943	491	33943	491	0	0	0	0	32910	19	0	0	0	2363	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15627	6442	3882	725	1017	738	286	690	719	561	281	410	303	230	190	211	216	184	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107420	E115	8088	5927	114	5927	114	0	0	0	0	5826	19	0	0	0	438	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2729	1218	679	97	184	117	51	120	128	93	48	60	75	44	33	44	23	59	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107305	C123	30626	23833	346	23833	346	0	0	0	0	23151	20	0	0	0	1801	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11008	4544	2640	437	701	557	159	520	529	384	193	273	209	164	145	170	143	140	0	0	0	0	0	0	0	0	0	127	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107291	C110	28988	21475	331	21475	331	0	0	0	0	20739	20	0	0	0	1649	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10045	3985	2347	429	581	417	163	457	452	371	152	242	176	156	121	135	132	191	0	0	0	0	0	0	0	0	0	94	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107297	C116	33066	24150	441	24150	441	0	0	0	0	23468	20	0	0	0	1967	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10988	4595	2645	521	809	505	193	577	447	368	221	251	234	182	144	183	150	207	0	0	0	0	0	0	0	0	0	151	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107304	C122	49863	37477	636	37477	636	0	0	0	0	36078	20	0	0	0	2939	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.27020000	-159.76660000	26.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16855	7254	4175	707	1122	736	356	708	775	599	286	374	337	288	211	332	214	347	0	0	0	0	0	0	0	0	0	212	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107316	C21	59901	46403	881	46403	881	0	0	0	0	44357	69	0	0	1065	2575	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.20327830	-159.82029923	18.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	22	299	201	289	137	0	0	0	164	0	69	0	63	88	74	0	43	0	0	27	0	0	65	17	31	0	0	14	23	0	0	43	0	34	0	0	0	24	0	0	0	0	26	0	0	22	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	35	41	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	28	0	0	17	0	0	44	24	0	43	0	0	29	44	0	0	0	0	0	0	26	49	0	0	0	0	0	34	0	31	29	26	0	25	0	0	20	19	16	0	18353	9525	5822	903	1492	845	0	896	806	571	0	342	369	325	313	266	292	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107443	E24	84373	64960	970	64960	970	0	0	0	0	62542	59	0	0	1098	3464	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.20350318	-159.82040769	18.09.2019	0-2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	767	769	733	493	0	0	0	163	0	110	0	324	227	113	0	0	0	33	67	0	75	43	95	0	0	0	81	65	0	0	44	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	55	50	0	0	0	0	0	0	0	0	31	0	0	85	47	0	0	0	0	0	33	0	0	0	0	0	0	0	40	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	75	0	0	72	0	0	0	0	0	0	0	0	0	0	35	0	0	0	53	0	0	0	46	0	0	0	36	0	32	32	0	0	0	0	26644	12254	6733	1123	1789	1115	425	1171	1138	818	451	538	479	389	326	333	274	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107399	C97	31476	20944	476	20937	475	7	1	0	0	19919	53	0	0	587	862	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Echinopora	gemmacea	-21.20431193	-159.77489950	24.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	226	268	291	226	0	0	0	137	0	130	0	48	93	44	0	57	0	22	20	0	36	74	23	30	0	0	19	39	0	0	44	0	0	0	0	0	25	0	0	0	0	0	0	28	18	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	18	39	0	0	0	0	15	0	19	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	32	0	0	0	0	26	19	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8171	3737	1859	277	503	258	99	458	546	167	0	139	111	121	96	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
