sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	B18a	911566_B	913382_B	B18	C40	C3	C1	C42.2	C1b	C21	C29	C3cg	C3.10	C3k	C115	C21.12	C115k	C3fc	C50x	C45c	C115l	C115d	C1j	348152_C	C3b	101_C	C116a	C1az	C1au	C40e	C41p	911557_C	307_C	C1d	C3db	C40b	C1ci	43278_C	C21ab	141_C	C42ap	40851_C	1010_C	265_C	21196_C	54_C	21709_C	1083994_C	21186_C	23498_C	C3.9	375_C	21209_C	C3dp	C45.3	C42u	324_C	181_C	985_C	20900_C	C3cp	C3fj	33434_C	657_C	223_C	59_C	21205_C	21204_C	911558_C	21810_C	37121_C	316_C	22181_C	C21e	40995_C	C3dc	132_C	483_C	196_C	32893_C	71641_C	76_C	C3.11	40847_C	481153_C	C115a	114_C	653_C	49135_C	C3at	348_C	317_C	92330_C	65_C	21201_C	484403_C	911559_C	66_C	7_C	22807_C	138_C	111_C	21203_C	227_C	C3av	37676_C	C21af	49235_C	C18a	656_C	21731_C	279_C	70438_C	376_C	C50a	2097_C	C3.14	43301_C	C1c	C42a	1859_C	41217_C	511_C	24569_C	384_C	21208_C	20890_C	C3ab	91228_C	15680_C	C3eg	33391_C	103687_C	3606_C	41226_C	C3ey	4559_C	41224_C	52549_C	41816_C	480723_C	3289_C	61454_C	224_C	566_C	90823_C	1083993_C	24876_C	482757_C	22186_C	40585_C	192_C	99_C	37877_C	49139_C	22188_C	335613_C	95432_C	33341_C	336210_C	344_C	41218_C	359_C	42895_C	41239_C	68509_C	1083996_C	C3ea	33778_C	C3cz	C3bd	139_C	41053_C	22201_C	C115g	1083995_C	37010_C	68216_C	336754_C	514771_C	41215_C	D1
109064	91	71028	65641	309	65641	309	0	0	0	0	64698	17	0	0	9264	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Pocilloporidae	Pocillopora	meandrina	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	5220	19118	14323	10740	0	0	0	0	0	0	0	1761	0	0	1069	509	2087	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	1377	0	0	0	0	0	833	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	697	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109078	119	85096	77635	598	77635	598	0	0	0	0	73613	14	0	0	3837	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Pocilloporidae	Pocillopora	meandrina	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	1206	26125	17904	6983	0	0	9500	0	0	0	0	3925	0	0	2589	0	0	685	0	0	0	0	0	0	0	859	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109029	21	79996	73466	423	73463	422	3	1	0	0	71871	12	0	0	13667	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Merulinidae	Echinopora 	lamellosa	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	45325	0	0	0	424	555	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	0	10852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690	0	0	0	3168	0	3856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2173	0	0	0	0	0	0	0	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
109022	5	72547	65989	416	65989	416	0	0	0	0	64567	18	0	0	15508	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Merulinidae	Echinopora 	lamellosa	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	38895	0	0	0	0	0	0	2209	0	0	0	0	0	0	0	0	2383	0	0	845	0	4371	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	4157	0	3504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204	0	378	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	781	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	313	0	0	0	0	0	0
109073	109	143771	131388	1286	131388	1286	0	0	0	0	122791	27	0	0	11570	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Pocilloporidae	Pocillopora	meandrina	999.00000000	999.00000000	NoData	NoData	4	0	0	5	0	3555	33518	28830	14464	0	0	0	0	0	0	0	6519	0	0	0	3722	5156	4691	0	0	718	0	2810	4377	0	1047	0	0	0	0	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	718	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	794	0	0	0	0	0	992	0	1229	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109084	131	62577	55581	524	55581	524	0	0	0	0	51447	29	0	0	5146	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Pocilloporidae	Pocillopora	meandrina	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	2261	12932	13092	6064	0	0	324	0	0	0	0	2108	0	0	0	1433	1714	1812	0	0	421	0	1341	829	0	661	0	0	0	0	0	226	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	536	0	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	339	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	460	0	0	0	0	0	0	0	343	0	331	0	0	0	0	0	0	0	0	0	0	257	0	0	0	235	0	0	0	0
109081	125	842	698	8	698	8	0	0	0	0	695	2	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109061	85	69046	62982	239	62982	239	0	0	0	0	61633	17	0	0	11116	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	6167	12244	14232	0	0	0	0	0	0	0	959	0	0	0	3439	4647	546	0	0	0	0	3685	0	0	0	0	0	0	0	0	3585	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4121	0	0	0	0	3219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109028	19	131536	120306	842	120306	842	0	0	0	0	116786	19	0	0	7454	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Merulinidae	Echinopora 	lamellosa	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	28799	0	0	0	55167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882	0	0	0	0	0	0	0	0	0	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536	1820	2304	0	0	0	0	0	0	0	0	0	1688	0	0	0	0	1305	0	1308	0	1343	0	1200	0	0	733	0	0	0	858	894	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109026	15	146203	132525	1022	132525	1022	0	0	0	0	128541	24	0	0	11725	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Merulinidae	Echinopora 	lamellosa	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	29661	0	0	0	60300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2840	0	1259	0	0	0	0	0	0	0	3304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2477	2702	1960	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	1210	0	1013	0	880	0	799	0	2081	1159	0	0	0	875	778	0	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0
109044	51	10109	8221	29	8221	29	0	0	0	0	8193	6	0	3853	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	4306	3853	0	0	14	0	10	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109036	35	1423	1243	8	1243	8	0	0	0	0	1240	3	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	295	353	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109058	79	37030	33162	115	33162	115	0	0	0	0	32552	18	0	0	5848	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	311	3059	5741	2212	0	0	0	0	0	0	0	210	0	0	0	3703	3682	325	0	0	0	0	4010	907	0	0	0	0	0	0	0	0	1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2059	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109079	121	114	51	5	51	5	0	0	0	0	48	3	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109069	101	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109065	93	59	36	5	36	5	0	0	0	0	33	4	0	0	10	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Pocilloporidae	Pocillopora	meandrina	999.00000000	999.00000000	NoData	NoData	0	0	0	0	11	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109056	75	168	94	6	94	6	0	0	0	0	94	6	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	15	4	0	0	0	0	0	0	0	22	4	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109055	73	118	68	7	68	7	0	0	0	0	62	4	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Merulinidae	Echinopora 	lamellosa	999.00000000	999.00000000	NoData	NoData	0	0	0	0	5	15	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109054	71	70	23	3	23	3	0	0	0	0	23	3	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	6	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109053	69	29	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109052	67	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109046	55	67	13	2	13	2	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109045	53	105	41	1	41	1	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109042	47	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109040	43	42	6	1	6	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109038	39	138	28	1	28	1	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	Acroporidae	Acropora	hyacinthus	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
