ITS2 type profile UID		66406	66474	66582	66584	66583	66797	66711	67315
Clade		A	B	C	C	C	C	C	C
Majority ITS2 sequence		A4a	B18b	C3	C3/C3dm	C3/C3cd	C3	C3	C3
Associated species		S. linucheae	None	None	None	None	None	None	None
ITS2 profile abundance local		1	1	193	20	19	4	4	1
ITS2 profile abundance DB		6	1	193	20	19	9	29	8
ITS2 type profile		A4/A4a	B18b	C3-C3de-C3bb-C21ae-C3an-C3s-C3dk	C3/C3dm-C3de-C3bb-C3cd-C21ae-C3an-C3s-C3dk	C3/C3cd-C3de-C3dn-C3bb-C21ae-C3an	C3-C3an-C3b-C21-C3fc-C3bb-C3s-C3fd	C3an/C3-C21-C3bb	C3-C3an
59430	CBC_113	0	0	157890.0	0	0	0	0	0
59399	CBC_082	0	0	100768.0	0	0	0	0	0
59380	CBC_063	0	0	225647.0	0	0	0	0	0
59420	CBC_103	0	0	11428.0	0	0	0	0	0
59323	CBC_006	0	0	130533.0	0	0	0	0	0
59360	CBC_043	0	0	150933.0	0	0	0	0	0
59325	CBC_008	0	0	167506.0	0	0	0	0	0
59354	CBC_037	0	0	81947.0	0	0	0	0	0
59332	CBC_015	0	0	373338.0	0	0	0	0	0
59417	CBC_100	0	0	93850.0	0	0	0	0	0
59342	CBC_025	0	0	108538.0	0	0	0	0	0
59546	CBC_229	0	0	82830.0	0	0	0	0	0
59478	CBC_161	0	0	193069.0	0	0	0	0	0
59400	CBC_083	0	0	113998.0	0	0	0	0	0
59471	CBC_154	0	0	139560.0	0	0	0	0	0
59349	CBC_032	0	0	94296.0	0	0	0	0	0
59336	CBC_019	0	0	0	116666.0	0	0	0	0
59359	CBC_042	0	0	0	131129.0	0	0	0	0
59369	CBC_052	0	0	0	113837.0	0	0	0	0
59450	CBC_133	0	0	0	84231.0	0	0	0	0
59390	CBC_073	0	0	0	66491.0	0	0	0	0
59421	CBC_104	0	0	0	66548.0	0	0	0	0
59397	CBC_080	0	0	0	121288.0	0	0	0	0
59371	CBC_054	0	0	0	120857.0	0	0	0	0
59361	CBC_044	0	0	0	5532.0	0	0	0	0
59516	CBC_199	0	0	0	140363.0	0	0	0	0
59373	CBC_056	0	0	0	121685.0	0	0	0	0
59338	CBC_021	0	0	0	318009.0	0	0	0	0
59413	CBC_096	0	0	0	59567.0	0	0	0	0
59340	CBC_023	0	0	0	154904.0	0	0	0	0
59395	CBC_078	0	0	0	87596.0	0	0	0	0
59406	CBC_089	0	0	0	26406.0	0	0	0	0
59439	CBC_122	0	0	0	134892.0	0	0	0	0
59353	CBC_036	0	0	0	70372.0	0	0	0	0
59410	CBC_093	0	0	0	140358.0	0	0	0	0
