sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A5p	A1dh	A1er	C1	C3	C15	C1b	C40	C42.2	C1bh	C50a	C8	C1c	C50c	C1br	C8a	C21	C1cb	C3at	C3b	C15l	C3av	C1w	C15n	C115	C3ju	C72k	C1ge	C3dp	C1ej	C15bp	C42ao	C15qz	C1al	C42ca	C15bb	C40t	C15.8	873562_C	C21aw	C42co	C3eg	C3i	C3sa	C1jx	C40s	C50bh	C42e	C21av	C8k	C1kt	C8l	33298_C	33293_C	C50bi	C3sf	C8j	C3tp	C21ax	C8e	C15jr	42264_C	C50av	41287_C	C3ih	21243_C	C40h	C45e	C115a	C50t	42203_C	42157_C	41906_C	C41z	C1cu	C3ed	C15kw	21066_C	42305_C	337887_C	37039_C	C21ab	71648_C	C116bf	40841_C	C15kj	17032_C	42162_C	43102_C	C1t	21062_C	43108_C	43115_C	870372_C	21064_C	C50az	66428_C	C8n	C3lk	C3eq	36434_C	48189_C	407758_C	384221_C	43060_C	C50f	C42ae	15357_C	22609_C	C15hr	C22s	C15il	C21ay	71603_C	C3ad	C3gk	680_C	7153_C	5429_C	C40r	C40e	20872_C	47711_C	383227_C	C42bw	872615_C	336063_C	40328_C	C3cy	C42au	C1fn	C1ch	C1aa	42735_C	392349_C	723067_C	C115g	37267_C	21982_C	21077_C	37119_C	C1em	C1bo	2833_C	21085_C	C91	C3ew	281_C	21513_C	73408_C	21053_C	481700_C	D1	D4	D6	D2	D4c	D1cc	D2.2	D1fy	D6t	D1cs	D1as	D17	D6c	D1ih	D1df	173424_D	41740_D	19904_D	D4d	41744_D	D1az	25688_D	1238379_D	D10	D1d	691904_D	D1c	12287_D	D2a	727211_D	G3t
138142	Dp1	Fwd_13-Rev_14_R1.fastq.gz	b8723ae70b2ba421b901baf623a152bf1cc92fd568fb79d887acd949008dfd0d	Fwd_13-Rev_14_R2.fastq.gz	9d07a3a9ad18299baeebaaef5d6ba91707c3183f746c6427564b31030789e3a6	657	20211007_scharfenstein	11644	232	16	168	14	0	0	64	2	159	10	0	0	9	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	faviidae	favia	pallida	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	14	0	9	6	0	10	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138126	Dh9	Fwd_11-Rev_22_R1.fastq.gz	c47a4df3aba9ebe709bd982198155d018693d5335288bfa532890af5a2588ca5	Fwd_11-Rev_22_R2.fastq.gz	6c54e42545e90910c3aca08ead867d97fdac64105943288a6f0c885a7b7f9ae6	657	20211007_scharfenstein	22788	6562	134	87	7	0	0	6475	127	84	5	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	38	0	0	14	0	11	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138124	Dh7	Fwd_11-Rev_20_R1.fastq.gz	cf376221effd02b58e7cc9e9d9714eac5be122beb9443a78987965312df18e1a	Fwd_11-Rev_20_R2.fastq.gz	6823001d99eb9145b1e242df52e58685f481cb6334ae6b6ae94e975a7c4e5e72	657	20211007_scharfenstein	16021	658	17	3	1	0	0	655	16	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138123	Dh6	Fwd_11-Rev_19_R1.fastq.gz	615e4f9ab69e8b60551100b8e24be4531c0b282ec413149a4891ed60c91ebb3e	Fwd_11-Rev_19_R2.fastq.gz	504bb78c62c8b47b2b2b58749c90128b6edceb842eb6b802f174b0be02d56d08	657	20211007_scharfenstein	12921	88	6	69	5	0	0	19	1	66	4	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	31	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138122	Dh5	Fwd_11-Rev_18_R1.fastq.gz	973cf67ceb4fd8eb35d8fa3ed03f9dd58ddea040f3cbe4a5644de85b69f8d181	Fwd_11-Rev_18_R2.fastq.gz	faaf2848dfc354968339c1bfd4ef72c00a524f31976f5fa2f439506b8b2174c8	657	20211007_scharfenstein	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138121	Dh4	Fwd_11-Rev_17_R1.fastq.gz	3caa71f5cd0f077fc03225e32100c42101ff49307e019d531242e3434b29825e	Fwd_11-Rev_17_R2.fastq.gz	019b97cb67b81e94890dd58942d683dfa3689fdf1876f284e7810cc279ffe30a	657	20211007_scharfenstein	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138120	Dh3	Fwd_11-Rev_16_R1.fastq.gz	c2b0df42dae81ed1b17e60603b21d172635989fd137d8f86ac49d7d12ad788b4	Fwd_11-Rev_16_R2.fastq.gz	c14b165f9c10a0b7edd482563a925e59c551ca748064381c55f0528e779a09a8	657	20211007_scharfenstein	8908	18	3	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138119	Dh2	Fwd_11-Rev_15_R1.fastq.gz	6ff5b2bae9d949e46abb48d4c160a4b95e47119e2e4fe5aa894204756ec7590f	Fwd_11-Rev_15_R2.fastq.gz	df37400e89b63e39396a01fe0835ac172875fae10ab8efaabb5e1a5dcf2ea83c	657	20211007_scharfenstein	14123	43	3	0	0	0	0	43	3	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138118	Dh1	Fwd_11-Rev_14_R1.fastq.gz	15c1c905029983a7e08a9139eaaf8c6e6e6038177bb112c4674e60651483b9bb	Fwd_11-Rev_14_R2.fastq.gz	73a08856ccd67a57ad6ccb7a81965fa90b60c294c441643762e8e3a99685c366	657	20211007_scharfenstein	11902	34	3	0	0	0	0	34	3	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	999.00000000	999.00000000	15.12.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138117	DNA_NTC1	Fwd_11-Rev_13_R1.fastq.gz	493e28110232e5d4be03c3b9daa7b61859e7843071e0e1019399c8e634abff47	Fwd_11-Rev_13_R2.fastq.gz	794342350956a9efb539afdc1776a7d08a5344e326cfd9827bedc4938024cea1	657	20211007_scharfenstein	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138094	Sp14	Fwd_09-Rev_14_R1.fastq.gz	eb094977fc96966a977f77a187cb2f74a4420bd50a24e20e094531a35d20adcf	Fwd_09-Rev_14_R2.fastq.gz	231c05e684cb227d26836ec30b4f10a5d097a60e08152edfade1ae07067831c4	657	20211007_scharfenstein	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	pocilloporidae	stylophora	pistillata	999.00000000	999.00000000	21.09.2020	aquarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																							70961	63248	64772	2	32	517	4	25860	1	831	20940	37489	308	37038	848	62802	41	832	20824	80	518	9767	833	519	20866	834	835	644346	2416	23195	3402	85	7150	828	1830	522	336363	534	873562	41900	20941	6049	895	4134	849	41441	386791	37493	42153	71664	69723	873210	33298	33293	399728	14466	71600	93976	41901	43057	511511	42264	40890	41287	985	21243	348152	196	22261	22275	42203	42157	41906	650	2090	105306	563	21066	42305	337887	37039	20932	71648	19055	40841	528	17032	42162	43102	5020	21062	43108	43115	870372	21064	21187	66428	71601	2700	133	36434	48189	407758	384221	43060	35	28943	15357	22609	524	561	526	42167	71603	6396	119	680	7153	5429	37121	1345	20872	47711	383227	13	872615	336063	40328	21057	2953	11961	17212	3393	42735	392349	723067	20887	37267	21982	21077	37119	10246	11962	2833	21085	1254	830	281	21513	73408	21053	481700	853	854	933	855	1730	1238263	10403	1751	237535	134691	910	1739	935	1587526	41581	173424	41740	19904	1660	41744	104615	25688	1238379	1659	940	691904	2308	12287	950	727211	69987
