sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	61701_A	A2b	71004_A	71008_A	C1d	C1bl	C42.2	C1	C1b	C3cg	C1bm	C1k	71003_C	114_C	C1bi	70997_C	C3	70995_C	C115k	70996_C	C45c	110_C	C1au	C1j	118_C	21931_C	70999_C	33500_C	71001_C	71000_C	71002_C	307_C	43224_C	123_C	322_C	115_C	196_C	21709_C	657_C	95_C	126_C	71005_C	71006_C	71009_C	317_C	316_C	D5
77188	LarO1dz	25019	21894	438	21894	438	0	0	0	0	20981	17	0	0	1531	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	14521	0	1530	1775	302	476	0	0	0	296	0	241	180	292	154	264	201	0	133	178	141	149	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77218	RecO3az	30373	27097	511	27097	511	0	0	0	0	26077	17	0	0	1803	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	06.04.2017	acquarium	0	0	0	0	16391	0	2289	2780	816	708	0	0	0	304	0	304	231	273	254	301	291	0	189	325	204	181	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77187	LarO1cz	29220	25748	526	25748	526	0	0	0	0	24764	16	0	0	1841	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	16873	0	1996	2196	306	547	0	0	0	506	0	326	225	361	157	311	254	0	170	199	157	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77166	AdO1ez	34812	30973	588	30973	588	0	0	0	0	29590	17	0	0	2221	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.12994800	146.84138200	02.04.2017	acquarium	0	0	0	0	18899	0	2703	3012	844	718	0	0	0	582	0	322	309	407	189	355	226	0	189	280	199	222	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
77185	LarO1az	40518	36336	611	36336	611	0	0	0	0	34562	18	8	0	2637	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	8	22680	0	3099	3402	511	812	0	0	0	666	0	429	344	478	252	422	277	0	234	306	260	233	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
77195	LarO3bz	29466	25697	589	25697	589	0	0	0	0	24656	19	0	0	2002	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	16272	0	2135	2125	406	695	0	0	0	292	0	290	227	315	199	310	274	0	137	184	150	180	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	162	154	0	0	0	0
77193	LarO2dz	38019	32358	856	32358	856	0	0	0	0	30807	22	11	0	2757	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	11	10	0	0	15920	0	4314	2378	924	323	2694	295	0	243	425	0	179	0	178	0	0	211	231	168	240	0	633	468	344	304	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77191	LarO2bz	25675	21204	582	21204	582	0	0	0	0	20514	20	0	0	1780	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	10974	0	2548	1548	570	203	1768	196	0	0	297	0	193	0	176	0	0	168	149	112	137	0	479	290	208	194	176	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77192	LarO2cz	24446	20631	582	20631	582	0	0	0	0	19902	22	0	0	1781	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	10497	0	2649	1714	740	283	1163	166	0	251	228	0	143	0	118	0	143	107	160	117	164	0	321	253	180	167	174	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77190	LarO2az	25748	21757	617	21757	617	0	0	0	0	20898	21	0	0	1954	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	02.04.2017	acquarium	0	0	0	0	10522	0	2969	1747	750	257	1549	230	0	217	292	0	184	0	179	0	0	132	154	111	122	0	439	336	198	185	187	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77168	AdO2bz	40980	35107	866	35107	866	0	0	0	0	33333	21	0	0	3346	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.12994800	146.84138200	02.04.2017	acquarium	0	0	0	0	15670	0	4879	3287	1432	451	2593	287	0	492	389	0	289	0	170	0	0	214	262	278	226	0	714	506	330	290	298	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77167	AdO2az	36251	30874	784	30874	784	0	0	0	0	29362	21	0	0	3031	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.12994800	146.84138200	02.04.2017	acquarium	0	0	0	0	14048	0	4282	2794	1132	394	2194	254	0	478	369	0	238	0	212	0	0	181	210	204	191	0	652	483	297	321	278	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
77213	RecO2az	38609	33447	741	33447	741	0	0	0	0	32186	22	0	0	3190	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	-19.26491400	147.05562100	06.04.2017	acquarium	0	0	0	0	15552	0	4679	2885	1067	444	2602	340	0	373	433	0	219	0	175	0	187	180	240	173	223	0	721	517	322	304	317	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
