index,sample_name,host_genus_meta,host_species_meta,published
S13,48,,,y
S13,16,,,y
S13,59,,,y
S13,77,,,y
S13,70,,,y
S13,18,,,y
S13,66,,,y
S13,7,,,y
S13,72,,,y
S13,78,,,y
S13,93,,,y
S13,24,,,y
S13,64,,,y
S13,40,,,y
S13,46,,,y
S13,25,,,y
S13,20,,,y
S13,76,,,y
S13,14,,,y
S13,52,,,y
S13,11,,,y
S13,34,,,y
S13,22,,,y
S13,61,,,y
S13,82,,,y
S13,33,,,y
S13,28,,,y
S13,8,,,y
S13,41,,,y
S13,1521,,,y
S13,27,,,y
S13,95,,,y
S13,81,,,y
S13,56,,,y
S13,43,,,y
S13,1523,,,y
S13,44,,,y
S13,90,,,y
S13,83,,,y
S13,89,,,y
S13,49,,,y
S13,58,,,y
S13,35,,,y
S13,80,,,y
S13,55,,,y
S13,30,,,y
S13,65,,,y
S13,10,,,y
S13,17,,,y
S13,15,,,y
S13,12,,,y
