index,sample_name,host_genus_meta,host_species_meta,published
2662.pdf,Rec5_T3,,,y
2662.pdf,Rec11_T3,,,y
2662.pdf,Rec3_T4,,,y
2662.pdf,Rec4_T4,,,y
2662.pdf,Rec1_T4,,,y
2662.pdf,Rec12_T3,,,y
2662.pdf,Rec2_T1,,,y
2662.pdf,Rec11_T2,,,y
2662.pdf,Rec6_T3,,,y
2662.pdf,Rec1_T3,,,y
2662.pdf,PociE_T4,,,y
2662.pdf,Rec2_T3,,,y
2662.pdf,Rec5_T2,,,y
2662.pdf,Rec12_T2,,,y
2662.pdf,Rec8_T3,,,y
2662.pdf,Rec13_T3,,,y
2662.pdf,Rec10_T3,,,y
2662.pdf,Rec11_T4,,,y
2662.pdf,Rec14_T4,,,y
2662.pdf,Rec12_T4,,,y
2662.pdf,Rec14_T3,,,y
2662.pdf,Rec15_T3,,,y
2662.pdf,Rec1_T2,,,y
2662.pdf,Rec15_T1,,,y
2662.pdf,Rec2_T2,,,y
2662.pdf,Rec13_T4,,,y
2662.pdf,Rec3_T2,,,y
2662.pdf,Rec4_T2,,,y
2662.pdf,Rec3_T3,,,y
2662.pdf,Rec8_T2,,,y
2662.pdf,Rec13_T1,,,y
2662.pdf,Rec9_T3,,,y
2662.pdf,Rec7_T2,,,y
2662.pdf,Rec9_T4,,,y
2662.pdf,Rec14_T2,,,y
2662.pdf,Rec2_T4,,,y
2662.pdf,Rec8_T4,,,y
2662.pdf,Rec10_T2,,,y
2662.pdf,PociD_T4,,,y
2662.pdf,Rec15_T2,,,y
2662.pdf,PociC_T3,,,y
2662.pdf,PociD_T2,,,y
2662.pdf,Rec7_T3,,,y
2662.pdf,Rec13_T2,,,y
2662.pdf,Rec6_T4,,,y
2662.pdf,Rec4_T3,,,y
2662.pdf,Rec11_T1,,,y
2662.pdf,Rec14_T1,,,y
2662.pdf,Rec7_T4,,,y
2662.pdf,PociC_T2,,,y
2662.pdf,Rec10_T4,,,y
2662.pdf,Rec5_T4,,,y
2662.pdf,Rec7_T1,,,y
2662.pdf,Rec12_T1,,,y
2662.pdf,PociE_T3,,,y
2662.pdf,PociE_T2,,,y
2662.pdf,PociA_T4,,,y
2662.pdf,Rec15_T4,,,y
2662.pdf,PociC_T4,,,y
2662.pdf,PociB_T4,,,y
2662.pdf,Rec4_T1,,,y
2662.pdf,Rec3_T1,,,y
2662.pdf,PociB_T2,,,y
2662.pdf,PociA_T3,,,y
2662.pdf,Rec8_T1,,,y
2662.pdf,Rec9_T1,,,y
2662.pdf,Rec10_T1,,,y
2662.pdf,PociB_T3,,,y
2662.pdf,Rec5_T1,,,y
2662.pdf,Rec6_T2,,,y
2662.pdf,PociD_T3,,,y
2662.pdf,PociA_T2,,,y
2662.pdf,Rec1_T1,,,y
2662.pdf,Rec6_T1,,,y
2662.pdf,Rec9_T2,,,y
2662.pdf,PlatyD_T3,,,y
2662.pdf,PlatyD_T2,,,y
2662.pdf,PlatyE_T2,,,y
2662.pdf,PlatyB_T2,,,y
2662.pdf,PlatyA_T3,,,y
2662.pdf,PlatyC_T3,,,y
2662.pdf,PlatyC_T2,,,y
2662.pdf,PlatyB_T3,,,y
2662.pdf,PlatyE_T3,,,y
2662.pdf,PlatyE_T4,,,y
2662.pdf,PlatyC_T4,,,y
2662.pdf,PlatyB_T4,,,y
2662.pdf,PlatyA_T4,,,y
2662.pdf,PlatyD_T4,,,y
2662.pdf,PlatyA_T2,,,y
