index,sample_name,host_genus_meta,host_species_meta,published
1907.pdf,42-NCITS2,,,y
1907.pdf,41-NCITS2,,,y
1907.pdf,43-NCITS2,,,y
1907.pdf,44-NCITS2,,,y
1907.pdf,46-NCITS2,,,y
1907.pdf,39-NCITS2,,,y
1907.pdf,40-NCITS2,,,y
1907.pdf,02-NCITS2,,,y
1907.pdf,05-NCITS2,,,y
1907.pdf,01-NCITS2,,,y
1907.pdf,04-NCITS2,,,y
1907.pdf,03-NCITS2,,,y
1907.pdf,19-NCITS2,,,y
1907.pdf,18-NCITS2,,,y
1907.pdf,17-NCITS2,,,y
1907.pdf,16-NCITS2,,,y
1907.pdf,26-NCITS2,,,y
1907.pdf,25-NCITS2,,,y
1907.pdf,27-NCITS2,,,y
1907.pdf,45-NCITS2,,,y
1907.pdf,14-NCITS2,,,y
1907.pdf,11-NCITS2,,,y
1907.pdf,13-NCITS2,,,y
1907.pdf,15-NCITS2,,,y
