index,sample_name,host_genus_meta,host_species_meta,published
1834.pdf,S_16_E0907_614_EH-16S_18S_16S_amplicon_S522-D_N718-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0843_676_EH-16S_18S_16S_amplicon_S515-D_N722-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0760_477_EH-16S_18S_16S_amplicon_S516-C_N706-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0820_472_EH-16S_18S_16S_amplicon_S522-C_N706-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0610_229_EH-16S_18S_16S_amplicon_S508-A_N710-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0711_294_EH-16S_18S_16S_amplicon_S510-B_N719-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0762_499_EH-16S_18S_16S_amplicon_S516-C_N710-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0605_164_EH-16S_18S_16S_amplicon_S508-A_N703-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0683_379_EH-16S_18S_16S_amplicon_S506-B_N728-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0637_255_EH-16S_18S_16S_amplicon_S511-A_N714-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0741_511_EH-16S_18S_16S_amplicon_S513-C_N711-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0591_147_EH-16S_18S_16S_amplicon_S507-A_N701-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0894_545_EH-16S_18S_16S_amplicon_S521-D_N716-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0870_740_EH-16S_18S_16S_amplicon_S517-D_N728-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0906_543_EH-16S_18S_16S_amplicon_S522-D_N716-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0603_146_EH-16S_18S_16S_amplicon_S508-A_N701-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0891_730_EH-16S_18S_16S_amplicon_S520-D_N727-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0881_739_EH-16S_18S_16S_amplicon_S518-D_N728-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0733_410_EH-16S_18S_16S_amplicon_S513-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0904_737_EH-16S_18S_16S_amplicon_S521-D_N728-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0708_398_EH-16S_18S_16S_amplicon_S508-B_N729-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0545_151_EH-16S_18S_16S_amplicon_S502-A_N701-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0607_187_EH-16S_18S_16S_amplicon_S508-A_N705-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0571_190_EH-16S_18S_16S_amplicon_S505-A_N705-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0765_531_EH-16S_18S_16S_amplicon_S516-C_N714-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0849_552_EH-16S_18S_16S_amplicon_S516-D_N716-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0604_154_EH-16S_18S_16S_amplicon_S508-A_N702-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0917_745_EH-16S_18S_16S_amplicon_S522-D_N729-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0696_399_EH-16S_18S_16S_amplicon_S507-B_N729-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0778_541_EH-16S_18S_16S_amplicon_S517-C_N715-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0744_409_EH-16S_18S_16S_amplicon_S515-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0767_407_EH-16S_18S_16S_amplicon_S517-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0582_175_EH-16S_18S_16S_amplicon_S506-A_N704-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0827_558_EH-16S_18S_16S_amplicon_S513-D_N716-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0916_736_EH-16S_18S_16S_amplicon_S522-D_N728-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0780_416_EH-16S_18S_16S_amplicon_S518-C_N702-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0792_414_EH-16S_18S_16S_amplicon_S520-C_N702-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0768_422_EH-16S_18S_16S_amplicon_S517-C_N702-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0697_276_EH-16S_18S_16S_amplicon_S508-B_N716-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0826_536_EH-16S_18S_16S_amplicon_S522-C_N715-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0560_191_EH-16S_18S_16S_amplicon_S503-A_N705-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0880_731_EH-16S_18S_16S_amplicon_S518-D_N727-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0893_747_EH-16S_18S_16S_amplicon_S520-D_N729-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0594_174_EH-16S_18S_16S_amplicon_S507-A_N704-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0847_734_EH-16S_18S_16S_amplicon_S515-D_N727-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0684_400_EH-16S_18S_16S_amplicon_S506-B_N729-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0869_732_EH-16S_18S_16S_amplicon_S517-D_N727-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0803_404_EH-16S_18S_16S_amplicon_S521-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0814_537_EH-16S_18S_16S_amplicon_S521-C_N715-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0567_149_EH-16S_18S_16S_amplicon_S505-A_N701-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0743_533_EH-16S_18S_16S_amplicon_S513-C_N714-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0815_403_EH-16S_18S_16S_amplicon_S522-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0779_406_EH-16S_18S_16S_amplicon_S518-C_N701-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0754_532_EH-16S_18S_16S_amplicon_S515-C_N714-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0627_144_EH-16S_18S_16S_amplicon_S511-A_N701-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0790_539_EH-16S_18S_16S_amplicon_S518-C_N715-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0705_355_EH-16S_18S_16S_amplicon_S508-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0602_269_EH-16S_18S_16S_amplicon_S507-A_N715-A,Platygyra,daedalea,y
1834.pdf,S_16_E0850_620_EH-16S_18S_16S_amplicon_S516-D_N718-D,Platygyra,daedalea,y
1834.pdf,S_16_E0873_627_EH-16S_18S_16S_amplicon_S518-D_N719-D,Platygyra,daedalea,y
1834.pdf,S_16_E0853_660_EH-16S_18S_16S_amplicon_S516-D_N721-D,Platygyra,daedalea,y
1834.pdf,S_16_E0865_671_EH-16S_18S_16S_amplicon_S517-D_N722-D,Platygyra,daedalea,y
1834.pdf,S_16_E0681_357_EH-16S_18S_16S_amplicon_S506-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0698_286_EH-16S_18S_16S_amplicon_S508-B_N718-B,Platygyra,daedalea,y
1834.pdf,S_16_E0730_362_EH-16S_18S_16S_amplicon_S511-B_N727-B,Platygyra,daedalea,y
1834.pdf,S_16_E0641_302_EH-16S_18S_16S_amplicon_S502-B_N719-B,Platygyra,daedalea,y
1834.pdf,S_16_E0842_661_EH-16S_18S_16S_amplicon_S515-D_N721-D,Platygyra,daedalea,y
1834.pdf,S_16_E0706_364_EH-16S_18S_16S_amplicon_S508-B_N727-B,Platygyra,daedalea,y
1834.pdf,S_16_E0658_359_EH-16S_18S_16S_amplicon_S503-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0590_271_EH-16S_18S_16S_amplicon_S506-A_N715-A,Platygyra,daedalea,y
1834.pdf,S_16_E0830_652_EH-16S_18S_16S_amplicon_S513-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0625_256_EH-16S_18S_16S_amplicon_S510-A_N714-A,Platygyra,daedalea,y
1834.pdf,S_16_E0828_623_EH-16S_18S_16S_amplicon_S513-D_N718-D,Platygyra,daedalea,y
1834.pdf,S_16_E0863_639_EH-16S_18S_16S_amplicon_S517-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0876_670_EH-16S_18S_16S_amplicon_S518-D_N722-D,Platygyra,daedalea,y
1834.pdf,S_16_E0900_682_EH-16S_18S_16S_amplicon_S521-D_N723-D,Platygyra,daedalea,y
1834.pdf,S_16_E0872_618_EH-16S_18S_16S_amplicon_S518-D_N718-D,Platygyra,daedalea,y
1834.pdf,S_16_E0669_358_EH-16S_18S_16S_amplicon_S505-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0722_283_EH-16S_18S_16S_amplicon_S511-B_N718-B,Platygyra,daedalea,y
1834.pdf,S_16_E0639_282_EH-16S_18S_16S_amplicon_S502-B_N716-B,Platygyra,daedalea,y
1834.pdf,S_16_E0841_651_EH-16S_18S_16S_amplicon_S515-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0693_356_EH-16S_18S_16S_amplicon_S507-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0717_354_EH-16S_18S_16S_amplicon_S510-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0839_621_EH-16S_18S_16S_amplicon_S515-D_N718-D,Platygyra,daedalea,y
1834.pdf,S_16_E0861_619_EH-16S_18S_16S_amplicon_S517-D_N718-D,Platygyra,daedalea,y
1834.pdf,S_16_E0896_625_EH-16S_18S_16S_amplicon_S521-D_N719-D,Platygyra,daedalea,y
1834.pdf,S_16_E0911_664_EH-16S_18S_16S_amplicon_S522-D_N722-D,Platygyra,daedalea,y
1834.pdf,S_16_E0614_268_EH-16S_18S_16S_amplicon_S508-A_N715-A,Platygyra,daedalea,y
1834.pdf,S_16_E0729_353_EH-16S_18S_16S_amplicon_S511-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0718_363_EH-16S_18S_16S_amplicon_S510-B_N727-B,Platygyra,daedalea,y
1834.pdf,S_16_E0854_675_EH-16S_18S_16S_amplicon_S516-D_N722-D,Platygyra,daedalea,y
1834.pdf,S_16_E0647_360_EH-16S_18S_16S_amplicon_S502-B_N726-B,Platygyra,daedalea,y
1834.pdf,S_16_E0676_308_EH-16S_18S_16S_amplicon_S506-B_N720-B,Platygyra,daedalea,y
1834.pdf,S_16_E0852_641_EH-16S_18S_16S_amplicon_S516-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0909_632_EH-16S_18S_16S_amplicon_S522-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0724_303_EH-16S_18S_16S_amplicon_S511-B_N720-B,Platygyra,daedalea,y
1834.pdf,S_16_E0694_366_EH-16S_18S_16S_amplicon_S507-B_N727-B,Platygyra,daedalea,y
1834.pdf,S_16_E0831_663_EH-16S_18S_16S_amplicon_S513-D_N721-D,Platygyra,daedalea,y
1834.pdf,S_16_E0885_637_EH-16S_18S_16S_amplicon_S520-D_N720-D,Platygyra,daedalea,y
1834.pdf,S_16_E0601_258_EH-16S_18S_16S_amplicon_S507-A_N714-A,Platygyra,daedalea,y
1834.pdf,S_16_E0613_257_EH-16S_18S_16S_amplicon_S508-A_N714-A,Platygyra,daedalea,y
1834.pdf,S_16_E0912_680_EH-16S_18S_16S_amplicon_S522-D_N723-D,Platygyra,daedalea,y
1834.pdf,S_16_E0882_547_EH-16S_18S_16S_amplicon_S520-D_N716-D,Platygyra,daedalea,y
1834.pdf,S_16_E0688_307_EH-16S_18S_16S_amplicon_S507-B_N720-B,Platygyra,daedalea,y
1834.pdf,S_16_E0848_743_EH-16S_18S_16S_amplicon_S515-D_N728-D,Platygyra,daedalea,y
1834.pdf,S_16_E0777_528_EH-16S_18S_16S_amplicon_S517-C_N714-C,Platygyra,daedalea,y
1834.pdf,S_16_E0836_735_EH-16S_18S_16S_amplicon_S513-D_N727-D,Platygyra,daedalea,y
1834.pdf,S_16_E0732_396_EH-16S_18S_16S_amplicon_S511-B_N729-B,Platygyra,daedalea,y
1834.pdf,S_16_E0579_148_EH-16S_18S_16S_amplicon_S506-A_N701-A,Platygyra,daedalea,y
1834.pdf,S_16_E0804_413_EH-16S_18S_16S_amplicon_S521-C_N702-C,Platygyra,daedalea,y
1834.pdf,S_16_E0871_548_EH-16S_18S_16S_amplicon_S518-D_N716-D,Platygyra,daedalea,y
1834.pdf,S_16_E0661_279_EH-16S_18S_16S_amplicon_S505-B_N716-B,Platygyra,daedalea,y
1834.pdf,S_16_E0631_182_EH-16S_18S_16S_amplicon_S511-A_N705-A,Platygyra,daedalea,y
1834.pdf,S_16_E0649_395_EH-16S_18S_16S_amplicon_S502-B_N728-B,Platygyra,daedalea,y
1834.pdf,S_16_E0859_742_EH-16S_18S_16S_amplicon_S516-D_N728-D,Platygyra,daedalea,y
1834.pdf,S_16_E0903_729_EH-16S_18S_16S_amplicon_S521-D_N727-D,Platygyra,daedalea,y
1834.pdf,S_16_E0615_145_EH-16S_18S_16S_amplicon_S510-A_N701-A,Platygyra,daedalea,y
1834.pdf,S_16_E0892_738_EH-16S_18S_16S_amplicon_S520-D_N728-D,Platygyra,daedalea,y
1834.pdf,S_16_E0547_170_EH-16S_18S_16S_amplicon_S502-A_N703-A,Platygyra,daedalea,y
1834.pdf,S_16_E0595_188_EH-16S_18S_16S_amplicon_S507-A_N705-A,Platygyra,daedalea,y
1834.pdf,S_16_E0816_412_EH-16S_18S_16S_amplicon_S522-C_N702-C,Platygyra,daedalea,y
1834.pdf,S_16_E0766_542_EH-16S_18S_16S_amplicon_S516-C_N715-C,Platygyra,daedalea,y
1834.pdf,S_16_E0755_408_EH-16S_18S_16S_amplicon_S516-C_N701-C,Platygyra,daedalea,y
1834.pdf,S_16_E0638_266_EH-16S_18S_16S_amplicon_S511-A_N715-A,Platygyra,daedalea,y
1834.pdf,S_16_E0618_172_EH-16S_18S_16S_amplicon_S510-A_N704-A,Platygyra,daedalea,y
1834.pdf,S_16_E0619_186_EH-16S_18S_16S_amplicon_S510-A_N705-A,Platygyra,daedalea,y
1834.pdf,S_16_E0628_152_EH-16S_18S_16S_amplicon_S511-A_N702-A,Platygyra,daedalea,y
1834.pdf,S_16_E0672_401_EH-16S_18S_16S_amplicon_S505-B_N729-B,Platygyra,daedalea,y
1834.pdf,S_16_E0725_313_EH-16S_18S_16S_amplicon_S511-B_N721-B,Platygyra,daedalea,y
1834.pdf,S_16_E0651_291_EH-16S_18S_16S_amplicon_S503-B_N718-B,Platygyra,daedalea,y
1834.pdf,S_16_E0795_466_EH-16S_18S_16S_amplicon_S520-C_N705-C,Platygyra,daedalea,y
1834.pdf,S_16_E0699_296_EH-16S_18S_16S_amplicon_S508-B_N719-B,Platygyra,daedalea,y
1834.pdf,S_16_E0783_467_EH-16S_18S_16S_amplicon_S518-C_N705-C,Platygyra,daedalea,y
1834.pdf,S_16_E0576_252_EH-16S_18S_16S_amplicon_S505-A_N712-A,Platygyra,daedalea,y
1834.pdf,S_16_E0819_464_EH-16S_18S_16S_amplicon_S522-C_N705-C,Platygyra,daedalea,y
1834.pdf,S_16_E0640_292_EH-16S_18S_16S_amplicon_S502-B_N718-B,Platygyra,daedalea,y
1834.pdf,S_16_E0623_237_EH-16S_18S_16S_amplicon_S510-A_N711-A,Platygyra,daedalea,y
1834.pdf,S_16_E0806_457_EH-16S_18S_16S_amplicon_S521-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0807_465_EH-16S_18S_16S_amplicon_S521-C_N705-C,Platygyra,daedalea,y
1834.pdf,S_16_E0635_236_EH-16S_18S_16S_amplicon_S511-A_N711-A,Platygyra,daedalea,y
1834.pdf,S_16_E0818_456_EH-16S_18S_16S_amplicon_S522-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0624_247_EH-16S_18S_16S_amplicon_S510-A_N712-A,Platygyra,daedalea,y
1834.pdf,S_16_E0736_463_EH-16S_18S_16S_amplicon_S513-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0600_250_EH-16S_18S_16S_amplicon_S507-A_N712-A,Platygyra,daedalea,y
1834.pdf,S_16_E0554_254_EH-16S_18S_16S_amplicon_S502-A_N712-A,Platygyra,daedalea,y
1834.pdf,S_16_E0735_455_EH-16S_18S_16S_amplicon_S513-C_N703-C,Platygyra,daedalea,y
1834.pdf,S_16_E0746_454_EH-16S_18S_16S_amplicon_S515-C_N703-C,Platygyra,daedalea,y
1834.pdf,S_16_E0794_458_EH-16S_18S_16S_amplicon_S520-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0747_462_EH-16S_18S_16S_amplicon_S515-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0563_234_EH-16S_18S_16S_amplicon_S503-A_N710-A,Platygyra,daedalea,y
1834.pdf,S_16_E0622_228_EH-16S_18S_16S_amplicon_S510-A_N710-A,Platygyra,daedalea,y
1834.pdf,S_16_E0782_459_EH-16S_18S_16S_amplicon_S518-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0653_311_EH-16S_18S_16S_amplicon_S503-B_N720-B,Platygyra,daedalea,y
1834.pdf,S_16_E0598_231_EH-16S_18S_16S_amplicon_S507-A_N710-A,Platygyra,daedalea,y
1834.pdf,S_16_E0770_460_EH-16S_18S_16S_amplicon_S517-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0758_461_EH-16S_18S_16S_amplicon_S516-C_N704-C,Platygyra,daedalea,y
1834.pdf,S_16_E0687_297_EH-16S_18S_16S_amplicon_S507-B_N719-B,Acropora,downingi,y
1834.pdf,S_16_E0675_298_EH-16S_18S_16S_amplicon_S506-B_N719-B,Acropora,downingi,y
1834.pdf,S_16_E0642_312_EH-16S_18S_16S_amplicon_S502-B_N720-B,Acropora,downingi,y
1834.pdf,S_16_E0686_287_EH-16S_18S_16S_amplicon_S507-B_N718-B,Acropora,downingi,y
1834.pdf,S_16_E0662_290_EH-16S_18S_16S_amplicon_S505-B_N718-B,Acropora,downingi,y
1834.pdf,S_16_E0701_316_EH-16S_18S_16S_amplicon_S508-B_N721-B,Acropora,downingi,y
1834.pdf,S_16_E0739_487_EH-16S_18S_16S_amplicon_S513-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0566_264_EH-16S_18S_16S_amplicon_S503-A_N714-A,Acropora,downingi,y
1834.pdf,S_16_E0821_480_EH-16S_18S_16S_amplicon_S522-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0750_486_EH-16S_18S_16S_amplicon_S515-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0785_483_EH-16S_18S_16S_amplicon_S518-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0723_293_EH-16S_18S_16S_amplicon_S511-B_N719-B,Acropora,downingi,y
1834.pdf,S_16_E0809_481_EH-16S_18S_16S_amplicon_S521-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0609_212_EH-16S_18S_16S_amplicon_S508-A_N707-A,Acropora,downingi,y
1834.pdf,S_16_E0797_482_EH-16S_18S_16S_amplicon_S520-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0761_485_EH-16S_18S_16S_amplicon_S516-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0822_488_EH-16S_18S_16S_amplicon_S522-C_N710-C,Acropora,downingi,y
1834.pdf,S_16_E0897_635_EH-16S_18S_16S_amplicon_S521-D_N720-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0555_265_EH-16S_18S_16S_amplicon_S502-A_N714-A,Acropora,downingi,y
1834.pdf,S_16_E0773_484_EH-16S_18S_16S_amplicon_S517-C_N707-C,Acropora,downingi,y
1834.pdf,S_16_E0864_659_EH-16S_18S_16S_amplicon_S517-D_N721-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0674_289_EH-16S_18S_16S_amplicon_S506-B_N718-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0763_509_EH-16S_18S_16S_amplicon_S516-C_N711-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0645_342_EH-16S_18S_16S_amplicon_S502-B_N723-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0728_343_EH-16S_18S_16S_amplicon_S511-B_N724-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0581_167_EH-16S_18S_16S_amplicon_S506-A_N703-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0716_344_EH-16S_18S_16S_amplicon_S510-B_N724-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0580_157_EH-16S_18S_16S_amplicon_S506-A_N702-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0890_704_EH-16S_18S_16S_amplicon_S520-D_N726-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0564_243_EH-16S_18S_16S_amplicon_S503-A_N711-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0562_222_EH-16S_18S_16S_amplicon_S503-A_N707-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0914_702_EH-16S_18S_16S_amplicon_S522-D_N726-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0776_517_EH-16S_18S_16S_amplicon_S517-C_N712-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0584_204_EH-16S_18S_16S_amplicon_S506-A_N706-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0569_168_EH-16S_18S_16S_amplicon_S505-A_N703-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0878_697_EH-16S_18S_16S_amplicon_S518-D_N724-D,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0824_513_EH-16S_18S_16S_amplicon_S522-C_N712-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0680_348_EH-16S_18S_16S_amplicon_S506-B_N724-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0667_340_EH-16S_18S_16S_amplicon_S505-B_N723-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0592_155_EH-16S_18S_16S_amplicon_S507-A_N702-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0703_336_EH-16S_18S_16S_amplicon_S508-B_N723-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0644_333_EH-16S_18S_16S_amplicon_S502-B_N722-B,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0810_495_EH-16S_18S_16S_amplicon_S521-C_N710-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0568_158_EH-16S_18S_16S_amplicon_S505-A_N702-A,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0800_515_EH-16S_18S_16S_amplicon_S520-C_N712-C,Cyphastrea,microphthalma,y
1834.pdf,S_16_E0811_505_EH-16S_18S_16S_amplicon_S521-C_N711-C,Platygyra,daedalea,y
