index,sample_name,host_genus_meta,host_species_meta,published
S23,URU-81,,,y
S23,WA-39,,,y
S23,URU-73,,,y
S23,WA-45,,,y
S23,Uru-195,,,y
S23,URU-85,,,y
S23,URU-74,,,y
S23,URU-75,,,y
S23,WA-26,,,y
S23,WA-43,,,y
S23,WA-158,,,y
S23,WA-31,,,y
S23,WA-27,,,y
S23,WA-147,,,y
S23,WA-157,,,y
S23,WA-44,,,y
S23,WA-32,,,y
S23,WA-25,,,y
S23,WA-163,,,y
S23,Uru-194,,,y
S23,Uru-199,,,y
S23,Uru-206,,,y
S23,WA-164,,,y
S23,WA-165,,,y
S23,WA-33,,,y
S23,WA-152,,,y
S23,WA-151,,,y
S23,WA-153,,,y
S23,Uru-200,,,y
S23,LUM-9,,,y
S23,LUM-8,,,y
S23,LUM-20,,,y
S23,LUM-15,,,y
S23,LUM-127,,,y
S23,LUM-121,,,y
S23,WA-37,,,y
S23,LUM-141,,,y
S23,LUM-140,,,y
S23,LUM-128,,,y
S23,LUM-123,,,y
S23,LUM-7,,,y
S23,WA-159,,,y
S23,LUM-122,,,y
S23,LUM-19,,,y
S23,LUM-14,,,y
S23,LUM-129,,,y
S23,LUM-139,,,y
S23,LUM-21,,,y
S23,Uru-193,,,y
S23,COCOS-105,,,y
S23,COCOS-103,,,y
S23,COCOS-99,,,y
S23,COCOS-98,,,y
S23,COCOS-97,,,y
S23,Coco-218,,,y
S23,Coco-217,,,y
S23,COCOS-104,,,y
S23,COCOS-111,,,y
S23,COCOS-117,,,y
S23,Coco-224,,,y
S23,COCOS-115,,,y
S23,Coco-223,,,y
S23,Coco-231,,,y
S23,Coco-225,,,y
S23,Coco-235,,,y
S23,Coco-237,,,y
S23,Coco-229,,,y
S23,TOG-183,,,y
S23,TOG-170,,,y
S23,TOG-51,,,y
S23,TOG-63,,,y
S23,TOG-177,,,y
S23,TOG-169,,,y
S23,TOG-55,,,y
S23,TOG-187,,,y
S23,TOG-181,,,y
S23,TOG-182,,,y
S23,TOG-62,,,y
S23,TOG-176,,,y
S23,TOG-175,,,y
S23,TOG-68,,,y
S23,TOG-171,,,y
S23,TOG-67,,,y
S23,URU-87,,,y
S23,URU-91,,,y
S23,Uru-212,,,y
S23,URU-92,,,y
S23,Uru-213,,,y
S23,URU-93,,,y
S23,URU-79,,,y
S23,URU-80,,,y
