index,sample_name,host_genus_meta,host_species_meta,published
S2,82_25_t0,,,y
S2,28_HIMB_t3,,,n
S2,28_HIMB_t1,,,n
S2,27_HIMB_t0,,,n
S2,135_44_t2,,,n
S2,82_25_t1,,,y
S2,114_44_t2,,,n
S2,13_HIMB_t2,,,n
S2,107_44_t0,,,n
S2,10_HIMB_t3,,,n
S2,82_25_t3,,,y
S2,13_HIMB_t3,,,n
S2,107_44_t2,,,n
S2,101_44_t3,,,n
S2,118_44_t0,,,n
S2,107_44_t1,,,n
S2,22_HIMB_t3,,,n
S2,139_44_t3,,,n
S2,107_44_t3,,,n
S2,13_HIMB_t1,,,n
S2,118_44_t3,,,n
S2,10_HIMB_t1,,,n
S2,114_44_t3,,,n
S2,63_25_t3,,,y
S2,101_44_t1,,,n
S2,95_25_t0,,,y
S2,61_25_t0,,,y
S2,35_HIMB_t3,,,n
S2,22_HIMB_t0,,,n
S2,103_44_t3,,,n
S2,114_44_t0,,,n
S2,73_25_t3,,,y
S2,95_25_t2,,,y
S2,134_44_t3,,,n
S2,93_25_t3,,,y
S2,61_25_t3,,,y
S2,61_25_t2,,,y
S2,118_44_t2,,,n
S2,95_25_t1,,,y
S2,60_25_t3,,,y
S2,115_44_t3,,,n
S2,49_HIMB_t0,,,n
S2,36_HIMB_t1,,,n
S2,118_44_t1,,,n
S2,101_44_t2,,,n
S2,27_HIMB_t2,,,n
S2,95_25_t3,,,y
S2,49_HIMB_t3,,,n
S2,134_44_t0,,,n
S2,22_HIMB_t2,,,n
S2,61_25_t1,,,y
S2,22_HIMB_t1,,,n
S2,62_25_t3,,,y
S2,36_HIMB_t3,,,n
S2,21_HIMB_t1,,,n
S2,10_HIMB_t0,,,n
S2,93_25_t0,,,y
S2,49_HIMB_t1,,,n
S2,139_44_t2,,,n
S2,134_44_t1,,,n
S2,35_HIMB_t0,,,n
S2,35_HIMB_t1,,,n
S2,35_HIMB_t2,,,n
S2,103_44_t1,,,n
S2,62_25_t2,,,y
S2,27_HIMB_t3,,,n
S2,62_25_t0,,,y
S2,36_HIMB_t2,,,n
S2,10_HIMB_t2,,,n
S2,63_25_t2,,,y
S2,62_25_t1,,,y
S2,21_HIMB_t3,,,n
S2,36_HIMB_t0,,,n
S2,134_44_t2,,,n
S2,103_44_t2,,,n
S2,49_HIMB_t2,,,n
S2,27_HIMB_t1,,,n
S2,114_44_t1,,,n
S2,41_HIMB_t1,,,n
S2,21_HIMB_t2,,,n
S2,14_HIMB_t3,,,n
S2,14_HIMB_t1,,,n
S2,14_HIMB_t2,,,n
S2,136_44_t2,,,n
S2,14_HIMB_t0,,,n
S2,96_25_t2,,,y
S2,50_HIMB_t3,,,n
S2,94_25_t2,,,y
S2,96_25_t3,,,y
S2,96_25_t0,,,y
S2,94_25_t0,,,y
S2,96_25_t1,,,y
S2,50_HIMB_t2,,,n
S2,15_HIMB_t2,,,n
S2,55_25_t2,,,y
S2,74_25_t0,,,y
S2,104_44_t1,,,n
S2,104_44_t3,,,n
S2,136_44_t0,,,n
S2,55_25_t1,,,y
S2,74_25_t2,,,y
S2,105_44_t1,,,n
S2,113_44_t3,,,n
S2,136_44_t3,,,n
S2,86_25_t2,,,y
S2,64_25_t2,,,y
S2,16_HIMB_t0,,,n
S2,9_HIMB_t2,,,n
S2,9_HIMB_t3,,,n
S2,136_44_t1,,,n
S2,105_44_t3,,,n
S2,55_25_t3,,,y
S2,73_25_t2,,,y
S2,113_44_t1,,,n
S2,42_HIMB_t1,,,n
S2,60_25_t0,,,y
S2,113_44_t0,,,n
S2,50_HIMB_t1,,,n
S2,104_44_t2,,,n
S2,9_HIMB_t1,,,n
S2,16_HIMB_t2,,,n
S2,64_25_t0,,,y
S2,82_25_t2,,,y
S2,104_44_t0,,,n
S2,73_25_t1,,,y
S2,86_25_t0,,,y
S2,50_HIMB_t0,,,n
S2,113_44_t2,,,n
S2,15_HIMB_t3,,,n
S2,63_25_t0,,,y
S2,74_25_t1,,,y
S2,16_HIMB_t3,,,n
S2,63_25_t1,,,y
S2,60_25_t1,,,y
S2,94_25_t3,,,y
S2,139_44_t0,,,n
S2,68_25_t2,,,y
S2,9_HIMB_t0,,,n
S2,64_25_t1,,,y
S2,16_HIMB_t1,,,n
S2,42_HIMB_t3,,,n
S2,68_25_t1,,,y
S2,105_44_t2,,,n
S2,93_25_t2,,,y
S2,68_25_t3,,,y
S2,42_HIMB_t0,,,n
S2,68_25_t0,,,y
S2,108_44_t3,,,n
S2,108_44_t2,,,n
S2,15_HIMB_t0,,,n
S2,60_25_t2,,,y
S2,108_44_t0,,,n
S2,108_44_t1,,,n
S2,64_25_t3,,,y
S2,51_25_t0,,,y
S2,7_HIMB_t2,,,n
S2,53_25_t1,,,y
S2,57_25_t1,,,y
S2,131_44_t1,,,n
S2,25_HIMB_t2,,,n
S2,123_44_t2,,,n
S2,131_44_t3,,,n
S2,31_HIMB_t3,,,n
S2,57_25_t3,,,y
S2,53_25_t0,,,y
S2,131_44_t2,,,n
S2,51_25_t3,,,y
S2,7_HIMB_t0,,,n
S2,57_25_t0,,,y
S2,79_25_t2,,,y
S2,31_HIMB_t2,,,n
S2,69_25_t0,,,y
S2,57_25_t2,,,y
S2,83_25_t1,,,y
