index,sample_name,host_genus_meta,host_species_meta,published
2060.pdf,C1 ,Acropora,verweyi,y
2060.pdf,C2 ,Acropora,verweyi,y
2060.pdf,C3 ,Acropora,verweyi,y
2060.pdf,C4 ,Acropora,verweyi,y
2060.pdf,C5 ,Acropora,verweyi,y
2060.pdf,C6 ,Acropora,cf. nasuta,y
2060.pdf,C7 ,Acropora,cf. nasuta,y
2060.pdf,C8 ,Acropora,cf. nasuta,y
2060.pdf,C9 ,Acropora,cf. nasuta,y
2060.pdf,C10 ,Acropora,cf. nasuta,y
2060.pdf,C11 ,Psammocora,contigua,y
2060.pdf,C12 ,Psammocora,contigua,y
2060.pdf,C13 ,Psammocora,contigua,y
2060.pdf,C14 ,Psammocora,contigua,y
2060.pdf,C15 ,Psammocora,contigua,y
2060.pdf,C16 ,Porites,cf. lutea,y
2060.pdf,C17 ,Porites,cf. lutea,y
2060.pdf,C18 ,Porites,cf. lutea,y
2060.pdf,C18 ,Porites,cf. lutea,y
2060.pdf,C19 ,Porites,cf. lutea,y
2060.pdf,C20 ,Porites,cf. lutea,y
2060.pdf,C21 ,Hydnophora,cf. microconos,y
2060.pdf,C22 ,Hydnophora,cf. microconos,y
2060.pdf,C23 ,Hydnophora,cf. microconos,y
2060.pdf,C24 ,Hydnophora,cf. microconos,y
2060.pdf,C25 ,Hydnophora,cf. microconos,y
2060.pdf,C26 ,Acropora,cf. globiceps,y
2060.pdf,C27 ,Acropora,cf. globiceps,y
2060.pdf,C28 ,Acropora,cf. globiceps,y
2060.pdf,C29 ,Acropora,cf. globiceps,y
2060.pdf,C30 ,Acropora,cf. globiceps,y
2060.pdf,C31 ,Pocillopora,cf. meandrina,y
2060.pdf,C32 ,Pocillopora,cf. meandrina,y
2060.pdf,C33 ,Pocillopora,cf. meandrina,y
2060.pdf,C34 ,Pocillopora,cf. meandrina,y
2060.pdf,C35 ,Pocillopora,cf. meandrina,y
2060.pdf,C36 ,Acropora,aff. valida,y
2060.pdf,C37 ,Acropora,aff. valida,y
2060.pdf,C38 ,Acropora,aff. valida,y
2060.pdf,C39 ,Acropora,aff. valida,y
2060.pdf,C40 ,Acropora,aff. valida,y
2060.pdf,C41 ,Leptoria,phrygia,y
2060.pdf,C42 ,Leptoria,phrygia,y
2060.pdf,C43 ,Leptoria,phrygia,y
2060.pdf,C44 ,Leptoria,phrygia,y
2060.pdf,C45 ,Leptoria,phrygia,y
2060.pdf,C46 ,Pocillopora,cf. damicornis,y
2060.pdf,C47 ,Pocillopora,cf. damicornis,y
2060.pdf,C48 ,Pocillopora,cf. damicornis,y
2060.pdf,C50 ,Pocillopora,cf. damicornis,y
2060.pdf,C51 ,Acropora,sp. 1,y
2060.pdf,C52 ,Acropora,sp. 1,y
2060.pdf,C53 ,Acropora,sp. 1,y
2060.pdf,C54 ,Acropora,sp. 1,y
2060.pdf,C55 ,Acropora,sp. 1,y
2060.pdf,C56 ,Leptastrea,purpurea,y
2060.pdf,C57 ,Leptastrea,purpurea,y
2060.pdf,C58 ,Leptastrea,purpurea,y
2060.pdf,C59 ,Leptastrea,purpurea,y
2060.pdf,C60 ,Leptastrea,purpurea,y
2060.pdf,C61 ,Hydnophora,cf. exesa,y
2060.pdf,C62 ,Hydnophora,cf. exesa,y
2060.pdf,C63 ,Hydnophora,cf. exesa,y
2060.pdf,C64 ,Hydnophora,cf. exesa,y
2060.pdf,C65 ,Hydnophora,cf. exesa,y
2060.pdf,C66 ,Psammocora,sp. 2,y
2060.pdf,C67 ,Psammocora,sp. 2,y
2060.pdf,C68 ,Psammocora,sp. 2,y
2060.pdf,C69 ,Psammocora,sp. 2,y
2060.pdf,C70 ,Psammocora,sp. 2,y
2060.pdf,C71 ,Galaxea,cf. fascicularis,y
2060.pdf,C74 ,Galaxea,cf. fascicularis,y
2060.pdf,C75 ,Galaxea,cf. fascicularis,y
2060.pdf,C73 ,Galaxea,cf. fascicularis,y
2060.pdf,C72 ,Galaxea,cf. fascicularis,y
2060.pdf,C76 ,Astrea,curta,y
2060.pdf,C77 ,Astrea,curta,y
2060.pdf,C78 ,Astrea,curta,y
2060.pdf,C79 ,Astrea,curta,y
2060.pdf,C80 ,Astrea,curta,y
2060.pdf,C81 ,Acropora,sp. 2,y
2060.pdf,C82 ,Acropora,sp. 2,y
2060.pdf,C83 ,Acropora,sp. 2,y
2060.pdf,C84 ,Acropora,sp. 2,y
2060.pdf,C85 ,Acropora,sp. 2,y
2060.pdf,C86 ,Acropora,hyacinthus,y
2060.pdf,C87 ,Acropora,hyacinthus,y
2060.pdf,C88 ,Acropora,hyacinthus,y
2060.pdf,C89 ,Acropora,hyacinthus,y
2060.pdf,C90 ,Acropora,hyacinthus,y
2060.pdf,C91 ,Pavona,cf. duerdeni,y
2060.pdf,C92 ,Pavona,cf. duerdeni,y
2060.pdf,C93 ,Pavona,cf. duerdeni,y
2060.pdf,C94 ,Pavona,cf. duerdeni,y
2060.pdf,C95 ,Pavona,cf. duerdeni,y
2060.pdf,C97 ,Echinopora,sp.,y
2060.pdf,C98 ,Echinopora,sp.,y
2060.pdf,C99 ,Echinopora,sp.,y
2060.pdf,C100 ,Echinopora,sp.,y
2060.pdf,E1 ,Acropora,verweyi,y
2060.pdf,E2 ,Acropora,verweyi,y
2060.pdf,E3 ,Acropora,verweyi,y
2060.pdf,E4 ,Acropora,verweyi,y
2060.pdf,E5 ,Acropora,verweyi,y
2060.pdf,E6 ,Acropora,cf. nasuta,y
2060.pdf,E7 ,Acropora,cf. nasuta,y
2060.pdf,E8 ,Acropora,cf. nasuta,y
2060.pdf,E9 ,Acropora,cf. nasuta,y
2060.pdf,E10 ,Acropora,cf. nasuta,y
2060.pdf,E11 ,Psammocora,contigua,y
2060.pdf,E12 ,Psammocora,contigua,y
2060.pdf,E13 ,Psammocora,contigua,y
2060.pdf,E14 ,Psammocora,contigua,y
2060.pdf,E15 ,Psammocora,contigua,y
2060.pdf,E16 ,Porites,cf. lutea,y
2060.pdf,E17 ,Porites,cf. lutea,y
2060.pdf,E18 ,Porites,cf. lutea,y
2060.pdf,E18 ,Porites,cf. lutea,y
2060.pdf,E19 ,Porites,cf. lutea,y
2060.pdf,E20 ,Porites,cf. lutea,y
2060.pdf,E21 ,Hydnophora,cf. microconos,y
2060.pdf,E22 ,Hydnophora,cf. microconos,y
2060.pdf,E23 ,Hydnophora,cf. microconos,y
2060.pdf,E24 ,Hydnophora,cf. microconos,y
2060.pdf,E25 ,Hydnophora,cf. microconos,y
2060.pdf,E26 ,Acropora,cf. globiceps,y
2060.pdf,E27 ,Acropora,cf. globiceps,y
2060.pdf,E28 ,Acropora,cf. globiceps,y
2060.pdf,E29 ,Acropora,cf. globiceps,y
2060.pdf,E30 ,Acropora,cf. globiceps,y
2060.pdf,E31 ,Pocillopora,cf. meandrina,y
2060.pdf,E32 ,Pocillopora,cf. meandrina,y
2060.pdf,E33 ,Pocillopora,cf. meandrina,y
2060.pdf,E34 ,Pocillopora,cf. meandrina,y
2060.pdf,E35 ,Pocillopora,cf. meandrina,y
2060.pdf,E36 ,Acropora,aff. valida,y
2060.pdf,E37 ,Acropora,aff. valida,y
2060.pdf,E38 ,Acropora,aff. valida,y
2060.pdf,E39 ,Acropora,aff. valida,y
2060.pdf,E40 ,Acropora,aff. valida,y
2060.pdf,E41 ,Leptoria,phrygia,y
2060.pdf,E42 ,Leptoria,phrygia,y
2060.pdf,E43 ,Leptoria,phrygia,y
2060.pdf,E44 ,Leptoria,phrygia,y
2060.pdf,E45 ,Leptoria,phrygia,y
2060.pdf,E46 ,Pocillopora,cf. damicornis,y
2060.pdf,E47 ,Pocillopora,cf. damicornis,y
2060.pdf,E48 ,Pocillopora,cf. damicornis,y
2060.pdf,E50 ,Pocillopora,cf. damicornis,y
2060.pdf,E51 ,Acropora,sp. 1,y
2060.pdf,E52 ,Acropora,sp. 1,y
2060.pdf,E53 ,Acropora,sp. 1,y
2060.pdf,E54 ,Acropora,sp. 1,y
2060.pdf,E55 ,Acropora,sp. 1,y
2060.pdf,E56 ,Leptastrea,purpurea,y
2060.pdf,E57 ,Leptastrea,purpurea,y
2060.pdf,E58 ,Leptastrea,purpurea,y
2060.pdf,E59 ,Leptastrea,purpurea,y
2060.pdf,E60 ,Leptastrea,purpurea,y
2060.pdf,E61 ,Hydnophora,cf. exesa,y
2060.pdf,E62 ,Hydnophora,cf. exesa,y
2060.pdf,E63 ,Hydnophora,cf. exesa,y
2060.pdf,E64 ,Hydnophora,cf. exesa,y
2060.pdf,E65 ,Hydnophora,cf. exesa,y
2060.pdf,E66 ,Psammocora,sp. 2,y
2060.pdf,E67 ,Psammocora,sp. 2,y
2060.pdf,E68 ,Psammocora,sp. 2,y
2060.pdf,E69 ,Psammocora,sp. 2,y
2060.pdf,E70 ,Psammocora,sp. 2,y
2060.pdf,E71 ,Galaxea,cf. fascicularis,y
2060.pdf,E74 ,Galaxea,cf. fascicularis,y
2060.pdf,E75 ,Galaxea,cf. fascicularis,y
2060.pdf,E73 ,Galaxea,cf. fascicularis,y
2060.pdf,E72 ,Galaxea,cf. fascicularis,y
2060.pdf,E76 ,Astrea,curta,y
2060.pdf,E77 ,Astrea,curta,y
2060.pdf,E78 ,Astrea,curta,y
2060.pdf,E79 ,Astrea,curta,y
2060.pdf,E80 ,Astrea,curta,y
2060.pdf,E81 ,Acropora,sp. 2,y
2060.pdf,E82 ,Acropora,sp. 2,y
2060.pdf,E83 ,Acropora,sp. 2,y
2060.pdf,E84 ,Acropora,sp. 2,y
2060.pdf,E85 ,Acropora,sp. 2,y
2060.pdf,E86 ,Acropora,hyacinthus,y
2060.pdf,E87 ,Acropora,hyacinthus,y
2060.pdf,E88 ,Acropora,hyacinthus,y
2060.pdf,E89 ,Acropora,hyacinthus,y
2060.pdf,E90 ,Acropora,hyacinthus,y
2060.pdf,E91 ,Pavona,cf. duerdeni,y
2060.pdf,E92 ,Pavona,cf. duerdeni,y
2060.pdf,E93 ,Pavona,cf. duerdeni,y
2060.pdf,E94 ,Pavona,cf. duerdeni,y
2060.pdf,E95 ,Pavona,cf. duerdeni,y
2060.pdf,E97 ,Echinopora,sp.,y
2060.pdf,E98 ,Echinopora,sp.,y
2060.pdf,E99 ,Echinopora,sp.,y
2060.pdf,E100 ,Echinopora,sp.,y
