index,sample_name,host_genus_meta,host_species_meta,published
1933.pdf,SEM_O15,,,y
1933.pdf,SEM_O11,,,y
1933.pdf,SEM_D04,,,y
1933.pdf,KUS_O01,,,y
1933.pdf,KUS_M03,,,y
1933.pdf,KUS_M02,,,y
1933.pdf,RAF_D15,,,y
1933.pdf,KUS_M15,,,y
1933.pdf,KUS_M04,,,y
1933.pdf,SEM_O13,,,y
1933.pdf,PJO_O11,,,y
1933.pdf,SEM_D05,,,y
1933.pdf,PHA_M13,,,y
1933.pdf,SEM_D10,,,y
1933.pdf,KUS_M12,,,y
1933.pdf,KUS_M09,,,y
1933.pdf,SEM_D11,,,y
1933.pdf,KUS_M14,,,y
1933.pdf,SEM_O06,,,y
1933.pdf,KUS_M10,,,y
1933.pdf,KUS_M11,,,y
1933.pdf,KUS_D13,,,y
1933.pdf,KUS_M05,,,y
1933.pdf,KUS_O08,,,y
1933.pdf,KUS_M08,,,y
1933.pdf,KUS_M06,,,y
1933.pdf,KUS_M13,,,y
1933.pdf,RAF_D07,,,y
1933.pdf,SEM_D15,,,y
1933.pdf,KUS_D07,,,y
1933.pdf,KUS_D11,,,y
1933.pdf,KUS_D09,,,y
1933.pdf,SEM_A03,,,y
1933.pdf,SEM_A13,,,y
1933.pdf,RAF_M01,,,y
1933.pdf,KUS_D08,,,y
1933.pdf,KUS_M07,,,y
1933.pdf,SEM_D08,,,y
1933.pdf,KUS_D14,,,y
1933.pdf,RAF_M06,,,y
1933.pdf,SEM_D14,,,y
1933.pdf,SEM_D02,,,y
1933.pdf,KUS_D04,,,y
1933.pdf,KUS_D03,,,y
1933.pdf,KUS_D15,,,y
1933.pdf,KUS_M01,,,y
1933.pdf,KUS_D05,,,y
1933.pdf,RAF_M14,,,y
1933.pdf,SEM_D03,,,y
1933.pdf,RAF_M05,,,y
1933.pdf,RAF_M12,,,y
1933.pdf,KUS_D12,,,y
1933.pdf,SEM_D13,,,y
1933.pdf,RAF_O15,,,y
1933.pdf,PJO_D12,,,y
1933.pdf,SIS_A14,,,y
1933.pdf,SEM_P02,,,y
1933.pdf,RAF_A06,,,y
1933.pdf,PJO_O04,,,y
1933.pdf,SEM_A12,,,y
1933.pdf,SEM_D09,,,y
1933.pdf,PHA_M05,,,y
1933.pdf,PHA_M03,,,y
1933.pdf,KUS_D01,,,y
1933.pdf,SEM_D06,,,y
1933.pdf,PHA_D07,,,y
1933.pdf,RAF_D02,,,y
1933.pdf,PHA_M04,,,y
1933.pdf,KUS_D10,,,y
1933.pdf,SEM_P05,,,y
1933.pdf,SEM_A08,,,y
