index,sample_name,host_genus_meta,host_species_meta,published
S18,B-60-14,,,y
S18,S-60-3,,,y
S18,S-60-5,,,y
S18,B-60-15,,,y
S18,B-53-6,,,y
S18,S-60-9,,,y
S18,S-br-8,,,y
S18,B-6-16,,,y
S18,B-6-7,,,y
S18,S-53-20,,,y
S18,C1,,,y
S18,B-6-24,,,y
S18,S-53-27,,,y
S18,S-gr-7,,,y
S18,S-gr-6,,,y
S18,S-gr-4,,,y
S18,S-br-6,,,y
S18,S-6-31,,,y
S18,S-6-30,,,y
S18,S-6-17,,,y
S18,S-53-17,,,y
S18,B-gr-2,,,y
S18,B-gr-1,,,y
S18,B-br-3,,,y
S18,B-br-2,,,y
S18,B-br-1,,,y
S18,B-60-25,,,y
S18,B-53-43,,,y
S18,B-53-11,,,y
