index,sample_name,host_genus_meta,host_species_meta,published
S5,122_march,,,y
S5,120_april,,,y
S5,153_march,,,y
S5,172_march,,,y
S5,103_march,,,y
S5,318_april,,,y
S5,358_march,,,y
S5,319_april,,,y
S5,126_march,,,y
S5,308_march,,,y
S5,360_march,,,y
S5,367_march,,,y
S5,102_april,,,y
S5,317_april,,,y
S5,310_march,,,y
S5,373_march,,,y
S5,315_march,,,y
S5,107_march,,,y
S5,157_march,,,y
S5,171_march,,,y
S5,307_march,,,y
S5,311_march,,,y
S5,308_april,,,y
S5,321_march,,,y
S5,114_march,,,y
S5,103_april,,,y
S5,118_april,,,y
S5,122_april,,,y
S5,365_march,,,y
S5,121_march,,,y
S5,357_march,,,y
S5,312_april,,,y
S5,113_april,,,y
S5,322_april,,,y
S5,114_april,,,y
S5,323_march,,,y
S5,125_march,,,y
S5,371_march,,,y
S5,310_april,,,y
S5,314_april,,,y
S5,309_april,,,y
S5,107_april,,,y
S5,117_april,,,y
S5,121_april,,,y
S5,307_april,,,y
S5,305_april,,,y
S5,303_march,,,y
S5,321_april,,,y
S5,105_april,,,y
S5,323_april,,,y
S5,316_april,,,y
S5,111_april,,,y
S5,315_april,,,y
S5,262_march,,,y
S5,110_april,,,y
S5,111_march,,,y
S5,119_april,,,y
S5,306_april,,,y
S5,320_april,,,y
S5,320_march,,,y
S5,370_march,,,y
S5,414_april,,,y
S5,414_march,,,y
S5,407_april,,,y
S5,401_march,,,y
S5,205_april,,,y
S5,409_april,,,y
S5,201_march,,,y
S5,405_april,,,y
S5,222_march,,,y
S5,412_april,,,y
S5,222_april,,,y
S5,215_march,,,y
S5,224_april,,,y
S5,210_april,,,y
S5,211_april,,,y
S5,220_april,,,y
S5,413_april,,,y
S5,406_april,,,y
S5,202_april,,,y
S5,210_march,,,y
S5,216_april,,,y
S5,420_march,,,y
S5,419_april,,,y
S5,420_april,,,y
S5,215_april,,,y
S5,212_march,,,y
S5,423_april,,,y
S5,455_march,,,y
S5,201_april,,,y
S5,202_march,,,y
S5,410_march,,,y
S5,208_march,,,y
S5,214_march,,,y
S5,208_april,,,y
S5,423_march,,,y
S5,418_april,,,y
S5,204_april,,,y
S5,206_april,,,y
S5,422_march,,,y
S5,415_april,,,y
S5,206_march,,,y
S5,417_april,,,y
S5,422_april,,,y
S5,402_march,,,y
S5,207_april,,,y
S5,416_april,,,y
S5,403_march,,,y
S5,424_march,,,y
S5,207_march,,,y
S5,212_april,,,y
S5,209_april,,,y
S5,453_march,,,y
S5,101_march,,,y
S5,101_april,,,y
S5,151_march,,,y
S5,361_march,,,y
S5,311_april,,,y
S5,115_april,,,y
S5,217_march,,,y
S5,301_march,,,y
S5,165_march,,,y
S5,313_april,,,y
S5,356_march,,,y
S5,267_march,,,y
S5,408_march,,,y
S5,301_april,,,y
S5,104_march,,,y
S5,104_april,,,y
S5,116_april,,,y
S5,302_march,,,y
S5,306_march,,,y
S5,119_march,,,y
S5,112_april,,,y
S5,115_march,,,y
S5,158_march,,,y
S5,108_april,,,y
S5,123_april,,,y
S5,106_april,,,y
S5,123_march,,,y
S5,304_april,,,y
S5,302_april,,,y
S5,109_march,,,y
S5,324_april,,,y
S5,324_march,,,y
S5,374_march,,,y
S5,404_april,,,y
S5,223_april,,,y
S5,219_april,,,y
S5,411_april,,,y
S5,408_april,,,y
S5,471_march,,,y
S5,218_march,,,y
S5,411_march,,,y
S5,258_march,,,y
S5,218_april,,,y
S5,413_march,,,y
S5,472_march,,,y
S5,124_april,,,y
S5,317_march,,,y
S5,354_march,,,y
S5,304_march,,,y
S5,109_april,,,y
S5,421_april,,,y
S5,108_march,,,y
S5,473_march,,,y
S5,424_april,,,y
S5,neg_control_2,,,y
S5,neg_control_1,,,y
S5,410_april,,,y
S5,403_april,,,y
S5,402_april,,,y
S5,221_april,,,y
S5,213_april,,,y
S5,203_april,,,y
