sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A3d	A1	23152_A	23153_A	23154_A	23155_A	A3	61701_A	22756_A	3205_A	63478_A	259661_A	22907_A	23171_A	23001_A	63479_A	259664_A	63480_A	259665_A	23172_A	23262_B	C3z	C15	C3	C1	C3.10	C3an	C3bq	C1b	C115	C3u	20879_C	C15ad	C116	C15ai	20868_C	C1u	20867_C	C3b	4687_C	529_C	20865_C	10874_C	22480_C	61723_C	21656_C	C116i	1010_C	7149_C	3890_C	1147_C	22914_C	C1al	17200_C	21791_C	776_C	735_C	7844_C	C115g	15308_C	14856_C	C15h	22608_C	4073_C	19804_C	21556_C	C21ab	12985_C	22617_C	20875_C	22913_C	C18a	C15bo	536_C	526_C	22920_C	21639_C	21554_C	22915_C	20896_C	22916_C	4710_C	23253_C	C3.2	20900_C	C15an	C115e	C15az	22771_C	22210_C	22800_C	C15m	542_C	C15r	17830_C	8749_C	10833_C	22801_C	1199_C	20884_C	22805_C	23159_C	8371_C	22802_C	22578_C	20877_C	10479_C	22803_C	C115a	C116l	22618_C	22923_C	22804_C	22919_C	5357_C	C93a	15105_C	3289_C	C15bp	22005_C	22933_C	1813_C	141_C	20910_C	22681_C	22786_C	1714_C	3925_C	21555_C	892_C	22806_C	5761_C	20880_C	9922_C	5501_C	671_C	23055_C	22949_C	22930_C	6394_C	C3db	719_C	22790_C	22082_C	18596_C	22792_C	23138_C	20873_C	22476_C	20882_C	C3cx	1194_C	20892_C	8938_C	11963_C	23156_C	3429_C	C15s	21565_C	22793_C	23160_C	10892_C	12054_C	C15cr	22621_C	21558_C	710_C	C15bq	23271_C	21557_C	23046_C	C15.8	23067_C	22243_C	8382_C	22807_C	8914_C	21562_C	11804_C	2441_C	20869_C	15890_C	20870_C	20871_C	23254_C	22947_C	22629_C	C116g	20881_C	10349_C	122929_C	22948_C	772_C	10124_C	22983_C	22627_C	22630_C	22984_C	22985_C	C3de	C3cl	2553_C	10125_C	2555_C	10128_C	10391_C	C1c	1593_C	1617_C	259662_C	4679_C	23239_C	22843_C	4709_C	10953_C	740_C	773_C	C15cb	C15cq	21561_C	1335_C	259663_C	1915_C	D1	D4	D2	D4c	D9	D2c	D2.2	D1h	D4f	D1c	63402_D	D6	21097_D	11298_D	16303_D	21099_D	D17c	21100_D	22379_D	21098_D	D1r	D17d	D17e	20623_D	945_D	D1m	D17k	10198_D	D1k	14506_D	63403_D	D5m	21107_D	21104_D	D17j	63442_D	63404_D	11438_D	D17l	9233_D	63409_D	14546_D	63415_D	20688_D	23012_D	937_D	22607_D	63405_D	63416_D	63406_D	63441_D	22588_D	D4q	13138_D	63407_D	2615_D	22383_D	D6c	63411_D	10203_D	22587_D	63408_D	63414_D	21120_D	22710_D	23016_D	21110_D	63410_D	910_D	D4d	21108_D	63430_D	D1u	21111_D	63418_D	63424_D	22658_D	18844_D	10201_D	14041_D	7487_D	23275_D	63417_D	936_D	63444_D	63413_D	10759_D	947_D	23019_D	14522_D	10757_D	10527_D	63440_D	1754_D	8418_D	22380_D	22782_D	15695_D	22661_D	22828_D	3878_D	22381_D	22831_D	2575_D	22783_D	12761_D	63501_D	14374_D	12527_D	66128_D	6882_D	11764_D	22382_D	22384_D	D2a	22655_D	22592_D	22819_D	22697_D	22784_D	22785_D	23075_D	13837_D	25562_D	15842_D	13995_D	G3c	G3d
74186	48-SEYITS2	86071	47859	1218	47859	1218	0	0	0	0	46466	35	7	0	1212	158	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Faviidae	Coelastrea	aspera	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	28279	0	8085	0	2557	1729	1079	0	1072	0	0	0	0	0	427	0	382	327	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	259	74	62	0	0	76	0	26	0	0	0	0	39	22	0	78	0	0	0	55	57	61	0	0	44	20	0	0	0	0	24	0	0	23	0	0	0	18	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74147	9-SEYITS2	62131	43129	920	43129	920	0	0	0	0	41787	21	0	0	2710	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28873	0	4005	0	1648	1126	1176	0	1497	0	0	0	0	0	510	0	391	403	0	0	0	0	0	705	0	0	191	0	0	0	0	0	0	340	0	0	0	249	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74151	13-SEYITS2	64030	41311	1105	41311	1105	0	0	0	0	39242	34	0	0	1606	36	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24091	0	4278	0	2137	1338	1042	0	2803	0	0	0	0	0	643	0	0	299	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	293	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	70	0	26	10	0	0	0	0	0	0	5	0	0	0	0	21	0	6	0	14	21	18	0	0	0	5	0	0	0	7	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74148	10-SEYITS2	55737	42323	1075	42323	1075	0	0	0	0	40594	21	0	0	3078	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23116	0	6087	0	3121	1618	2075	0	688	0	0	0	0	0	1101	0	671	442	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	43	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74150	12-SEYITS2	49971	31252	827	31252	827	0	0	0	0	30152	17	0	0	2339	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18668	0	3344	0	1528	1179	759	0	1660	0	0	0	0	0	300	0	232	348	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	243	0	0	0	320	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	525	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74146	8-SEYITS2	53642	35121	878	35121	878	0	0	0	0	33332	30	0	0	1634	4	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20527	0	4781	0	1262	1264	698	0	877	0	0	0	1164	0	231	0	264	266	0	0	0	0	0	336	0	0	148	0	0	0	0	0	0	164	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	44	15	0	0	0	0	0	5	0	0	5	0	0	0	0	7	0	0	0	6	5	11	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74164	26-SEYITS2	62314	46475	1181	46465	1179	0	0	10	2	45298	33	0	0	982	185	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26376	0	6436	0	3291	1836	1049	0	978	0	0	0	0	0	479	0	503	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	659	105	198	0	0	0	0	17	44	0	88	0	0	0	0	164	0	0	0	128	142	124	0	0	0	67	0	0	0	0	53	0	0	91	0	0	0	78	30	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	28	0	0	0	0	18	0	0	0	28	0	0	0	0	0	0	0	0	19	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74145	7-SEYITS2	46890	34440	807	34436	806	0	0	4	1	33386	39	0	0	1117	155	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20703	0	4210	0	1334	1139	618	0	875	0	0	0	0	0	214	0	165	276	0	0	0	0	0	297	0	0	142	0	0	0	0	0	0	162	0	0	0	182	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1195	523	102	142	0	0	0	0	17	13	0	11	0	24	0	0	135	0	0	0	119	146	144	0	0	0	59	0	0	0	0	37	0	0	68	0	0	0	66	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	12	0	0	0	0	0	0	13	0	0	15	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74187	neg-con1-SEYITS2	13112	8877	310	8877	310	0	0	0	0	8578	23	0	0	373	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	2016-04-01	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5392	0	1139	115	205	156	238	109	111	0	0	0	0	0	92	83	62	78	0	0	78	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	137	25	24	0	0	0	0	8	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74165	27-SEYITS2	50969	37829	936	37822	935	0	0	7	1	36385	31	0	0	613	125	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22349	0	4309	0	1540	976	771	0	386	0	0	0	0	0	237	0	376	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2316	1186	172	228	0	0	0	25	0	89	0	120	0	0	0	0	99	0	0	0	132	109	134	0	0	0	66	0	0	0	0	76	0	0	58	0	0	0	43	60	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	21	24	0	0	0	0	0	0	0	0	0	0	24	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74141	3-SEYITS2	88978	34324	1058	34320	1057	0	0	4	1	32987	28	0	11	1248	120	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Faviidae	Coelastrea	aspera	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12426	0	3665	0	442	279	490	0	447	0	0	0	0	0	87	0	268	189	0	0	0	0	0	113	0	0	138	0	0	0	0	0	0	152	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6689	4175	284	539	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74188	neg-con2-SEYITS2	7220	3709	142	3709	142	0	0	0	0	3631	27	0	0	64	22	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	2016-04-01	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	0	341	142	39	22	37	128	24	0	0	0	0	0	0	78	13	13	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	397	62	80	0	0	0	22	33	9	0	14	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74139	1-SEYITS2	51437	508	23	495	22	13	1	0	0	489	13	0	0	13	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Faviidae	Coelastrea	aspera	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	7	118	0	5	5	0	0	6	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74167	29-SEYITS2	43664	31953	842	31953	842	0	0	0	0	30872	18	0	0	2757	6	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20217	0	3988	0	1368	819	1385	0	0	0	0	0	0	0	449	0	516	251	0	0	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	223	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
