sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A3d	A1	23152_A	23153_A	23154_A	23155_A	A3	61701_A	22756_A	3205_A	63478_A	259661_A	22907_A	23171_A	23001_A	63479_A	259664_A	63480_A	259665_A	23172_A	23262_B	C3z	C15	C3	C1	C3.10	C3an	C3bq	C1b	C115	C3u	20879_C	C15ad	C116	C15ai	20868_C	C1u	20867_C	C3b	4687_C	529_C	20865_C	10874_C	22480_C	61723_C	21656_C	C116i	1010_C	7149_C	3890_C	1147_C	22914_C	C1al	17200_C	21791_C	776_C	735_C	7844_C	C115g	15308_C	14856_C	C15h	22608_C	4073_C	19804_C	21556_C	C21ab	12985_C	22617_C	20875_C	22913_C	C18a	C15bo	536_C	526_C	22920_C	21639_C	21554_C	22915_C	20896_C	22916_C	4710_C	23253_C	C3.2	20900_C	C15an	C115e	C15az	22771_C	22210_C	22800_C	C15m	542_C	C15r	17830_C	8749_C	10833_C	22801_C	1199_C	20884_C	22805_C	23159_C	8371_C	22802_C	22578_C	20877_C	10479_C	22803_C	C115a	C116l	22618_C	22923_C	22804_C	22919_C	5357_C	C93a	15105_C	3289_C	C15bp	22005_C	22933_C	1813_C	141_C	20910_C	22681_C	22786_C	1714_C	3925_C	21555_C	892_C	22806_C	5761_C	20880_C	9922_C	5501_C	671_C	23055_C	22949_C	22930_C	6394_C	C3db	719_C	22790_C	22082_C	18596_C	22792_C	23138_C	20873_C	22476_C	20882_C	C3cx	1194_C	20892_C	8938_C	11963_C	23156_C	3429_C	C15s	21565_C	22793_C	23160_C	10892_C	12054_C	C15cr	22621_C	21558_C	710_C	C15bq	23271_C	21557_C	23046_C	C15.8	23067_C	22243_C	8382_C	22807_C	8914_C	21562_C	11804_C	2441_C	20869_C	15890_C	20870_C	20871_C	23254_C	22947_C	22629_C	C116g	20881_C	10349_C	122929_C	22948_C	772_C	10124_C	22983_C	22627_C	22630_C	22984_C	22985_C	C3de	C3cl	2553_C	10125_C	2555_C	10128_C	10391_C	C1c	1593_C	1617_C	259662_C	4679_C	23239_C	22843_C	4709_C	10953_C	740_C	773_C	C15cb	C15cq	21561_C	1335_C	259663_C	1915_C	D1	D4	D2	D4c	D9	D2c	D2.2	D1h	D4f	D1c	63402_D	D6	21097_D	11298_D	16303_D	21099_D	D17c	21100_D	22379_D	21098_D	D1r	D17d	D17e	20623_D	945_D	D1m	D17k	10198_D	D1k	14506_D	63403_D	D5m	21107_D	21104_D	D17j	63442_D	63404_D	11438_D	D17l	9233_D	63409_D	14546_D	63415_D	20688_D	23012_D	937_D	22607_D	63405_D	63416_D	63406_D	63441_D	22588_D	D4q	13138_D	63407_D	2615_D	22383_D	D6c	63411_D	10203_D	22587_D	63408_D	63414_D	21120_D	22710_D	23016_D	21110_D	63410_D	910_D	D4d	21108_D	63430_D	D1u	21111_D	63418_D	63424_D	22658_D	18844_D	10201_D	14041_D	7487_D	23275_D	63417_D	936_D	63444_D	63413_D	10759_D	947_D	23019_D	14522_D	10757_D	10527_D	63440_D	1754_D	8418_D	22380_D	22782_D	15695_D	22661_D	22828_D	3878_D	22381_D	22831_D	2575_D	22783_D	12761_D	63501_D	14374_D	12527_D	66128_D	6882_D	11764_D	22382_D	22384_D	D2a	22655_D	22592_D	22819_D	22697_D	22784_D	22785_D	23075_D	13837_D	25562_D	15842_D	13995_D	G3c	G3d
74163	25-SEYITS2	46343	36119	799	36119	799	0	0	0	0	34544	13	0	0	3096	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	gemmifera	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22547	0	4492	0	1700	1166	1237	0	0	0	0	0	0	0	515	0	559	306	0	0	1095	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	274	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74180	42-SEYITS2	59484	31681	880	31681	880	0	0	0	0	30134	26	16	0	2430	23	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	17646	0	4180	0	769	421	1075	0	0	0	0	0	0	0	320	0	540	222	0	0	759	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2081	815	127	121	0	0	0	0	46	17	0	0	0	23	0	0	27	0	0	0	23	29	47	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74178	40-SEYITS2	72283	47791	1278	47765	1275	21	2	5	1	45543	36	0	0	3425	798	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25170	0	4246	0	1727	1168	1480	0	0	0	0	0	0	0	552	0	537	0	0	0	1314	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	262	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3041	380	0	0	0	201	1815	0	0	0	0	0	58	0	0	98	221	125	0	154	200	228	181	0	0	906	117	0	0	0	0	0	40	54	122	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	60	0	0	0	55	0	0	48	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74189	test-1-SEYITS2	42056	1261	31	1261	31	0	0	0	0	1243	9	0	0	40	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	2016-04-01	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	205	7	242	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74157	19-SEYITS2	61660	42949	820	42946	819	0	0	3	1	41866	22	51	0	6618	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	27	0	0	14	0	0	0	0	6	0	4	0	0	0	0	31645	0	0	0	0	0	0	0	0	0	1494	1137	304	0	0	0	0	700	186	0	824	626	0	464	617	0	0	0	1162	570	0	291	0	0	0	0	0	0	394	0	0	395	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74171	33-SEYITS2	58685	39617	855	39610	853	7	2	0	0	38644	27	0	0	7366	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26939	0	0	0	0	0	0	0	0	0	1363	973	1280	0	0	0	0	487	465	0	334	489	0	696	513	0	332	0	420	381	0	615	0	0	0	0	0	0	194	0	0	230	736	0	0	0	0	0	462	0	0	382	190	372	0	0	334	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74169	31-SEYITS2	44338	32631	738	32628	737	3	1	0	0	31806	18	0	0	7365	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19924	0	0	0	0	0	0	0	0	0	1127	698	2692	0	0	0	0	291	940	0	0	603	0	538	0	0	0	0	326	0	0	540	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	663	0	0	444	719	384	0	0	411	0	432	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74173	35-SEYITS2	53532	40304	859	40304	859	0	0	0	0	38941	33	0	0	8088	14	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25807	0	0	0	0	0	0	0	0	0	1619	1369	1434	0	0	0	0	402	649	0	677	225	0	820	225	0	0	0	474	170	0	917	0	0	0	0	0	0	509	0	0	241	799	0	0	0	0	0	240	0	315	400	213	375	0	0	234	0	242	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74172	34-SEYITS2	75603	40015	1026	39978	1020	0	0	37	6	38308	42	0	0	3508	2759	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25763	0	0	0	0	0	0	0	0	0	685	498	626	0	0	0	0	819	0	0	659	0	0	0	356	0	0	0	0	348	0	0	0	0	385	0	0	0	191	0	0	211	0	304	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	230	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	3028	0	0	0	0	0	459	0	0	0	0	0	0	0	625	0	0	0	0	0	211	0	73	219	0	0	268	79	0	0	0	60	192	0	0	0	55	92	46	0	59	62	0	89	40	52	0	0	0	32	51	0	0	0	48	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74174	36-SEYITS2	50386	32074	735	32060	732	0	0	14	3	30992	48	0	0	4427	2351	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20020	0	0	0	0	0	0	0	0	0	864	610	145	0	0	0	0	348	0	0	401	233	0	238	496	0	804	0	140	489	0	0	0	0	0	0	0	0	221	0	0	259	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	172	0	0	0	0	189	0	122	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	1796	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	52	208	0	0	56	53	0	0	0	308	100	0	0	0	164	68	130	0	72	66	0	0	78	36	99	0	45	43	0	0	0	0	0	0	0	0	35	0	0	46	0	0	0	0	0	37	0	0	0	28	0	0	0	0	0	22	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74190	test-2-SEYITS2	42416	6285	230	6285	230	0	0	0	0	6122	19	125	0	476	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	2016-04-01	NoData	590	0	42	30	28	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	46	3587	0	0	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	24	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74158	20-SEYITS2	72760	47357	899	47357	899	0	0	0	0	45689	31	0	0	8430	42	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33772	0	0	0	0	0	0	0	0	0	253	550	245	0	0	0	0	1227	0	0	703	1463	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	1993	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	238	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	36	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	5	0	0	4	0	0
74170	32-SEYITS2	38982	30222	600	30222	600	0	0	0	0	29318	21	0	0	5837	0	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.30972222	55.72444444	2016-04-01	12-13m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21039	0	0	0	0	0	0	0	0	0	841	788	0	0	0	0	0	458	0	0	440	174	0	169	806	0	1632	0	0	640	0	0	0	0	0	0	0	0	292	0	0	395	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	262	0	0	0	0	221	0	271	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74159	21-SEYITS2	50271	35969	811	35969	811	0	0	0	0	34635	23	0	0	8257	5	0	0	0	0	0	coral	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	lutea	-4.28194444	55.07555556	2016-04-01	10-14m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24824	0	0	0	0	0	0	0	0	0	352	393	0	0	0	0	0	385	0	0	335	288	0	454	213	0	0	2778	328	0	0	0	0	1878	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	573	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	191	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
