sample_name,name,value,index,host_genus_meta,host_species_meta,published,sample_name_index
C99,C3-C3fo-C3a,22061.0,2060.pdf,Echinopora,sp.,y,C99-2060.pdf
C100,C3-C3fo-C3a,31668.0,2060.pdf,Echinopora,sp.,y,C100-2060.pdf
C98,C3-C3fo-C3a,50006.0,2060.pdf,Echinopora,sp.,y,C98-2060.pdf
E99,C3-C3fo-C3a,41867.0,2060.pdf,Echinopora,sp.,y,E99-2060.pdf
E32,C42.2-C42aq-C1-C42ar,50581.0,2060.pdf,Pocillopora,cf. meandrina,y,E32-2060.pdf
C33,C42.2-C42aq-C1-C42ar,52595.0,2060.pdf,Pocillopora,cf. meandrina,y,C33-2060.pdf
E33,C42.2-C42aq-C1-C42ar,45248.0,2060.pdf,Pocillopora,cf. meandrina,y,E33-2060.pdf
C32,C42.2-C42aq-C1-C42ar,55799.0,2060.pdf,Pocillopora,cf. meandrina,y,C32-2060.pdf
C92,C21/C3,20853.0,2060.pdf,Pavona,cf. duerdeni,y,C92-2060.pdf
C91,C21/C3,20720.0,2060.pdf,Pavona,cf. duerdeni,y,C91-2060.pdf
E50,C42a-C42.2-C1-C1b-C42b-C1au,32240.0,2060.pdf,Pocillopora,cf. damicornis,y,E50-2060.pdf
C50,C42a-C42.2-C1-C1b-C42b-C1au,51610.0,2060.pdf,Pocillopora,cf. damicornis,y,C50-2060.pdf
E34,C42a/C1b/C1-C42.2-C42b,33359.0,2060.pdf,Pocillopora,cf. meandrina,y,E34-2060.pdf
C34,C42a/C1b/C1-C42.2-C42b,37691.0,2060.pdf,Pocillopora,cf. meandrina,y,C34-2060.pdf
E31,C42g/C42a/C1/C42.2-C42h-C42b-C1b,36624.0,2060.pdf,Pocillopora,cf. meandrina,y,E31-2060.pdf
C31,C42g/C42a/C1/C42.2-C42h-C42b-C1b,27157.0,2060.pdf,Pocillopora,cf. meandrina,y,C31-2060.pdf
E59,C3/C1,18802.0,2060.pdf,Leptastrea,purpurea,y,E59-2060.pdf
E59,C1y,21851.0,2060.pdf,Leptastrea,purpurea,y,E59-2060.pdf
C35,C42.2/C1-C42i-C3-C1b-C1au,42880.0,2060.pdf,Pocillopora,cf. meandrina,y,C35-2060.pdf
E35,A1-A1bw-A1bf-A1bx,919.0,2060.pdf,Pocillopora,cf. meandrina,y,E35-2060.pdf
E35,C42.2/C1-C42i-C3-C1b-C1au,46196.0,2060.pdf,Pocillopora,cf. meandrina,y,E35-2060.pdf
C19,C15-C15by,39451.0,2060.pdf,Porites,cf. lutea,y,C19-2060.pdf
E91,C1y,2768.0,2060.pdf,Pavona,cf. duerdeni,y,E91-2060.pdf
E91,C1/C42.2/C3-C1b,3310.0,2060.pdf,Pavona,cf. duerdeni,y,E91-2060.pdf
Q15GX1,C1/C39/C41-C1b-C1w-C39a,31991.0,2537.pdf,NA,NA,y,Q15GX1-2537.pdf
Q30GX5,C1/C39/C41-C1b-C1w-C39a,74988.0,2537.pdf,NA,NA,y,Q30GX5-2537.pdf
Q15GX4,C1/C39/C41-C1b-C1w-C39a,36554.0,2537.pdf,NA,NA,y,Q15GX4-2537.pdf
Q15GX8,C1/C39/C41-C1b-C1w-C39a,31328.0,2537.pdf,NA,NA,y,Q15GX8-2537.pdf
Q15GX2,C1/C39/C41-C1b-C1w-C39a,39017.0,2537.pdf,NA,NA,y,Q15GX2-2537.pdf
SN1GX7,C1/C39/C41-C1b-C1w-C39a,34799.0,2537.pdf,NA,NA,y,SN1GX7-2537.pdf
SN1GX8,C1/C39/C41-C1b-C1w-C39a,36529.0,2537.pdf,NA,NA,y,SN1GX8-2537.pdf
SN1GX9,C1/C39/C41-C1b-C1w-C39a,28923.0,2537.pdf,NA,NA,y,SN1GX9-2537.pdf
Q15GX7,C1/C39/C41-C1b-C1w-C39a,58027.0,2537.pdf,NA,NA,y,Q15GX7-2537.pdf
Q1GX1,C1/C39/C41-C1b-C1w-C39a,36729.0,2537.pdf,NA,NA,y,Q1GX1-2537.pdf
Q1GX7,C1/C39/C41-C1b-C1w-C39a,73359.0,2537.pdf,NA,NA,y,Q1GX7-2537.pdf
Q1GX10,C1/C39/C41-C1b-C1w-C39a,52190.0,2537.pdf,NA,NA,y,Q1GX10-2537.pdf
Q15GX3,C1/C39/C41-C1b-C1w-C39a,55180.0,2537.pdf,NA,NA,y,Q15GX3-2537.pdf
Q1GX6,C1/C39/C41-C1b-C1w-C39a,63825.0,2537.pdf,NA,NA,y,Q1GX6-2537.pdf
SN30GX2,C1/C39/C41-C1b-C1w-C39a,37607.0,2537.pdf,NA,NA,y,SN30GX2-2537.pdf
Q15GX5,C1/C39/C41-C1b-C1w-C39a,29636.0,2537.pdf,NA,NA,y,Q15GX5-2537.pdf
Q1GX9,C1/C39/C41-C1b-C1w-C39a,39986.0,2537.pdf,NA,NA,y,Q1GX9-2537.pdf
AM30GX5,A1-A1k-A1c-A1h,286.0,2537.pdf,NA,NA,y,AM30GX5-2537.pdf
AM30GX5,C1/C39/C41-C1b-C1w-C39a,98190.0,2537.pdf,NA,NA,y,AM30GX5-2537.pdf
AM30GX4,A1-A1k-A1c-A1h,218.0,2537.pdf,NA,NA,y,AM30GX4-2537.pdf
AM30GX4,C1/C39/C41-C1b-C1w-C39a,128904.0,2537.pdf,NA,NA,y,AM30GX4-2537.pdf
Q1GX3,C1/C39/C41-C1b-C1w-C39a,35944.0,2537.pdf,NA,NA,y,Q1GX3-2537.pdf
AM15GX4,C1/C39/C41-C1b-C1w-C39a,64322.0,2537.pdf,NA,NA,y,AM15GX4-2537.pdf
Q1GX8,C1/C39/C41-C1b-C1w-C39a,56217.0,2537.pdf,NA,NA,y,Q1GX8-2537.pdf
Q30GX1,C1/C39/C41-C1b-C1w-C39a,70315.0,2537.pdf,NA,NA,y,Q30GX1-2537.pdf
Q30GX7,C1/C39/C41-C1b-C1w-C39a,67557.0,2537.pdf,NA,NA,y,Q30GX7-2537.pdf
AM15GX2,C1/C39/C41-C1b-C1w-C39a,38824.0,2537.pdf,NA,NA,y,AM15GX2-2537.pdf
Q30GX6,C1/C39/C41-C1b-C1w-C39a,79493.0,2537.pdf,NA,NA,y,Q30GX6-2537.pdf
Q1GX2,C1/C39/C41-C1b-C1w-C39a,29381.0,2537.pdf,NA,NA,y,Q1GX2-2537.pdf
AM15GX1,C1/C39/C41-C1b-C1w-C39a,87020.0,2537.pdf,NA,NA,y,AM15GX1-2537.pdf
Q1GX5,C1/C39/C41-C1b-C1w-C39a,30901.0,2537.pdf,NA,NA,y,Q1GX5-2537.pdf
SN15GX2,C1/C39/C41-C1b-C1w-C39a,42976.0,2537.pdf,NA,NA,y,SN15GX2-2537.pdf
Q30GX8,C1/C39/C41-C1b-C1w-C39a,67818.0,2537.pdf,NA,NA,y,Q30GX8-2537.pdf
AF15G3,A1/A1t-A1k-A1c-A1h,2699.0,2537.pdf,NA,NA,y,AF15G3-2537.pdf
AF15G3,C1/C39/C41-C1b-C1w-C39a,112811.0,2537.pdf,NA,NA,y,AF15G3-2537.pdf
AF15G3,D1-D4-D6-D4c-D10,1305.0,2537.pdf,NA,NA,y,AF15G3-2537.pdf
Q1GX4,C1/C39/C41-C1b-C1w-C39a,32574.0,2537.pdf,NA,NA,y,Q1GX4-2537.pdf
Q1GX4,C15h-C15k,896.0,2537.pdf,NA,NA,y,Q1GX4-2537.pdf
Q30GX9,C1/C39/C41-C1b-C1w-C39a,49496.0,2537.pdf,NA,NA,y,Q30GX9-2537.pdf
AF15GX9,A1-A1k-A1c-A1h-A1bf-A1bw-A1bx,281.0,2537.pdf,NA,NA,y,AF15GX9-2537.pdf
AF15GX9,C1/C39/C41-C1b-C1w-C39a,86000.0,2537.pdf,NA,NA,y,AF15GX9-2537.pdf
Q30GX4,C1/C39/C41-C1b-C1w-C39a,56376.0,2537.pdf,NA,NA,y,Q30GX4-2537.pdf
AF15GX3,C1/C39/C41-C1b-C1w-C39a,91503.0,2537.pdf,NA,NA,y,AF15GX3-2537.pdf
AF15GX10,C1/C39/C41-C1b-C1w-C39a,58554.0,2537.pdf,NA,NA,y,AF15GX10-2537.pdf
AF15GX7,A1-A1k-A1c-A1h-A1dl,678.0,2537.pdf,NA,NA,y,AF15GX7-2537.pdf
AF15GX7,C1/C39/C41-C1b-C1w-C39a,54013.0,2537.pdf,NA,NA,y,AF15GX7-2537.pdf
AF1GX7,A1/A1k-A1c-A1h-A1b,214.0,2537.pdf,NA,NA,y,AF1GX7-2537.pdf
AF1GX7,C1/C39/C41-C1b-C1w-C39a,39332.0,2537.pdf,NA,NA,y,AF1GX7-2537.pdf
AF1GX7,C3/C1n/C3v,2127.0,2537.pdf,NA,NA,y,AF1GX7-2537.pdf
SN15GX1,C1/C39/C41-C1b-C1w-C39a,52330.0,2537.pdf,NA,NA,y,SN15GX1-2537.pdf
SN15GX3,C1/C39/C41-C1b-C1w-C39a,47818.0,2537.pdf,NA,NA,y,SN15GX3-2537.pdf
Q15G6,C1/C39/C41-C1b-C1w-C39a,54979.0,2537.pdf,NA,NA,y,Q15G6-2537.pdf
AF15G9,A1-A1k-A1c-A1h-A1bf-A1bw-A1bx,510.0,2537.pdf,NA,NA,y,AF15G9-2537.pdf
AF15G9,C1/C39/C41-C1b-C1w-C39a,57478.0,2537.pdf,NA,NA,y,AF15G9-2537.pdf
AF15GX5,A1/A1k-A1c-A1h-A1b,1869.0,2537.pdf,NA,NA,y,AF15GX5-2537.pdf
AF15GX5,C1/C39/C41-C1b-C1w-C39a,87944.0,2537.pdf,NA,NA,y,AF15GX5-2537.pdf
AF15GX5,C3/C1n/C3v,4055.0,2537.pdf,NA,NA,y,AF15GX5-2537.pdf
AF15GX5,D1-D4-D6-D4c-D4f,915.0,2537.pdf,NA,NA,y,AF15GX5-2537.pdf
SN30G4,C1/C39/C41-C1b-C1w-C39a,31361.0,2537.pdf,NA,NA,y,SN30G4-2537.pdf
AM30GX2,A1-A1k-A1c-A1h-A1bf-A1bw-A1bx,829.0,2537.pdf,NA,NA,y,AM30GX2-2537.pdf
AM30GX2,C1/C39/C41-C1b-C1w-C39a,93090.0,2537.pdf,NA,NA,y,AM30GX2-2537.pdf
AM30GX2,C3/C1n/C3v,6795.0,2537.pdf,NA,NA,y,AM30GX2-2537.pdf
AM30GX2,D1/D4-D6-D4c,214.0,2537.pdf,NA,NA,y,AM30GX2-2537.pdf
AF1G6,A1/A1k-A1c-A1h-A1b,2277.0,2537.pdf,NA,NA,y,AF1G6-2537.pdf
AF1G6,C1/C39/C41-C1b-C1w-C39a,39404.0,2537.pdf,NA,NA,y,AF1G6-2537.pdf
AF1G6,C15/C116,7384.0,2537.pdf,NA,NA,y,AF1G6-2537.pdf
AF1G6,D1-D4-D6-D2-D1c-D4c-D10,855.0,2537.pdf,NA,NA,y,AF1G6-2537.pdf
Q30SE6,A1-A1k-A1c-A1h,5571.0,2537.pdf,NA,NA,y,Q30SE6-2537.pdf
Q30SE6,C1/C39/C41-C1b-C1w-C39a,27527.0,2537.pdf,NA,NA,y,Q30SE6-2537.pdf
Q30SE6,C15h/C15,830.0,2537.pdf,NA,NA,y,Q30SE6-2537.pdf
Q30SE6,D1-D4-D4c-D4f-D3b-D1c,3139.0,2537.pdf,NA,NA,y,Q30SE6-2537.pdf
Q1PC8,A1/A1j-A1bv-A1cb-A1c-A1cg,18804.0,2537.pdf,NA,NA,y,Q1PC8-2537.pdf
Q1PC8,C1/C39/C41-C1b-C1w-C39a,32551.0,2537.pdf,NA,NA,y,Q1PC8-2537.pdf
Q1ST6,A1-A1bw-A1bf-A1bx-A1eb,22831.0,2537.pdf,NA,NA,y,Q1ST6-2537.pdf
Q1ST6,C1/C39/C41-C1b-C1w-C39a,43431.0,2537.pdf,NA,NA,y,Q1ST6-2537.pdf
AF1GX6,C1/C39/C41-C1b-C1w-C39a,17927.0,2537.pdf,NA,NA,y,AF1GX6-2537.pdf
AF1GX6,D1-D4-D4c-D4f-D3b-D1c,15377.0,2537.pdf,NA,NA,y,AF1GX6-2537.pdf
SN15PC2,A1-A1c-A1h-A1q-A1i,70170.0,2537.pdf,NA,NA,y,SN15PC2-2537.pdf
AM15PC5,A1-A1c-A1h-A1q-A1i,101044.0,2537.pdf,NA,NA,y,AM15PC5-2537.pdf
AM15PC5,C1/C39/C41-C1b-C1w-C39a,465.0,2537.pdf,NA,NA,y,AM15PC5-2537.pdf
AM15PC5,C15,44.0,2537.pdf,NA,NA,y,AM15PC5-2537.pdf
AM15PC4,A1-A1c-A1h-A1q-A1i,100269.0,2537.pdf,NA,NA,y,AM15PC4-2537.pdf
SN1PC3,A1-A1c-A1h-A1q-A1i,114836.0,2537.pdf,NA,NA,y,SN1PC3-2537.pdf
SN1PC3,D1-D4-D6-D6b,196.0,2537.pdf,NA,NA,y,SN1PC3-2537.pdf
AM1PC5,A1-A1c-A1h-A1q-A1i,87498.0,2537.pdf,NA,NA,y,AM1PC5-2537.pdf
AM15PC2,A1-A1c-A1h-A1q-A1i,87619.0,2537.pdf,NA,NA,y,AM15PC2-2537.pdf
AM15PC2,C1/C39/C41/C116-C1b-C72,294.0,2537.pdf,NA,NA,y,AM15PC2-2537.pdf
AM15PC2,D1/D6-D4-D10-D6b,430.0,2537.pdf,NA,NA,y,AM15PC2-2537.pdf
Q15PC4,A1-A1c-A1h-A1q-A1i,58028.0,2537.pdf,NA,NA,y,Q15PC4-2537.pdf
Q15PC4,C1/C39/C41-C1b-C1w-C39a,1405.0,2537.pdf,NA,NA,y,Q15PC4-2537.pdf
Q15PC4,D1-D4-D6-D4c-D4f,249.0,2537.pdf,NA,NA,y,Q15PC4-2537.pdf
Q30PC3,A1-A1c-A1h-A1q-A1i,142213.0,2537.pdf,NA,NA,y,Q30PC3-2537.pdf
Q30PC3,C15/C116,72.0,2537.pdf,NA,NA,y,Q30PC3-2537.pdf
Q30PC3,C1-C1b-C41-C1h-C39,836.0,2537.pdf,NA,NA,y,Q30PC3-2537.pdf
AM15PC9,A1-A1c-A1h-A1q-A1i,87825.0,2537.pdf,NA,NA,y,AM15PC9-2537.pdf
AM15PC9,C15/C1b/C72/C39/C116,761.0,2537.pdf,NA,NA,y,AM15PC9-2537.pdf
AM15PC9,C3-C3au-C29,156.0,2537.pdf,NA,NA,y,AM15PC9-2537.pdf
Q30PC1,A1-A1c-A1h-A1q-A1i,180580.0,2537.pdf,NA,NA,y,Q30PC1-2537.pdf
Q30PC1,C15/C116/C15h,83.0,2537.pdf,NA,NA,y,Q30PC1-2537.pdf
Q30PC1,C1-C1b-C41-C1h-C39,1355.0,2537.pdf,NA,NA,y,Q30PC1-2537.pdf
Q15PC5,A1-A1c-A1h-A1q-A1i,13653.0,2537.pdf,NA,NA,y,Q15PC5-2537.pdf
Q15PC5,D1-D4-D4c-D2-D4f-D1h,499.0,2537.pdf,NA,NA,y,Q15PC5-2537.pdf
AM1PC1,A1-A1c-A1h-A1q-A1i,92548.0,2537.pdf,NA,NA,y,AM1PC1-2537.pdf
AM1PC1,C1/C39/C41/C116-C1b-C72,234.0,2537.pdf,NA,NA,y,AM1PC1-2537.pdf
AM1PC1,D3a/D1/D3/D4,1091.0,2537.pdf,NA,NA,y,AM1PC1-2537.pdf
Q30PC2,A1-A1c-A1h-A1q-A1i,170555.0,2537.pdf,NA,NA,y,Q30PC2-2537.pdf
Q30PC2,C1-C1b-C41-C1h-C39,4267.0,2537.pdf,NA,NA,y,Q30PC2-2537.pdf
SN30PC2,A1-A1c-A1h-A1q-A1i,50301.0,2537.pdf,NA,NA,y,SN30PC2-2537.pdf
SN30PC2,D1-D4-D6-D4c-D4f,283.0,2537.pdf,NA,NA,y,SN30PC2-2537.pdf
FS15PC5,A1-A1c-A1h-A1q-A1i,86348.0,2537.pdf,NA,NA,y,FS15PC5-2537.pdf
FS15PC5,C15/C15r,59.0,2537.pdf,NA,NA,y,FS15PC5-2537.pdf
FS15PC5,C1/C39-C1b,269.0,2537.pdf,NA,NA,y,FS15PC5-2537.pdf
FS15PC5,C3-C3au-C29-C3bk,2908.0,2537.pdf,NA,NA,y,FS15PC5-2537.pdf
AM30PC9,A1-A1c-A1h-A1q-A1i,43556.0,2537.pdf,NA,NA,y,AM30PC9-2537.pdf
AM30PC9,C72/C1-C72a-C1b-C72b-C72c-C72d,965.0,2537.pdf,NA,NA,y,AM30PC9-2537.pdf
FS15PC2,A1-A1c-A1h-A1q-A1i,118668.0,2537.pdf,NA,NA,y,FS15PC2-2537.pdf
FS15PC2,C1/C39/C41-C1b-C1w-C39a,545.0,2537.pdf,NA,NA,y,FS15PC2-2537.pdf
FS15PC2,C15r/C15h/C15,63.0,2537.pdf,NA,NA,y,FS15PC2-2537.pdf
FS15PC2,D1-D4-D2-D4c-D4f,280.0,2537.pdf,NA,NA,y,FS15PC2-2537.pdf
FS15PC1,A1-A1c-A1h-A1q-A1i,120655.0,2537.pdf,NA,NA,y,FS15PC1-2537.pdf
FS15PC1,C1/C39/C41-C1b-C1w-C39a,163.0,2537.pdf,NA,NA,y,FS15PC1-2537.pdf
FS15PC1,C3,31.0,2537.pdf,NA,NA,y,FS15PC1-2537.pdf
FS15PC1,D1-D4-D6-D4c-D4f,253.0,2537.pdf,NA,NA,y,FS15PC1-2537.pdf
FS1PC3,A1-A1c-A1h-A1q-A1i,98017.0,2537.pdf,NA,NA,y,FS1PC3-2537.pdf
SN1PC1,A1-A1c-A1h-A1q-A1i,106968.0,2537.pdf,NA,NA,y,SN1PC1-2537.pdf
SN1PC1,C15/C91f,95.0,2537.pdf,NA,NA,y,SN1PC1-2537.pdf
SN1PC1,C3,43.0,2537.pdf,NA,NA,y,SN1PC1-2537.pdf
SN1PC1,C1/C72/C41-C1b,310.0,2537.pdf,NA,NA,y,SN1PC1-2537.pdf
SN15PC5,A1-A1c-A1h-A1q-A1i,24602.0,2537.pdf,NA,NA,y,SN15PC5-2537.pdf
SN15PC5,C1/C39/C41/C116-C1b-C72,182.0,2537.pdf,NA,NA,y,SN15PC5-2537.pdf
SN15PC5,C7,45.0,2537.pdf,NA,NA,y,SN15PC5-2537.pdf
SN15PC5,D1/D4/D6,271.0,2537.pdf,NA,NA,y,SN15PC5-2537.pdf
Q15PC10,A1-A1c-A1h-A1q-A1i,77295.0,2537.pdf,NA,NA,y,Q15PC10-2537.pdf
Q15PC10,C72/C1-C72a-C1b-C72b-C72c-C72d,2533.0,2537.pdf,NA,NA,y,Q15PC10-2537.pdf
Q15PC10,C15/C22b/C15h,424.0,2537.pdf,NA,NA,y,Q15PC10-2537.pdf
Q15PC10,D1-D4-D4c-D4f-D3b-D1c,1195.0,2537.pdf,NA,NA,y,Q15PC10-2537.pdf
FS1PC2,A1-A1c-A1h-A1q-A1i,61833.0,2537.pdf,NA,NA,y,FS1PC2-2537.pdf
FS1PC2,C15r/C15h/C15,372.0,2537.pdf,NA,NA,y,FS1PC2-2537.pdf
AM30PC10,A1-A1c-A1h-A1q-A1i,31442.0,2537.pdf,NA,NA,y,AM30PC10-2537.pdf
AM30PC10,C72/C1-C72a-C1b-C72b-C72c-C72d,1496.0,2537.pdf,NA,NA,y,AM30PC10-2537.pdf
AM30PC10,C3,153.0,2537.pdf,NA,NA,y,AM30PC10-2537.pdf
AM1PC7,A1-A1c-A1h-A1q-A1i,67140.0,2537.pdf,NA,NA,y,AM1PC7-2537.pdf
AM1PC7,C1/C39-C72-C1b-C116,1267.0,2537.pdf,NA,NA,y,AM1PC7-2537.pdf
AM1PC7,D1-D4-D4c-D1c-D2,1850.0,2537.pdf,NA,NA,y,AM1PC7-2537.pdf
SN15PC4,A1-A1c-A1h-A1q-A1i,52401.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
SN15PC4,C1/C39/C41/C116-C1b-C72,170.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
SN15PC4,C15/C15r,33.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
SN15PC4,C7,14.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
SN15PC4,C163b,14.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
SN15PC4,D1/D6-D4-D2.2-D17,3334.0,2537.pdf,NA,NA,y,SN15PC4-2537.pdf
Q15PC3,A1-A1c-A1h-A1q-A1i,13960.0,2537.pdf,NA,NA,y,Q15PC3-2537.pdf
Q15PC3,C1/C39/C41-C1b-C1w-C39a,697.0,2537.pdf,NA,NA,y,Q15PC3-2537.pdf
AF1PC7,A1-A1c-A1h-A1q-A1i,65263.0,2537.pdf,NA,NA,y,AF1PC7-2537.pdf
AF1PC7,C1/C39/C41/C116-C1b-C72,2775.0,2537.pdf,NA,NA,y,AF1PC7-2537.pdf
SN15PC8,A1-A1c-A1h-A1q-A1i,64625.0,2537.pdf,NA,NA,y,SN15PC8-2537.pdf
SN15PC8,C72/C1-C72a-C1b-C72b-C72c-C72d,2717.0,2537.pdf,NA,NA,y,SN15PC8-2537.pdf
SN15PC8,C15/C41,335.0,2537.pdf,NA,NA,y,SN15PC8-2537.pdf
SN15PC8,D1-D4-D6b-D6-D1d-D1q-D1j,684.0,2537.pdf,NA,NA,y,SN15PC8-2537.pdf
AM1PC3,A1-A1c-A1h-A1q-A1i,69160.0,2537.pdf,NA,NA,y,AM1PC3-2537.pdf
AM1PC3,C1/C39/C41/C116-C1b-C72,1206.0,2537.pdf,NA,NA,y,AM1PC3-2537.pdf
AM1PC3,D1-D4-D1b-D4c-D4f,4631.0,2537.pdf,NA,NA,y,AM1PC3-2537.pdf
AM1PC2,A1-A1c-A1h-A1q-A1i,45624.0,2537.pdf,NA,NA,y,AM1PC2-2537.pdf
AM1PC2,C15/C116,127.0,2537.pdf,NA,NA,y,AM1PC2-2537.pdf
AM1PC2,C39-C1-C39b-C39e,2227.0,2537.pdf,NA,NA,y,AM1PC2-2537.pdf
AM1PC2,C3/C1b,144.0,2537.pdf,NA,NA,y,AM1PC2-2537.pdf
AM1PC2,D1-D4-D6-D4c-D4f,1241.0,2537.pdf,NA,NA,y,AM1PC2-2537.pdf
AM15PC3,A1-A1c-A1h-A1q-A1i,111110.0,2537.pdf,NA,NA,y,AM15PC3-2537.pdf
AM15PC3,D1/D6-D4-D2.2-D17,9474.0,2537.pdf,NA,NA,y,AM15PC3-2537.pdf
AM30PC6,A1-A1c-A1h-A1q-A1i,50826.0,2537.pdf,NA,NA,y,AM30PC6-2537.pdf
AM30PC6,C15-C72-C72a-C1b,2985.0,2537.pdf,NA,NA,y,AM30PC6-2537.pdf
Q1PC4,A1-A1c-A1h-A1q-A1i,27062.0,2537.pdf,NA,NA,y,Q1PC4-2537.pdf
Q1PC4,C1/C39/C41/C116-C1b-C72,330.0,2537.pdf,NA,NA,y,Q1PC4-2537.pdf
Q1PC4,D1-D4-D6-D4c-D4f,257.0,2537.pdf,NA,NA,y,Q1PC4-2537.pdf
AF15PC2,A1-A1c-A1h-A1q-A1i,116733.0,2537.pdf,NA,NA,y,AF15PC2-2537.pdf
AF15PC2,C15/C1b/C72/C39/C116,4922.0,2537.pdf,NA,NA,y,AF15PC2-2537.pdf
AF15PC2,D1-D4-D6-D4c-D4f,1057.0,2537.pdf,NA,NA,y,AF15PC2-2537.pdf
Q1PC5,A1-A1c-A1h-A1q-A1i,50514.0,2537.pdf,NA,NA,y,Q1PC5-2537.pdf
Q1PC5,C1/C39/C41/C116-C1b-C72,733.0,2537.pdf,NA,NA,y,Q1PC5-2537.pdf
Q1PC5,D1-D4-D1b-D4c-D4f,454.0,2537.pdf,NA,NA,y,Q1PC5-2537.pdf
Q1PC2,A1-A1c-A1h-A1q-A1i,44341.0,2537.pdf,NA,NA,y,Q1PC2-2537.pdf
Q1PC2,C15/C41,925.0,2537.pdf,NA,NA,y,Q1PC2-2537.pdf
Q1PC2,C1/C39-C72-C1b-C116,276.0,2537.pdf,NA,NA,y,Q1PC2-2537.pdf
Q1PC2,D1-D4-D1b-D4c-D4f,547.0,2537.pdf,NA,NA,y,Q1PC2-2537.pdf
FS1PC6,A1-A1c-A1h-A1q-A1i,73147.0,2537.pdf,NA,NA,y,FS1PC6-2537.pdf
FS1PC6,C15-C15y-C15a-C15ab-C15w,1320.0,2537.pdf,NA,NA,y,FS1PC6-2537.pdf
FS1PC6,C1/C72/C39/C1b,2020.0,2537.pdf,NA,NA,y,FS1PC6-2537.pdf
FS1PC6,D1-D4-D1p-D6,2017.0,2537.pdf,NA,NA,y,FS1PC6-2537.pdf
Q15PC8,A1-A1c-A1h-A1q-A1i,64807.0,2537.pdf,NA,NA,y,Q15PC8-2537.pdf
Q15PC8,C72/C1-C72a-C1b-C72b-C72c-C72d,3504.0,2537.pdf,NA,NA,y,Q15PC8-2537.pdf
Q15PC8,C15/C22b/C15h,593.0,2537.pdf,NA,NA,y,Q15PC8-2537.pdf
Q15PC8,D1-D4-D4c-D4f-D3b-D1c,968.0,2537.pdf,NA,NA,y,Q15PC8-2537.pdf
T15PC7,A1-A1c-A1h-A1q-A1i,100487.0,2537.pdf,NA,NA,y,T15PC7-2537.pdf
T15PC7,C1-C1b-C39-C41-C1ae-C41f-C1af-C39a,3608.0,2537.pdf,NA,NA,y,T15PC7-2537.pdf
T15PC7,C15/C116,1090.0,2537.pdf,NA,NA,y,T15PC7-2537.pdf
T15PC7,D1/D4-D4c-D4f,342.0,2537.pdf,NA,NA,y,T15PC7-2537.pdf
AM15PC7,A1-A1c-A1h-A1q-A1i,66646.0,2537.pdf,NA,NA,y,AM15PC7-2537.pdf
AM15PC7,C15/C1b/C72/C39/C116,2574.0,2537.pdf,NA,NA,y,AM15PC7-2537.pdf
AM15PC7,D1/D6-D4-D2.2-D17,977.0,2537.pdf,NA,NA,y,AM15PC7-2537.pdf
Q15PC9,A1-A1c-A1h-A1q-A1i,67964.0,2537.pdf,NA,NA,y,Q15PC9-2537.pdf
Q15PC9,C72/C1-C72a-C1b-C72b-C72c-C72d,2587.0,2537.pdf,NA,NA,y,Q15PC9-2537.pdf
Q15PC9,D1-D4-D4c-D4f-D3b-D1c,1646.0,2537.pdf,NA,NA,y,Q15PC9-2537.pdf
AF15PC4,A1-A1c-A1h-A1q-A1i,138317.0,2537.pdf,NA,NA,y,AF15PC4-2537.pdf
AF15PC4,C1/C39/C41/C116-C1b-C72,7600.0,2537.pdf,NA,NA,y,AF15PC4-2537.pdf
AF15PC4,D1-D4-D4c-D6-D2-D1c-D4f,1199.0,2537.pdf,NA,NA,y,AF15PC4-2537.pdf
SN15PC7,A1-A1c-A1h-A1q-A1i,60461.0,2537.pdf,NA,NA,y,SN15PC7-2537.pdf
SN15PC7,C15,660.0,2537.pdf,NA,NA,y,SN15PC7-2537.pdf
SN15PC7,C1/C72/C39/C1b,4200.0,2537.pdf,NA,NA,y,SN15PC7-2537.pdf
SN15PC7,D1-D4-D6b-D6-D1d-D1q-D1j,968.0,2537.pdf,NA,NA,y,SN15PC7-2537.pdf
Q1PC9,A1-A1c-A1h-A1q-A1i,113387.0,2537.pdf,NA,NA,y,Q1PC9-2537.pdf
Q1PC9,C15/C1b/C72/C39/C116,4350.0,2537.pdf,NA,NA,y,Q1PC9-2537.pdf
AF15PC1,A1-A1c-A1h-A1q-A1i,94130.0,2537.pdf,NA,NA,y,AF15PC1-2537.pdf
AF15PC1,C1/C39/C41/C116-C1b-C72,978.0,2537.pdf,NA,NA,y,AF15PC1-2537.pdf
AF15PC1,C15-C15y-C15a-C15ab-C15w,490.0,2537.pdf,NA,NA,y,AF15PC1-2537.pdf
AF15PC1,D1-D4-D6-D4c-D4f,202.0,2537.pdf,NA,NA,y,AF15PC1-2537.pdf
Q15PC6,A1-A1c-A1h-A1q-A1i,6826.0,2537.pdf,NA,NA,y,Q15PC6-2537.pdf
Q15PC6,C1/C39/C41/C116-C1b-C72,663.0,2537.pdf,NA,NA,y,Q15PC6-2537.pdf
