sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A6b	A3v	A1hb	701144_A	477185_A	C40	C3	C115	C15h	C40h	C40e	C40j	C40i	C3ge	C115a	C15do	39131_C	49520_C	C116	C15mv	37031_C	C40aa	9922_C	41416_C	C15mx	37019_C	C15hg	C93a	37022_C	C40r	112542_C	C15mw	10374_C	C116l	C15hf	752713_C	10707_C	42114_C	42116_C	22957_C	C116a	26045_C	C40o	41308_C	C116br	C3u	C3gj	C40ak	26092_C	1264049_C	C40q	1061020_C	C21ab	335884_C	42796_C	C40am	C1	741784_C	48853_C	17998_C	C3.10	148169_C	20880_C	D1	D4	D4c	D1c	D2	D1gz	D17e	D3b	D4n	D1h	10408_D	D4ao	13822_D	D4ae	24698_D	D2.2	5660_D	45335_D	D4f	D17c	31541_D	D1fk	12292_D	1264047_D	D1cr	20195_D	1264065_D	12427_D	10210_D
113753	20	Plate1_C6_S43_L001_R1_001.fastq.gz	781dd263125fe25a7ac4d6d4ea2055b28f89e24c14113a13c3c0ed338419a2ef	Plate1_C6_S43_L001_R2_001.fastq.gz	e779dff022a72cad1b6a654950809d68847d1b1d62220bfb77a43538f1b133b7	573	20210108_bythell	24357	3821	213	3806	211	0	0	15	2	3709	9	0	0	19	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	3107	333	124	0	47	30	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113754	76	Plate1_C7_S51_L001_R1_001.fastq.gz	c6952e13d0b9b40c6bbf412faf31c52f37de0f5f276613a88f3ada6eaf69e590	Plate1_C7_S51_L001_R2_001.fastq.gz	8df1863cc578eef317857ba01c963378e354c9cfaaf8b7f8d156493fd3be09f1	573	20210108_bythell	31662	5564	250	5550	248	0	0	14	2	5383	9	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	5	0	0	0	0	4352	477	291	0	108	49	0	0	45	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113764	14	Plate1_D5_S36_L001_R1_001.fastq.gz	5b1b0c41c53bfe8959bcc61ba0a3129df91991a2b106458b8e17696eaa835f26	Plate1_D5_S36_L001_R2_001.fastq.gz	6829a2ac88c742372cd096e3b760650412072d371ec1ecf139c96b56dffd832e	573	20210108_bythell	44707	9180	338	9134	337	0	0	46	1	8887	8	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	7079	835	446	0	228	121	0	0	66	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113744	52	Plate1_B9_S66_L001_R1_001.fastq.gz	0d2ede7d18cdbcadce7e9ab0948df9297933b2b9849558f754b34bf985e70af4	Plate1_B9_S66_L001_R2_001.fastq.gz	5d214748b2e9e623b1b923164f4741ebe2586c29e52f68073536fd7fd537bd42	573	20210108_bythell	41372	7644	304	7635	302	0	0	9	2	7465	11	0	0	52	4	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	6585	368	244	0	81	33	0	0	42	41	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
113762	11	Plate1_D3_S20_L001_R1_001.fastq.gz	8f3a89a0e5818f609fe135cb39d35cb247c39788f0ee41ec6f8e8522099b965d	Plate1_D3_S20_L001_R2_001.fastq.gz	2a48c16c47d7f00c0e417f6bebb77177243c09d41d36f07fcff976fdf735c1dc	573	20210108_bythell	25963	2381	126	2372	124	0	0	9	2	2339	8	0	0	10	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	2027	131	57	0	45	29	19	0	21	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113737	34	Plate1_B2_S10_L001_R1_001.fastq.gz	70b5e931be0eba3681a25ab7bf2d5c6308dc3025cf73de8d7bfa3c9bc32f3ddb	Plate1_B2_S10_L001_R2_001.fastq.gz	4cff02376afc622a896ceb1cc3dc0e1f7b58403bc4907d861511725b84e8c3eb	573	20210108_bythell	43078	7974	308	7952	307	0	0	22	1	7818	8	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	6858	395	200	0	129	68	96	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113748	22	Plate1_C1_S3_L001_R1_001.fastq.gz	e087585aec3349ba35040aa7bac7cfee86ce9822d1c47b5591d20de98edbf49e	Plate1_C1_S3_L001_R2_001.fastq.gz	97265637c063be5fa3756848f9c1edd4c9771d418b37656c4809621a398d0bdc	573	20210108_bythell	44599	8636	331	8618	330	0	0	18	1	8403	11	0	0	103	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	7262	523	290	0	74	54	0	0	0	43	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113768	61	Plate1_D9_S68_L001_R1_001.fastq.gz	c358d18e0ce985c3a1ad09f1086cbe82109e573477de0705314ea9faf6bcdfd1	Plate1_D9_S68_L001_R2_001.fastq.gz	db8b575cd25e712057713d05f12a4b5c102efc8db932995299715a78d8169916	573	20210108_bythell	18382	2476	150	2457	148	0	0	19	2	2417	10	0	0	21	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	2057	124	117	0	31	30	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113729	82	Plate1_A6_S41_L001_R1_001.fastq.gz	b3353aeacdc849a93ed1b40b449584860f09a1d491b5bcbe90b6e79a5c33cbf8	Plate1_A6_S41_L001_R2_001.fastq.gz	5db473500ae3791b6d91f5e567f8e066cf43fd68eaed8a70229badbeb9cc4ad9	573	20210108_bythell	47274	6225	275	4530	217	0	0	1695	58	4437	11	0	0	38	4	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	7	0	0	0	0	3879	240	121	0	64	24	0	0	35	18	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
113738	33	Plate1_B3_S18_L001_R1_001.fastq.gz	b425e1e31c5c27ed4dae5fa1200080ac8cf06fdcefaaa6e07e42ea574dfea575	Plate1_B3_S18_L001_R2_001.fastq.gz	780aa33d8cc40b64a092f776a74f72fa8561e604ba3ed4838bff443a3501d982	573	20210108_bythell	40521	6952	287	6930	286	0	0	22	1	6697	10	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	7	0	0	0	0	0	5799	385	226	0	69	41	42	0	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113740	28	Plate1_B5_S34_L001_R1_001.fastq.gz	436f6f5aae0aaf50fd0bbf70b736d3c66af782aee06c4d78fa50e41f76700e5e	Plate1_B5_S34_L001_R2_001.fastq.gz	880c672853304bbc448f69b34a83beb4a99c3655b532d138be915d039a9de89b	573	20210108_bythell	42116	6553	270	6515	268	0	0	38	2	6385	8	0	0	27	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	5409	412	143	0	124	93	141	0	36	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113759	8	Plate1_C12_S91_L001_R1_001.fastq.gz	b651d7d92f0ac9b5a896f6094fd6be4ca4af4283265204b27a42ed9dbce255dc	Plate1_C12_S91_L001_R2_001.fastq.gz	dd9b7402e6555f41101f14b8a6faea2dfe48218723325440ac5efd24aadbe9a2	573	20210108_bythell	38047	6690	293	6680	291	0	0	10	2	6471	10	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	5436	423	261	0	71	59	43	0	49	40	0	0	0	58	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113728	41	Plate1_A5_S33_L001_R1_001.fastq.gz	6492088534e6f8466d6e81fdb88c9c571305a1726ca13ad5009ee3985255e972	Plate1_A5_S33_L001_R2_001.fastq.gz	b788e09f1011e7a12ffdd466c9e680d5e26b0b3267997a64bef26c480471fe86	573	20210108_bythell	37799	6525	291	6467	287	0	0	58	4	6339	11	0	0	33	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	5433	449	120	0	72	42	62	0	43	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113773	1521	Plate1_E2_S13_L001_R1_001.fastq.gz	8c786f322000043d363d96d8732ae488abbdb313e30412c2bb31038b7312f59c	Plate1_E2_S13_L001_R2_001.fastq.gz	93a65eb5a699a1e611ee706c40063997f17bc78bd491fa6294b490b30544e045	573	20210108_bythell	34084	4986	235	4964	234	0	0	22	1	4886	11	0	0	38	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-09-16	2-3 m	0	0	0	0	0	0	4198	371	54	0	57	29	65	0	36	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113739	27	Plate1_B4_S26_L001_R1_001.fastq.gz	3f3e5d90d681318297d6774264b94b0ad2b3609afd4cd8aa0b9380f99e8d2c93	Plate1_B4_S26_L001_R2_001.fastq.gz	8dd29b0cd058ef3bbf9d0b37b66c1a5ea5c1348e73cbf1a6812c748298f13463	573	20210108_bythell	39768	2808	147	2766	144	0	0	42	3	2737	8	0	0	18	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	2345	179	35	0	46	32	69	0	13	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113771	95	Plate1_D12_S92_L001_R1_001.fastq.gz	0fa677e2271af6353794ad2dba2b9da27bf2629bdafcece2b872b22e5c424513	Plate1_D12_S92_L001_R2_001.fastq.gz	0210f257c16e39b4ea0de5db2e5c112e4d93505844949e532c4f63ff6692809b	573	20210108_bythell	17986	2746	150	2735	148	0	0	11	2	2694	11	0	0	37	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	2287	170	30	0	50	41	34	0	23	0	0	13	11	0	0	0	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113731	81	Plate1_A8_S57_L001_R1_001.fastq.gz	dee98317561f02c6cf83b78c7c436f43524a6732c8e1bf14d2bbc9a682452428	Plate1_A8_S57_L001_R2_001.fastq.gz	07fb0a729bfb906dea06bf75208571c0b2600aa616fa2825f37f463b23a1c966	573	20210108_bythell	41194	7114	286	7096	285	0	0	18	1	6931	12	0	0	186	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	5451	521	258	0	193	99	0	0	36	40	0	0	0	0	0	0	116	0	52	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113746	56	Plate1_B11_S82_L001_R1_001.fastq.gz	754672339fcec33a7c538f13fca3de29f2f5705e9bc0ea3b808ab76e120ec07c	Plate1_B11_S82_L001_R2_001.fastq.gz	7dd88b31dd283a60e9fde0fa0e4bc5e3fe5414b694ea702f8c52101943b67a3e	573	20210108_bythell	40975	8471	320	8464	318	0	0	7	2	8286	8	0	0	45	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	7463	439	0	0	74	56	142	0	58	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113726	43	Plate1_A3_S17_L001_R1_001.fastq.gz	f6443442d91b51befd00be1e4303b02d28ac1353d400bccbffa3120c03f9c70e	Plate1_A3_S17_L001_R2_001.fastq.gz	3db63b282b5836757b7d4ace35a7f9e39936b053f6f2389d7c25bd218ee5d06f	573	20210108_bythell	47236	7876	322	7837	319	0	0	39	3	7680	10	0	0	77	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	6	0	0	0	0	6814	513	0	0	75	0	117	0	64	0	0	45	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113774	1523	Plate1_E3_S21_L001_R1_001.fastq.gz	501eb85103e69611b6d91ddd00d177d5e51633bd9a53cb4c053bca1e5a7e6d05	Plate1_E3_S21_L001_R2_001.fastq.gz	d3fe8c380f1caf2d5b6a89843774d18b60c95b423b4331491c6b152dc7eb490f	573	20210108_bythell	39963	6854	282	6800	280	0	0	54	2	6699	8	0	0	33	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-09-16	2-3 m	0	0	0	0	0	0	5822	416	0	0	75	52	229	0	44	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113725	44	Plate1_A2_S9_L001_R1_001.fastq.gz	e9e6d41e8593b3d6c82f5174ab9d6c4939b3bfa4f93eae45c3fc16aa64830351	Plate1_A2_S9_L001_R2_001.fastq.gz	0a98d18ead6e59fdaa086d1129a84f1e47c253552d7c050219d468d1ea54a1e4	573	20210108_bythell	41791	5076	226	5068	224	0	0	8	2	4969	9	0	0	89	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	4355	324	0	0	43	42	84	0	32	0	0	35	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113769	90	Plate1_D10_S76_L001_R1_001.fastq.gz	fecfc4be49cb5ae446f4826f007a649e4719d02e33251b7f68d51322e0169fa3	Plate1_D10_S76_L001_R2_001.fastq.gz	d76c04fae61a941fa259a39d1ead4d7371e97d713d498915a06cba6dcc481c76	573	20210108_bythell	18188	2685	161	2665	159	0	0	20	2	2607	12	0	0	32	8	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	4	0	0	0	0	0	2302	135	12	0	0	0	57	0	41	0	0	13	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
113730	83	Plate1_A7_S49_L001_R1_001.fastq.gz	e7de59a2b177ebfeed023d77bc59a8e0033109489883acaf1abd4cd983805e62	Plate1_A7_S49_L001_R2_001.fastq.gz	25f4028ceb22cd59816b693290828dbf6bdbb575e8a2d2cbf7d5af6fb52081d5	573	20210108_bythell	39416	5964	234	5934	233	0	0	30	1	5858	9	0	0	67	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	digitifera	7.29110000	134.51940000	2018-03-30	2-3 m	0	0	0	0	0	0	5187	301	0	0	101	52	96	28	26	0	0	32	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
